file,nmi,pk,pk_rdm,wd,wd_rdm,ext_nmi,ext_pk,ext_pk_rdm,ext_wd,ext_wd_rdm
corpora/cities_pp/c100_pp_wostw.txt,0.7948367586499964,0.4134615384615384615384615385,0.5865384615384615384615384615,0.4375000000000000000000000000,1,0.7902568593175096,0.4141655089255288474140868699,0.5360035649689375868305853365,1.0,1.0
corpora/cities_pp/c10_pp_wostw.txt,0.7279804088088033,0.3750000000000000000000000000,0.659090909090909090909090909,0.4659090909090909090909090910,0.772727272727272727272727273,0.7468105848489508,0.3568516343030889364936770092,0.653928546748669753299702854,1.0,1.0
corpora/cities_pp/c11_pp_wostw.txt,0.7605256847158384,0.3356164383561643835616438356,0.678082191780821917808219178,0.3561643835616438356164383562,0.958904109589041095890410959,0.767062481964106,0.3464767182201637581672318254,0.6255065751385327929865188985,1.0,1.0
corpora/cities_pp/c12_pp_wostw.txt,0.7711652246887909,0.4836956521739130434782608696,0.5652173913043478260869565215,0.5163043478260869565217391305,1,0.7740783691788945,0.4552142415903858033357668332,0.5986129050373448643791767285,1.0,1.0
corpora/cities_pp/c13_pp_wostw.txt,0.8428274681491428,0.2328767123287671232876712329,0.5753424657534246575342465755,0.3013698630136986301369863014,0.9863013698630136986301369865,0.8438114293642849,0.2247401428488473375529876314,0.6379130131815806283026537365,1.0,1.0
corpora/cities_pp/c14_pp_wostw.txt,0.7998977352368732,0.3295454545454545454545454546,0.534090909090909090909090909,0.4204545454545454545454545454,0.8863636363636363636363636365,0.8013901290743989,0.2790032372205074154934879168,0.593691184220432131295641045,1.0,1.0
corpora/cities_pp/c15_pp_wostw.txt,0.6162081933528517,0.500000000000000000000000000,0.6025641025641025641025641025,0.512820512820512820512820513,0.858974358974358974358974359,0.6762745268984165,0.4708261120739456961294049682,0.575736568457538994800693241,1.0,1.0
corpora/cities_pp/c16_pp_wostw.txt,0.8839426085367559,0.2884615384615384615384615384,0.4551282051282051282051282051,0.3269230769230769230769230770,0.980769230769230769230769231,0.8934804655675159,0.2327548931999654088956789946,0.528350292583090715171081837,1.0,1.0
corpora/cities_pp/c17_pp_wostw.txt,0.7688874154967531,0.4324324324324324324324324324,0.5675675675675675675675675675,0.4797297297297297297297297297,0.9864864864864864864864864865,0.7800417728372346,0.3667445135144417350688601161,0.5943606827626472507469862965,1.0,1.0
corpora/cities_pp/c18_pp_wostw.txt,0.8120909888648593,0.3974358974358974358974358974,0.564102564102564102564102564,0.4358974358974358974358974359,0.8846153846153846153846153845,0.7984819764054382,0.3950523749917649384017392450,0.591936227682983068713353976,1.0,1.0
corpora/cities_pp/c19_pp_wostw.txt,0.8326494757203805,0.3417721518987341772151898734,0.5443037974683544303797468355,0.3734177215189873417721518987,1,0.8311865751236687,0.2909751247818853224039280932,0.5729821856105181998944933655,1.0,1.0
corpora/cities_pp/c1_pp_wostw.txt,0.7437060299926994,0.3484848484848484848484848484,0.696969696969696969696969697,0.3863636363636363636363636364,0.9545454545454545454545454545,0.7481215342212478,0.3168238638927749447177219189,0.6538652466266528272936504355,1.0,1.0
corpora/cities_pp/c20_pp_wostw.txt,0.8624177421470316,0.2622950819672131147540983606,0.6229508196721311475409836065,0.2868852459016393442622950820,0.901639344262295081967213115,0.8554276797857037,0.2898165569143932267168391345,0.559501411100658513640639699,1.0,1.0
corpora/cities_pp/c21_pp_wostw.txt,0.7349264637574247,0.4000000000000000000000000000,0.4833333333333333333333333334,0.4833333333333333333333333333,0.85,0.7046124468310377,0.5012781594503914363316823775,0.6328486978750599137242370985,1.0,1.0
corpora/cities_pp/c22_pp_wostw.txt,0.7967164925849881,0.390625,0.5416666666666666666666666665,0.4218750000000000000000000000,1,0.7906708215795615,0.3483675784696836001512668600,0.625917055338459599142821127,1.0,1.0
corpora/cities_pp/c23_pp_wostw.txt,0.7752849859404669,0.510204081632653061224489796,0.5714285714285714285714285715,0.525510204081632653061224490,0.984693877551020408163265306,0.7736983774932602,0.4567895815042434884401521803,0.576207199297629499561018437,1.0,1.0
corpora/cities_pp/c24_pp_wostw.txt,0.717170899290501,0.4090909090909090909090909090,0.2727272727272727272727272727,0.500000000000000000000000000,0.7272727272727272727272727275,0.7260932341402534,0.2520246193715581470683511500,0.5915127955944282474894719795,0.2863621639131843213475866537,1
corpora/cities_pp/c25_pp_wostw.txt,0.8036620871953826,0.4480519480519480519480519480,0.4935064935064935064935064935,0.4740259740259740259740259740,0.987012987012987012987012987,0.8303958953638158,0.3475723044528395367560537561,0.5541586672446894159905864865,1.0,1.0
