file,nmi,pk,pk_rdm,wd,wd_rdm
corpora/cities_pp/c100_pp_wostw.txt,0.9490528501129645,0.05561590267217032370193352162,0.5385618075168368455355203128,0.05865739734955463827938301108,1
corpora/cities_pp/c10_pp_wostw.txt,0.8924598668947975,0.09023836549375709421112372304,0.6555051078320090805902383655,0.2003405221339387060158910329,1
corpora/cities_pp/c11_pp_wostw.txt,0.9419287905374282,0.03626265926167918980725253185,0.6269193074158771643253838615,0.1293694870957203528258738974,1
corpora/cities_pp/c12_pp_wostw.txt,0.9707195357197431,0.02786309784993418165862220272,0.6000438788942518648530057043,0.03729706011408512505484861781,1
corpora/cities_pp/c13_pp_wostw.txt,0.9432793309238885,0.04319012797074954296160877514,0.6382541133455210237659963437,0.06101462522851919561243144424,1
corpora/cities_pp/c14_pp_wostw.txt,0.9164709716128251,0.08795669824086603518267929635,0.5981055480378890392422192152,0.1062246278755074424898511502,1
corpora/cities_pp/c15_pp_wostw.txt,0.8239837197489314,0.1135288552507095553453169347,0.6064333017975402081362346263,0.2686849574266792809839167455,1
corpora/cities_pp/c16_pp_wostw.txt,0.9617703557379472,0.04099493321050207277752187932,0.5260248733302625518194380470,0.04514048825426070935052970981,1
corpora/cities_pp/c17_pp_wostw.txt,0.9669423523298459,0.02455422391113709441683718211,0.5931014323297281496638409822,0.07921660333235895936860567086,1
corpora/cities_pp/c18_pp_wostw.txt,0.9253503744113852,0.06976744186046511627906976744,0.5941306755260243632336655592,0.2248062015503875968992248062,1
corpora/cities_pp/c19_pp_wostw.txt,0.9645970709249961,0.03114421123899796885578876100,0.5683818551117129316181448883,0.07379823967501692620176032498,1
corpora/cities_pp/c1_pp_wostw.txt,0.9259735919083288,0.04001616814874696847210994341,0.6738075990299110751818916734,0.2085691188358932902182700081,1
corpora/cities_pp/c20_pp_wostw.txt,0.9627569112323561,0.03521126760563380281690140845,0.5582942097026604068857589984,0.04147104851330203442879499218,1
corpora/cities_pp/c21_pp_wostw.txt,0.8919115435310728,0.1102564102564102564102564103,0.6371794871794871794871794872,0.1358974358974358974358974359,1
corpora/cities_pp/c22_pp_wostw.txt,0.947181520854153,0.03356504468718967229394240318,0.6280039721946375372393247269,0.1431976166832174776564051639,1
corpora/cities_pp/c23_pp_wostw.txt,0.9396421237760245,0.05503070382616910722720831365,0.5717997165800661313179026925,0.1471421823334907888521492678,1
corpora/cities_pp/c24_pp_wostw.txt,0.8507456248986731,0.1260053619302949061662198391,0.6085790884718498659517426273,0.1394101876675603217158176944,1
corpora/cities_pp/c25_pp_wostw.txt,0.9655643418606471,0.02966314731020613373554550025,0.5560583207642031171442936149,0.02966314731020613373554550025,1
corpora/cities_pp/c26_pp_wostw.txt,0.9605723960864914,0.03175416133162612035851472471,0.5677336747759282970550576184,0.03790012804097311139564660691,1
corpora/cities_pp/c27_pp_wostw.txt,0.9825424009088239,0.01507208387942332896461336828,0.5258846657929226736566186107,0.01834862385321100917431192661,1
corpora/cities_pp/c28_pp_wostw.txt,0.954616990959031,0.03851091142490372272143774069,0.5863286264441591784338896021,0.1299743260590500641848523748,1
corpora/cities_pp/c29_pp_wostw.txt,0.937195153774721,0.06122448979591836734693877551,0.5688232739904472427268779852,0.07294832826747720364741641337,1
corpora/cities_pp/c2_pp_wostw.txt,0.9400223113818457,0.05030438961871195129766100609,0.5658442806792694649150913169,0.09227811598846523550144184556,1
corpora/cities_pp/c30_pp_wostw.txt,0.9674264968382174,0.02536090518923136948888021849,0.5674990245805696449473273508,0.06223175965665236051502145923,1
corpora/cities_pp/c31_pp_wostw.txt,0.9513038005782425,0.03289473684210526315789473684,0.6226973684210526315789473684,0.08092105263157894736842105263,1
corpora/cities_pp/c32_pp_wostw.txt,0.9611853450332455,0.02631117347833713383616909314,0.6091913699350991054201017365,0.1412032976670759515874407999,1
corpora/cities_pp/c33_pp_wostw.txt,0.9679608494775268,0.02339776195320447609359104781,0.5648524923702950152594099695,0.03407934893184130213631739573,1
corpora/cities_pp/c34_pp_wostw.txt,0.941013231566357,0.05664385178192117063960349304,0.5848477696483360868539060656,0.1560066084493745574699079537,1
