,token,lisa
784,bidding,-0.00973254210010704
785,far,0.02819333377941146
786,away,0.012531929331719316
787,without,-0.026224821109143478
788,latter,-0.0081166958166478
789,would,-0.018084310120095128
790,harmless,0.006905145753160851
791,accustom,-0.007830507432528878
792,say,-0.0329961555461023
793,mass,0.01546056776651605
794,men,-0.009383122221331098
795,unprepared,0.02222774005927604
796,improvement,-0.007940203875482525
797,slow,0.007406416586420328
798,materially,0.0030003780840114846
799,wise,-0.002307299099023389
800,well,0.0040594912286555035
801,many,0.01753418026965006
802,important,0.002500613393099242
803,many,0.01648171571263192
804,good,0.012414143710715442
805,absolute,-0.006818577125623614
806,goodness,-0.0014942262762606465
807,somewhere,0.012442369594354932
808,leaven,-0.004558272510279326
809,whole,0.012026645232466087
810,lump,-0.005935899753492173
811,thousand,-0.0006865153602906302
812,opinion,0.007241370957691706
813,oppose,-0.011862009138588382
814,slavery,0.013282972117881783
815,war,-0.006062631724237974
816,yet,0.0029323384817480694
817,effect,0.007130416986294932
818,nothing,0.02507253730201627
819,put,-0.005579451793605145
820,end,0.007013608431281675
821,esteem,-0.0038181734998135293
822,child,-0.004123519305243631
823,washington,-0.0018716083760155816
824,franklin,0.00015251408880343636
825,sit,-0.004584992336912687
826,hand,0.01934914624792156
827,pocket,0.006650779199825176
828,say,0.031533131743186796
829,know,0.027416521638451395
830,nothing,0.037957041538911836
831,even,0.004271254592257338
832,postpone,-0.00837624082939247
833,question,0.03416083547401657
834,freedom,0.0016359124164859115
835,question,0.02896359319931757
836,free,-0.020909700176180594
837,trade,-0.01257330015025148
838,quietly,0.04812583445773231
839,read,0.020158384392243312
840,along,-0.012412852187041348
841,late,0.026271468429137478
842,advice,0.020259390668276145
843,mexico,-0.016799418157887467
844,dinner,0.0354463016967119
845,may,0.012233869053180928
846,fall,0.0013301242795200742
847,asleep,0.035539078153596255
848,honest,0.02047426223882825
849,man,-0.016127198698787943
850,patriot,-0.00673172551851047
851,today,-0.006663535803910294
852,hesitate,0.016782422407859272
853,regret,0.03874735978502626
854,sometimes,-0.006417190272310489
855,petition,0.013926865038717325
856,nothing,0.016450503259983713
857,earnest,0.030557510882085737
858,effect,-0.0188759426449894
859,wait,0.016128942389770768
860,well,-0.004874229629335316
861,disposed,0.0007803225017083427
862,others,0.011343435147347852
863,remedy,-0.0033731396858132615
864,evil,0.024811729470068593
865,may,0.00992742808430344
866,longer,-0.019838583817416922
867,regret,0.021264673493410848
868,give,-0.03127795964218234
869,cheap,0.009369062212411867
870,vote,0.004203324126681698
871,feeble,0.020684961567398928
872,countenance,0.02548352635515468
873,godspeed,0.01033920465060724
874,right,-0.004408846600109843
875,go,-0.001149858549289661
876,nine,-0.0045675716691077495
877,hundred,-0.02153645942117656
878,ninetynine,0.023712597164532966
879,patron,-0.00930856549305899
880,virtue,0.019063340556875804
881,one,0.011821465270388402
882,virtuous,0.03930446814070805
883,man,0.011369009507144605
884,easy,0.015141117387409312
885,deal,0.007780528229766636
886,real,0.02039273518427185
887,possessor,0.02053545582149584
888,thing,0.042845477661529525
889,temporary,-0.010914021204397238
890,guardian,0.006630414040021292
891,vote,0.055519140839105606
892,sort,0.02791438441960297
893,game,0.033670196251123885
894,like,-0.012227179047750102
895,checker,0.014642962660354926
896,backgammon,0.015831717703445217
897,slight,0.026924305656877992
898,moral,0.031885035745019503
899,tinge,0.02201360567982656
900,play,0.0218333325725952
901,right,0.04601897418234584
902,wrong,0.03871844038217567
903,moral,0.04363194975253468
904,question,0.02823395267569321
905,bet,0.03175413095109659
906,naturally,-0.002920009357440478
907,accompanies,-0.019811095731742216
908,character,0.02467969154746921
909,voter,0.04209881540645024
910,stake,0.02454868066030049
911,cast,0.021134824082330934
912,vote,0.0666587371808667
913,perchance,0.009852822003308634
914,think,0.02390107265893567
915,right,0.08946079138821124
916,vitally,-0.017184704168088986
917,concern,0.004306494690390042
918,right,0.09086879688993212
919,prevail,0.021813619672110617
920,willing,0.025846778452471016
921,leave,0.005815007499122848
922,majority,0.021870525374606774
923,obligation,0.030389001058912058
924,therefore,-0.009858695797274252
925,never,-0.0005448827850993438
926,exceed,-0.011828667685508524
927,expediency,0.026592733097981668
928,even,-0.011891355988366707
929,vote,0.06316363382113506
930,right,0.07082747077213726
931,nothing,0.004622483038596683
932,express,-0.0043312134342520965
933,men,0.014979676365697645
934,feebly,-0.0012555639042177503
935,desire,0.03837762322818377
936,prevail,0.029349007478278122
937,wise,-0.00720994022715575
938,man,-0.026098667455294412
939,leave,0.02269292019820048
940,right,0.06590366022582439
941,mercy,0.013357929983766685
942,chance,0.00979150696356744
943,wish,0.014520904522754521
944,prevail,0.038326676945830036
945,power,0.023002546018702868
946,majority,0.07211838276517712
947,little,-0.0030762976123244593
948,virtue,0.04588271511175975
949,action,0.004842428225678415
950,mass,-0.004594702876073144
951,men,0.018914083863064538
952,majority,0.06074243922781637
953,shall,0.018603387614171366
954,length,-0.012623990593946758
955,vote,0.11225212284742246
956,abolition,0.08473128418005074
957,slavery,0.11385093034929505
958,indifferent,-0.01187587245463284
959,slavery,0.11414667571813862
960,little,-0.013402391233706751
961,slavery,0.11607091802138506
962,leave,-0.0013459130046911082
963,abolished,0.05750471294288237
964,vote,0.11362921193386064
965,slave,0.0684001652108918
966,vote,0.11249098990637128
967,hasten,-0.018770012906024112
968,abolition,0.10119547508607234
