token,lisa
abet,-0.007780149867741409
abide,-0.018209435410482748
ability,-0.002843021738820363
able,-0.022755391733468723
abolished,0.05750471294288237
abolition,0.19567883154130716
abolitionist,-0.02422221386837577
absolute,0.05394419760674246
absolutely,0.09656404192857747
abuse,0.005935806004119687
accept,-0.003949852899784569
accompanies,-0.019811095731742216
accompaniment,0.041354455563397986
accomplish,0.016865271025586128
accord,-0.029142514347114363
accordingly,0.017633264057124932
account,-0.0030198167728158697
accumulate,0.09236168017922086
accuse,0.015380617113945587
accustom,-0.007830507432528878
acorn,0.00937551777725233
acquaintance,0.03132575269542798
act,0.07382498148224316
action,-0.014467876978375146
actually,0.0066086552765987315
acuteness,0.002599374976036206
adhere,0.016429028941797912
adjacent,0.08148786975210945
admirable,0.020728278172843104
admit,0.010228439417539278
ado,0.01655626491444204
adopt,0.0015152015400826955
advantage,0.020432387558312677
advice,0.020259390668276145
affair,-0.03762161284744935
affect,-0.0028831320508578852
afflict,-0.00797972756491651
afford,0.001187934688154204
afterward,0.02170268816083782
age,0.017843304540196604
agent,0.025619485506932917
aggrieve,0.0165968408027262
ago,-0.002976074745952561
agree,-0.011389943444859357
agriculture,0.09738748404308102
aid,0.02536539712028068
air,0.021617694583008565
alacrity,-0.015580829356461186
alienate,-0.0021341555334163423
alive,0.05665261912191827
allegiance,0.1652012848248448
allow,0.051086368524270655
almost,-0.013933968424455906
almshouses,0.025036217655986355
alone,0.016307974741617378
along,-0.012412852187041348
aloof,0.007754505083279762
already,-0.043551690826874226
also,0.0030754118865988778
alter,0.04081570454775767
alternative,-0.009436714058111481
always,0.10910934180121765
ambassador,0.007812488714793593
amend,0.04831359972183087
america,0.06209852488012002
american,-0.022053154123545964
among,0.006881882755381451
amount,0.007343871821107833
another,0.040924423616718233
answer,0.00371172138111581
anticipate,0.03649847921437407
anxious,-0.014281546370742748
anyone,-0.019314835131615193
anything,0.00039577602803139017
anywhere,-0.0059280749180597074
apartment,0.14771129551555423
appeal,0.039559612895277846
appear,-0.03142822735305147
applaud,0.02503248334261352
applicable,0.02884136759099847
apply,0.018935283443350076
appreciate,0.008544903100549462
apt,0.006645110322568847
arm,0.02114543728773131
army,0.3041568598415383
arrangement,0.01581967899265477
ask,0.0455075444043619
asleep,0.035539078153596255
assert,-0.01904601566979566
assign,0.025239470149943086
associate,0.012784576251773903
association,0.0033132562391162803
assume,-0.009681806057354424
attempt,-0.01447673757153662
attend,0.057355907053233866
auditor,-0.0028177379769382233
authority,0.10874514737078281
avail,-0.008936077166682523
available,0.006973551438055746
avenge,-0.009730763030639905
aware,-0.01878598182673664
away,0.004342908587232136
ay,-0.0010481885346479269
back,0.03803400918963409
backgammon,0.015831717703445217
bad,0.16580829797784705
baltimore,0.01938422942020892
barn,0.18068468868757454
base,0.011554849124987807
basis,0.019976954576600484
bear,0.009330673263490767
beast,0.01674227681900279
become,-0.016676002097300156
becomes,0.006647431341931657
bed,0.08108314325687248
begin,-0.0019483107219988509
beginning,0.007566309357392262
behalf,0.02039485874627905
behave,0.007177902161700718
behind,-0.016370575559417858
behold,0.08554061105696441
behoove,0.01997850868029104
believe,0.00685716291777404
belongs,0.00047663438342030134
bend,-0.011830934122107586
benefactor,0.02460800254901935
benefit,0.003018775117729325
bent,-0.006111290852516837
best,0.10181659202120093
bestow,-0.008532112769540056
bet,0.03175413095109659
better,0.028178311886228328
beyond,-0.0045093084600790435
bias,0.020095568391564546
bible,0.04473696846620334
bid,-0.0012457173682773638
bidding,-0.00973254210010704
bill,0.01904378470278384
birth,0.0038816978689890096
black,0.02856640061327892
blame,0.013336439188168516
bleeds,0.0462336437404098
blood,0.22615929598910484
bloody,0.005425092935732922
blow,0.05356484931072267
blunder,0.003402701049697286
blush,0.0013593583472654306
board,0.004091105867050302
body,0.027238071428998402
bone,0.08300119298261581
bore,-0.016719906264414042
born,-0.0061978633510605214
borne,-0.002173411141516593
bounce,0.008199218727721667
boy,0.050033399694100804
boys,0.014428068680252995
bread,0.17946606943639268
break,0.06858177779206961
breakfast,0.07125561638887155
breathe,0.020096456092971244
bring,0.014746162475280513
broad,-0.013915122506055085
brought,0.02060789879113748
brown,0.05258857637488123
brute,0.167705402882095
build,-0.008892924165625885
burgher,0.010169957577635088
buried,0.08608200529239236
burning,0.03562837562812019
burnt,0.05119100138490361
bury,0.04215454158039524
business,0.0004495627329961726
buy,0.009364134248360518
buys,0.024601801235697145
