token,lisa
dangerous,0.05940342625188583
daresay,-0.04963293974617337
dark,0.4368380352032032
darker,0.11521450811587634
darkest,0.035588226167587396
dawn,0.01825387477658473
day,0.14018602486133727
de,0.011433564840853618
dead,0.02834083109520247
deal,0.09385841220650244
decay,0.045500710533581824
decayed,0.051531812569685496
december,0.04425353671349274
decurrent,0.05207881887163953
deep,-0.05760864141721916
deeper,0.007380221492410808
deeply,-0.005061151042370346
delighted,0.07073727765757994
delightful,0.02243018134347251
dense,0.054049632979210296
dent,0.005280503723215002
descend,0.0028232778905932687
describe,0.011841353767246147
description,0.012604899136954074
deserve,0.07485774786986464
deserves,0.06398225381801147
destroy,0.034998865546969876
die,0.11624155899909207
difference,0.003111977922011719
different,0.08956608610830993
differs,-0.019704757878831122
difficult,0.03113202130888726
difficulty,-0.00670360655056969
dig,0.049002730129450014
dinner,0.03334797809980833
direct,-0.014134589289638195
direction,-0.007820273526207658
directly,0.006371981099745725
disappoint,0.03610240678269247
dishearten,0.02102464615375839
dismal,0.006378245733886105
distance,0.021284411958329634
distinct,-0.00982595755733513
distinguish,0.007732414136508615
disturb,0.12908419139832816
ditch,0.03967065283597768
divide,0.10579060209771204
division,0.009227158100082417
do,0.01933349333594883
dock,0.30972214787192454
dog,-0.02006805856331034
donkey,0.07136344750659146
door,0.5889976275722518
drive,0.32976028490525194
droop,0.03825408780123345
drop,0.12493340920496433
drought,0.01969690891321501
dry,0.16732631415480917
dug,-0.018492879247799226
dust,0.07982162996124122
dusty,0.042060770625845116
dutch,-0.0025054149717048304
dy,-0.016069194199732253
dye,0.09145488442642706
ear,0.44915080041363037
early,0.16003851154066123
ears,-0.0024511023330661273
earth,0.33996913279926316
easily,0.021141083562253908
easy,0.00683320726795117
eat,0.046352094930660837
eaten,0.014762901333554216
eating,0.020133954595402313
edge,0.19857193655034147
effect,0.050049384566231946
eight,0.04765256837640369
eighteen,0.017916105187236714
either,0.004586074269113125
elizabeth,0.050809316122706755
else,0.037864287432150937
elsewhere,0.020024954419587952
enclose,-0.007311039631749564
end,0.12765998277319987
england,0.17154286641817243
english,0.029900270668146604
enjoy,-0.0001629794826485953
enriches,-0.014410903889832771
equal,0.04537840988421119
erect,0.1585080866179418
especially,0.0032596239702853006
even,0.15620600304631657
evenly,0.019342596661405254
ever,0.0633945275562269
evergreen,0.05039441745302052
every,0.12294690862744417
everyone,0.09138161569359202
everything,-0.02526841863010089
exactly,0.07117120093555405
examine,0.0268944590725629
exceedingly,0.026325382134300208
excellent,0.03115887463484514
except,0.00720686740290994
existence,0.03664092356720854
explain,-0.031255690167297574
expose,0.007780130743029072
extends,0.023467638173595762
eye,0.02127775725112315
face,0.023027706875712387
fact,-0.006819640758340758
fade,0.004464932570151018
fairly,0.020741732358855885
fairy,0.09590634796748833
fall,0.16392796162608678
fallen,0.02640956591448516
far,0.11982478570277513
farm,0.7745893764114018
farmer,0.8563864947014381
farmhouse,0.006239524884263418
fast,0.053557807219606846
favourite,0.09362474960235859
feathery,-0.00506439073378356
feed,0.014857102723896006
feel,0.01838932513916379
female,0.005619006330063304
fence,0.05277628516851988
fern,0.1479749477908847
ferns,0.031652382321075465
fertilize,0.01193676277273581
fibrous,0.001300394290914261
field,0.7658499966248097
fiery,0.003600263589270325
fight,0.03753077284473332
find,0.20520539673172192
fine,-0.05671557071093143
finer,0.03158300752807137
finger,0.045946159081452
fire,0.16749529051901108
firm,0.018101118571365222
firmer,0.01948151435356065
first,0.028458800471147662
five,0.19212793144259838
flat,0.11760856508203504
flavour,0.09076129862268001
fleshy,0.06446605780203726
flight,0.011163874619936837
floor,0.012649597826200745
floret,0.21572789965624123
flow,0.02690304387896936
flower,2.477872440235536
flowering,0.02495790432898522
flowerstalk,0.04545079990402611
fluffy,0.03680659681316145
flutter,0.03332128321549023
fodder,0.013720912006253172
fold,0.0037281790087010398
folk,0.10117611178271341
follow,0.008372943080954664
fond,0.06384475380115381
food,-0.0038281701258633706
foot,0.27379196080137447
foreign,0.005289904160499864
forget,0.03841087246411831
forgetmenot,-0.019561739970209865
fork,-0.012592409451936742
form,0.07429846154841077
fortunate,0.04097266020486428
four,0.10821199670492125
fourth,0.04144708945964098
fowl,0.0018822143917434561
fox,0.05737228955073165
foxglove,0.13150180458051353
foxtail,0.3663871206650981
fragrant,0.1668508655053196
free,0.01929503757941916
freely,0.007242053608185047
french,0.004891914810827465
fresh,0.08784375553748924
front,0.1966550627418223
fruit,0.049831328032872886
full,0.04150909255625482
fully,0.05625312859224654
fungi,0.0986524077640833
furze,0.02761731486591079
garden,0.45820131857211055
gardener,0.007760657018915845
gate,0.1907218107499026
gather,0.05807346059538547
gay,0.006070184066438954
generally,-0.003998828240044275
get,0.28749916527072117
give,-0.0041048656427433135
glad,0.09352443270444678
glass,-0.009591141273875335
glorious,0.011781098737134463
glossy,0.13584047095309967
glove,0.09105984549823033
go,0.3513363905103792
golden,0.07322356065716468
good,0.18808930263083437
gooseberry,0.021654875823411017
gorse,0.17592367202009282
got,0.04358457417265321
gradually,0.03608164666927228
granary,0.0847282484307102
grasp,0.017986162229509543
grass,2.025482689057069
grassy,0.0329565657285661
gravel,0.038113231676719844
graze,0.11217114292128318
great,0.06618057399079226
green,0.20539603256649794
grey,0.13190388301857367
greyish,0.02585593834640983
ground,0.10636422184490905
groundsel,0.06462566934718184
grow,0.9391578294181067
growing,0.027880495194265578
grown,0.034511814153267255
grows,0.15324981859557807
guess,0.004420280539090278
hair,0.12174089148424462
hairbells,0.018258542104834023
hairy,0.12704497854455848
half,0.011993568629290024
hammond,0.5829253877709181
hammonds,0.015781900182543045
hand,0.05934545309008976
handful,-0.01080345560980654
handle,-0.00846021553701222
handsome,0.09356125861166406
hang,0.027849163736438295
hanson,0.03773291729894688
happen,0.1761224993801657
hard,0.12383662613022851
hardly,0.03199092550358937
harm,0.0960742492323684
harrow,0.0511143525085405
hawthorn,0.015866236545368593
hay,0.1542014834701133
hayfield,0.10944824435292187
hazel,0.07603876751318898
head,0.009930420821299493
hear,0.060369339426032585
hearty,0.05239347427999693
heath,0.6171541271777099
heather,0.16768053417184303
heavy,0.01575797440852246
hedge,0.055900750485573
hedgebank,0.00010330779835245659
height,0.06095295271520216
hemp,0.06016510522269458
herbage,0.07386053779297581
hidden,0.0012473667626856175
high,0.2025007206727178
hoed,0.010016393278818272
hold,0.02059741996216836
hole,0.23835691956833893
holiday,0.01851655807386653
hollow,0.014853279052877639
home,0.007241758795242612
honey,0.08175739387956542
hook,0.011471220201607707
hop,0.01607079247297152
hope,0.027992556097811393
horse,0.32523119112293014
horsechestnut,0.041185296101344006
horseshoe,0.020731084033040286
hot,-0.013638935842721713
house,0.16862204348034526
houseleek,-0.05146101625253568
however,0.00442897746559206
hundred,0.05153770958999346
hungry,0.05103573469996303
hyde,0.0247347536826277
idea,0.02659733771044529
ii,-0.007030862390245034
iii,-0.030796940399850876
ill,0.019913579680269286
immediately,-0.023061327504297333
immense,0.01703181401248981
important,0.059782643172248635
impossible,0.03155866943445834
improve,0.015201949373032458
inch,0.00301811968560028
include,-0.026305827203667656
increase,0.006101821269746654
indeed,0.07193690908753365
indent,0.028467532950786537
indented,0.07705401135892703
india,-0.010615693107174652
injure,0.09284898478787108
inside,0.05287791803302651
instead,0.03437824690676229
interested,0.004406389944971084
interesting,0.031477743893427224
interval,0.03170171437851891
introduction,0.02301195874715533
ireland,0.0043501011696560855
irregular,0.052477222352401987
ita,0.0078097204106348335
iv,0.02149187695949075
ivy,0.0018607954556069473
ix,0.010075356647820093
join,-0.05341337591840097
joint,0.21935627755155476
joy,-0.01814809056890155
juice,0.059140925155688334
juicy,0.051476718666211264
july,0.016884156132740427
june,-0.02460450641945713
keep,0.05084381747362807
kill,0.04073897693542966
kind,0.10162851102930366
kiss,0.03245840903090134
kitchen,0.002117673338361775
knew,0.010286251540776552
knife,0.04449476606094687
knob,0.0007018393882404581
know,0.43187762573848815
laden,0.013300440203453832
lain,0.021114087683992526
lamb,0.04866020937588082
land,0.031155901965020757
lane,0.052286395911995145
large,0.6077944140879407
last,0.06786540980419825
late,0.042907892185320894
later,0.0823587612485304
laugh,0.05954251092109878
lawn,0.33810660575451523
lead,-0.011625501312510347
leaf,4.332021429978664
leaflet,0.12486874920590743
leanto,0.04935741996372126
least,0.006245420549103499
leather,0.0028450808489208636
leave,-0.33285017544607476
legs,0.013968262691514756
length,0.02201996030179652
less,0.050340173510222436
lessen,0.11984796822274532
let,0.15130403777230236
letter,0.026434705103411126
level,0.02570376316531716
lichens,0.10863223634985796
lie,0.008215802790145015
lift,0.009393785228522826
light,0.02131982752545311
like,-0.09204421190982438
likely,-0.001486409056602216
lilac,0.0314042840496041
ling,0.020676136893264113
lion,0.1758636116913415
lip,0.00938267305777574
little,0.11260728183669533
live,0.057025172242128455
lob,-0.01473295494812283
lobe,0.3565525376351547
lobes,0.04103291893011527
lodge,-0.007403547711519752
loft,0.08878531681314296
london,0.01981898573925859
long,0.20042988787287155
longer,0.012697755772174264
look,0.18176275444261278
lose,0.006564484849974726
love,0.006891057727336113
lovely,0.04916983806518871
low,0.09064195365473196
luck,0.09006467553175437
machine,0.009173136641353477
main,-0.00522473162648447
make,0.16606631423752502
man,0.013948194837934361
many,0.219817278910863
march,-0.014070536859990747
mark,0.07405634381532432
marked,-0.001246116625338503
market,-0.0034780256313961012
mashed,0.008254796727249875
mass,0.09900059913309116
matter,0.02209174133105046
may,-0.0039456629460590895
meadow,0.24401057076504062
meal,0.052239798603502766
mean,-0.004470993980972889
medicine,0.14499567565486177
meet,-0.05125972656589922
men,0.028936332091010396
merely,0.022248629051037458
middle,0.012678330868162186
might,0.10042179339815129
mile,0.14969795018224782
milk,-0.013916383163690484
minute,0.012804573688186898
misfortune,0.08784963184582655
mistake,0.009531047213611341
mistaken,-0.006642727653508318
mixed,0.011349116950692682
moist,0.03445607134657435
moisture,0.02751220401178157
moor,0.04710890454848236
moreover,-0.05372285889010669
morning,0.14644553843544092
mortar,0.17216525387159023
moss,-0.006544696123607671
mosses,0.10010722488228915
mouse,0.020496237202297454
mouth,-0.007489114508338025
mower,0.0013351164085780806
mr,0.7548463891691838
mrs,0.04204822370529135
much,0.04616358651055996
mulberry,0.08698365915904546
mushroom,0.05343681208098389
must,0.0425524065046924
mustard,0.14253001214260544
nag,0.012670725787439862
name,0.3325152926005767
narrow,0.27753319944196586
native,0.032841586643131554
near,-0.035862063561258165
nearly,0.1105993199443359
neatly,0.04608773425520481
necessary,0.01607748272867944
nectar,0.12343609423640278
need,-0.02746629920061429
neighbour,0.09479102627048874
neither,-0.014277294032270165
nettle,0.6959932949829702
never,0.1597747954094235
new,-0.0037417341947634537
next,0.04655511000819251
nice,0.013811189159628987
night,0.1001617659963524
nine,0.043956446230076024
nod,0.015544216308373476
none,-0.06286787616652417
north,0.0246099385233757
notch,0.023865648238895528
nothing,0.052716611845458006
notice,-0.030800213634251485
noticed,0.067540929560869
nowadays,0.031797710406701776
number,0.047398219062442466
numerous,-0.014663789349970015
nut,0.29336603244047105
oak,0.06383386510206786
oaktree,0.06128015415265891
obtain,0.005760717014620969
october,0.016735849852662816
oft,0.00703581549138004
often,0.0945509960197645
oh,0.01058470819240944
oiliness,-0.021728693439811982
oily,-0.006424265762362012
old,0.2529359606425573
one,0.20405183870140278
open,0.3311247354868251
opening,0.04239039146685458
opposite,0.09440468996976044
orchard,-0.0031722872323040638
original,0.02968043446022361
ornament,0.011728566017568894
others,-0.1871859850595962
otherwise,-0.015437226339370995
ought,0.040978360736109665
outer,0.13413419485242217
outside,0.02696580275244528
overhang,0.020406918183583596
pain,0.4170763637394371
paintbrush,0.029016578730921526
pair,0.44428292974966055
pale,0.6086744389505186
palest,0.04508507775162218
palish,0.01839712129390164
pansy,0.13946406771156056
pappus,-0.018300031949881987
parish,0.09330075702935915
park,0.10879207664019763
part,0.031028417387835808
partly,-0.00012381232540894924
pas,0.014884138916003533
pass,0.030945038664985484
pasturage,0.08945893041377523
pat,0.007114013968347513
patch,-0.051526292854166156
patent,0.0330985345480847
patience,0.00939552493948319
pea,-0.016368462383215758
peculiar,-0.008761524598593737
peep,-0.007639818494981854
people,0.1577355021527621
perennial,0.39523056520527394
perfect,0.01523521129212317
perfectly,0.017084783398570388
perhaps,0.2147015654288251
periwinkle,0.1481270467886505
petal,1.807203253793621
pick,0.004266744122185875
piece,0.069491395986688
pimpernel,0.6586014738932525
pincushion,0.024115754827247534
pink,0.4112542760905007
pipe,0.011627445707300765
pity,0.050706963117188336
place,0.011165044353803735
plant,1.6625645929973456
play,-0.01254963956493187
pleasant,0.03543850342031299
please,0.1041979586799702
plentiful,0.010516625737468666
plenty,0.014433925504503866
plot,-0.012470011332562432
plough,0.25543790780812375
ploughed,0.016296195445396622
plume,0.01246338507038273
pocket,0.0010309709811046946
pod,0.12293052908045222
point,0.21529696123781877
pointed,0.007364151650137563
pointthe,0.00532121228867595
poison,0.05294793767090724
pollen,0.18735593949422752
pony,0.013485542583483608
poor,-0.017274683200297177
poppy,1.062520986315384
possible,0.02956238920201114
potato,0.29065725250467855
poultry,0.051152273714960866
powder,0.027079666517716077
prefer,0.02436824505885306
presently,-0.03829898592176158
preserve,-0.0036276330031394547
press,-0.0036961913222566755
pressed,0.011958798980973063
prettiest,-0.018055151875610468
pretty,0.04076988240025684
prevent,0.06513134747584488
prick,0.07540868756642839
prickly,-0.0313419307179389
primrose,0.6168300842966874
produce,0.027938096132365385
prominent,0.011554611072242139
prostrate,0.10894378258734413
proverb,0.0030149629792437407
pull,-0.024751282270260973
pure,-0.022579765664942537
purple,0.3488311373106367
purpose,-0.004050809408785649
put,0.012971511958360073
pyramid,0.024921767816046964
quantity,0.01268139032524495
queen,0.0307516036704369
quick,0.0067004556198366726
quickly,0.05214019792980125
quite,0.06568461917496742
radical,-0.012924041395417314
rain,0.010399731309051816
rare,0.00819337438869525
rarely,0.009705801959268132
rate,-0.003769026862561878
rather,0.05895933467755071
ravenously,0.034450525638221645
reach,0.06423586754542629
ready,0.0178270819892051
real,-0.061591579794661386
really,-0.046544028729581785
reap,-0.001598912871667468
reaper,-0.0028908621182458837
reason,0.07046030434686526
recognise,0.010921252462531185
red,0.5194280653351735
reddish,0.0646090603484448
regular,0.014308759157087975
regularly,-0.019079093617579177
related,0.008295854255433336
relation,0.020349031354433087
relative,-0.006631494563117507
remain,0.005146648708822054
remedy,0.05477711053251041
remember,-0.04255941622947346
remind,-0.03183593273522365
reproduce,0.025438164912513224
resists,0.018219805810096232
revert,0.06555273642214596
rhizome,0.03482796720946158
rib,0.09320244201250766
rich,0.06303573702196173
richer,0.025702288862221714
richest,0.014092890260352597
rick,0.0238832812310638
rickyard,0.051026381425972774
rid,0.2482143010870741
right,0.03976319010244412
ring,0.012106277631576307
ripe,0.05150405099724001
rise,0.02276116181818245
river,0.06251898644713327
road,0.06717441600488823
roadside,0.004003835768253948
rock,0.010850495340914906
roof,0.20156759821501632
root,0.7768237723952218
roota,0.0046222975148765225
roots,0.007371147861733845
rope,0.030387905081508723
rose,-0.017373242223348392
roses,0.025618187869738636
rot,0.026594084168547402
rough,0.04832096896536488
round,0.2755743836234169
rounder,-0.013133512229812842
row,0.009393542976994356
rub,0.05065290684483506
run,0.01581428201815296
rye,-0.014657186879485177
salad,0.03293769010572212
sap,0.012748834770163598
save,0.011655879295212817
saw,0.2176163094563508
say,0.6572044210647573
scabious,0.017407626475437747
scarlet,0.45592856636858087
scatter,0.015978749542684884
scent,0.23315923715667045
scramble,0.0049748407325722645
scratch,0.008671737503786235
scuffle,0.024963383178461217
scythe,0.0150423069345839
sea,0.1426064263460687
search,-0.001965649494463519
season,0.03722125619711804
seat,-0.03511184868934584
second,0.02758407821853234
see,0.15675750823524448
seed,2.2779599249412055
seedpod,-0.036602754988583217
seem,0.047610346885517865
seenot,0.005898059833771349
select,0.005905805660058976
selection,0.012004024761217176
sell,0.01683893957508871
send,0.04635697301984456
sepal,0.30262589452940414
separate,0.040673406792581315
seriously,0.04660192650986466
serrate,0.12436203281626174
serve,-0.011903182373477716
sessile,0.20941167793730273
set,0.029891742106908453
seven,0.10914991467779352
several,-0.09817395883498103
shade,0.09592180526604487
shadow,0.01983421893242202
shady,0.02057902122789375
shake,0.05970117238114645
shaken,0.014070854023362837
shall,0.3443784893451837
shamrock,0.013340303129764175
shape,0.43807534250310975
sharp,0.16124406272240208
sheath,0.0685246349178882
sheep,1.0028076152540932
shelter,0.004486523450775704
shepherd,0.037353239224663985
shin,-0.031300967688111594
shining,0.006378218238720704
shoot,0.07145966016026195
shop,0.044176771176417474
short,0.12750694780646085
shorter,-0.01186231731449559
show,0.024385533101114288
shrubs,0.06781661112910799
shuts,0.007744143174534733
sickle,0.03325689597197205
side,0.5847660705344436
sight,0.01387172900887295
sign,-0.018292546162970443
silkiness,0.04191848561820316
silky,0.09851671637337914
silvery,0.2103349861320214
similar,-0.024682205765957588
simple,-0.019433961208600782
single,-0.018979977124072393
sit,0.027158873751747227
situation,-0.0034554946855879245
six,0.22817558412961497
sixsix,0.001167219705977376
size,-0.003950857507960202
skin,0.05738060166430391
slender,0.11234096165609414
slightly,0.07908588983750017
small,0.6720386717196443
smell,0.02725549122008064
smoke,0.0418943389069775
smooth,0.24632859572823068
smother,0.03851802357744728
soak,0.0013750929781146237
soft,0.17538312871712503
soil,0.2623797027633856
solid,0.0003024959059889733
someone,0.04818536038587005
something,0.004634299144251838
sometimes,0.2292140368714985
somewhat,-0.0015402570204036121
somewhere,-0.022998799867704502
soon,0.15797557466425227
sore,0.0289859346125651
sorrel,0.01053940141862766
sorry,0.05014047945394817
sort,0.0554274697216416
sound,0.013469709179479844
sow,0.35088825030155435
sown,0.05806417743630151
speak,-0.00903357661059192
spend,0.04860213301647829
spent,0.033046075370751826
spike,-0.002332770364587443
spikelet,0.22674982077501712
spikelets,0.05045373549293495
splendid,0.00530910068271362
split,0.03359327537306784
spot,0.03692216361551713
sprang,0.0010525931805939403
spread,0.22753426653200057
spreading,0.042611684125050314
spring,0.0803898412523264
spur,0.22800736145632455
spy,-0.0002940476474707123
square,0.11734496142272524
stable,0.27549411703834825
stalk,1.8363898242760852
stamp,0.02534004103166984
stand,0.00924543339647705
star,0.0067547843823533415
starshaped,0.012723739953166896
steamer,0.04351471882461464
steep,0.06550240485906968
stem,4.465414943159115
stema,0.014549254579725463
step,0.15679562586902818
stick,0.0244018752491215
stiff,0.0292420994986693
still,0.07851943580969112
sting,0.17374992370004358
stock,-0.009211071858259236
stone,0.3764872552440832
stonecrop,-0.017042209787655777
stony,-0.00887000402037421
stout,0.06074182521639376
straggle,0.02608596753585016
straight,0.02887930335988336
stray,0.02936582771585016
streak,0.028615278897785524
stream,0.021431573830844354
street,0.020654042263218736
strewn,-0.006069814520856446
string,0.012993809064870134
strip,0.06389509805675984
stroll,0.006862765772356252
strong,-0.027720247518306464
stubble,-0.009491665777048758
stung,0.07139059033289899
sturdy,0.0050218281772545
succeed,0.014396325301091003
sufficient,-0.0012835679669705037
sugar,0.014112526729356369
suit,-0.0025632615759207523
summer,0.18641845561835363
sunny,0.030577146456408313
support,0.044184920705616866
suppose,0.03893381324304677
sure,0.198444388521278
surely,-0.052333021362196544
surface,0.06015407730763707
sward,0.064687494567304
sweet,0.28824740254932635
sweetscented,-0.013765934451278876
swell,0.0043308864278201395
tail,0.18239766805720944
take,0.10028157440351537
tall,0.1956432769353846
tallet,0.22968140941523596
taste,0.04809400960039052
tea,0.05985719862153761
teach,0.0287352303388749
tear,0.01230564755861411
teeth,0.04792490331272623
tell,0.05304084120715431
tempt,-0.04183338686466162
tenant,0.04516230290862043
tend,0.001787162850204835
tender,0.009026192358271616
terrible,0.03400108916544098
therefore,-0.09312704630628904
thick,0.20152029907666955
thickly,0.0876622766508236
thimble,0.003332569537793698
thin,0.013147069077737342
thing,0.04679640735677725
think,0.48572751459018254
third,-0.009280349563627282
thistle,0.3256323925417066
thorn,0.05016231638354623
thorny,0.02124236102500902
though,-0.09130808544111964
thought,0.09787688202667363
thread,0.26020199914639325
threadlike,-0.030328516064403115
three,0.2783956803817292
thrive,-0.006873167025312442
throw,0.01439963620333695
thus,0.01412690519974858
tib,0.022572626786380532
tight,0.018846964455065392
tightly,-0.0007144002088806382
tile,0.16720319919994428
till,0.0128062071414974
time,0.07472090551230384
timothy,0.7502642860736325
ting,0.016282100359571956
tinge,0.17723788516746802
tint,0.01068578318709087
tiny,0.2043264115735973
toadflax,0.034595955125230615
today,0.12138916141929423
together,-0.07770282958857071
tongue,-0.04029247606809403
tooth,0.056534426086685956
toothed,0.03192310670545269
top,-0.009242041145207242
torn,0.008585418830038051
touch,0.047945095961465234
tough,0.04711260183895112
towards,0.008155077665372632
town,0.036993791639570964
trail,-0.020172193892314262
trailing,0.034846563755369965
trample,0.0337529224036266
traveller,0.05581429317926104
tree,1.0014757871214868
trodden,0.014257227675662095
troublesome,0.04507866689774428
trough,0.037874260629421556
trowel,-0.021869923480657787
true,-0.030848695973806378
trumpet,0.002642113176539497
trunk,0.030866781724793974
truth,0.02408630320456312
try,0.05699088526756547
tube,0.3390879577421527
tufted,0.008639829841451865
turf,0.002878864336809069
turkey,0.022294982644638184
turn,0.05454576405718048
turnip,0.03973358580583528
tussock,0.028246662938735286
twelve,-0.007785445152750701
twenty,-0.026928219265208043
twig,0.21237175965063257
twin,0.0006264451178798311
twine,0.018086200413715087
