input_file,n_groups,n_tests,use_prior,chunk_size,nmi,pk,pk_rdm,wd,wd_rdm
corpora/wiki50_pp/10037144_pp_wostw.txt,7,20,False,184,0.4837692146639596,0.530151843817787418655097614,0.561822125813449023861171367,0.567678958785249457700650759,1
corpora/wiki50_pp/1057453_pp_wostw.txt,6,20,False,184,0.24144881563743695,0.4331325301204819277108433738,0.6536144578313253012048192775,0.4460843373493975903614457834,1
corpora/wiki50_pp/10648433_pp_wostw.txt,3,20,False,184,0.20626598684707317,0.5571038251366120218579234975,0.606557377049180327868852459,0.5767759562841530054644808745,1
corpora/wiki50_pp/1064845_pp_wostw.txt,4,20,False,184,0.5607074723381074,0.3455782312925170068027210882,0.571428571428571428571428571,0.3598639455782312925170068024,1
corpora/wiki50_pp/109461_pp_wostw.txt,3,20,False,184,2.465281808060361e-15,0.240310077519379844961240310,0.75968992248062015503875969,0.240310077519379844961240310,0.999224806201550387596899225
corpora/wiki50_pp/111174_pp_wostw.txt,4,20,False,184,0.4611217043177748,0.309341825902335456475583864,0.7770700636942675159235668795,0.3519108280254777070063694267,1
corpora/wiki50_pp/1198312_pp_wostw.txt,4,20,False,184,0.0882000299443689,0.4840116279069767441860465116,0.5813953488372093023255813955,0.5499999999999999999999999995,1
corpora/wiki50_pp/123319_pp_wostw.txt,5,20,False,184,0.2869426551160855,0.3681451612903225806451612902,0.6532258064516129032258064515,0.4707661290322580645161290320,1
corpora/wiki50_pp/12720971_pp_wostw.txt,3,20,False,184,0.11033770740713425,0.5533333333333333333333333335,0.6,0.606944444444444444444444445,1
corpora/wiki50_pp/1276536_pp_wostw.txt,7,20,False,184,0.419829806447508,0.4150984682713347921225382934,0.725382932166301969365426697,0.4902625820568927789934354486,1
corpora/wiki50_pp/149766_pp_wostw.txt,10,20,False,184,0.5276741274239786,0.512663398692810457516339869,0.5620915032679738562091503275,0.5585784313725490196078431375,1
corpora/wiki50_pp/1928841_pp_wostw.txt,6,20,False,184,0.542821200497894,0.4326717557251908396946564886,0.5557251908396946564885496185,0.4842748091603053435114503817,1
corpora/wiki50_pp/2025011_pp_wostw.txt,8,20,False,184,0.591563559589012,0.4142605633802816901408450705,0.6003521126760563380281690135,0.4663732394366197183098591549,1
corpora/wiki50_pp/2070518_pp_wostw.txt,59,20,False,184,0.7260970848341068,0.4952837624802942722017866526,0.557803468208092485549132948,0.625683131897004729374671571,1
corpora/wiki50_pp/2640796_pp_wostw.txt,6,20,False,184,0.5260566057024966,0.3800480769230769230769230769,0.6875,0.3977163461538461538461538462,1
corpora/wiki50_pp/2651177_pp_wostw.txt,4,20,False,184,0.36593372720374956,0.38475,0.58,0.41325,1
corpora/wiki50_pp/28187_pp_wostw.txt,19,20,False,184,0.594161912270211,0.5194523135033050047214353165,0.540604343720491029272898961,0.688904627006610009442870633,1
corpora/wiki50_pp/2842974_pp_wostw.txt,9,20,False,184,0.3943428007657356,0.4780000000000000000000000000,0.549090909090909090909090909,0.5218181818181818181818181815,1
corpora/wiki50_pp/2917712_pp_wostw.txt,6,20,False,184,0.47201561131148556,0.5253324002799160251924422675,0.545136459062281315605318404,0.6247725682295311406578026595,1
corpora/wiki50_pp/2952485_pp_wostw.txt,6,20,False,184,0.4778060425958778,0.580641183723797780517879162,0.6929716399506781750924784215,0.6064734895191122071516646115,1
corpora/wiki50_pp/31444_pp_wostw.txt,4,20,False,184,0.3284350823559954,0.4798117154811715481171548118,0.6297071129707112970711297075,0.4940376569037656903765690378,1
corpora/wiki50_pp/32431_pp_wostw.txt,22,20,False,184,0.649625088126063,0.4689287445467765390208434319,0.57586039747939893359185652,0.5904023267086766844401357255,1
corpora/wiki50_pp/3275069_pp_wostw.txt,3,20,False,184,0.17849329398200692,0.3073684210526315789473684210,0.7473684210526315789473684205,0.3073684210526315789473684210,1
corpora/wiki50_pp/3384438_pp_wostw.txt,3,20,False,184,0.0,0.3738317757009345794392523360,0.626168224299065420560747663,0.3738317757009345794392523360,1
corpora/wiki50_pp/338825_pp_wostw.txt,37,20,False,184,0.7371425348151724,0.4903791016247212488053520229,0.517999362854412233195285123,0.6227779547626632685568652435,1
corpora/wiki50_pp/3475652_pp_wostw.txt,11,20,False,184,0.6050144943546469,0.4317579505300353356890459364,0.527385159010600706713780919,0.5496908127208480565371024735,1
corpora/wiki50_pp/380143_pp_wostw.txt,6,20,False,184,0.48771249198738936,0.523892405063291139240506329,0.602848101265822784810126582,0.572626582278481012658227848,1
corpora/wiki50_pp/3881783_pp_wostw.txt,3,20,False,184,0.2218435876095731,0.454526748971193415637860082,0.703703703703703703703703703,0.4693415637860082304526748968,1
corpora/wiki50_pp/4074782_pp_wostw.txt,3,20,False,184,6.229580035996484e-16,0.404040404040404040404040404,0.5959595959595959595959595965,0.404040404040404040404040404,1
corpora/wiki50_pp/426889_pp_wostw.txt,6,20,False,184,0.5742531593654715,0.4190909090909090909090909091,0.576623376623376623376623377,0.4875324675324675324675324676,1
corpora/wiki50_pp/44426_pp_wostw.txt,4,20,False,184,0.2619851191270415,0.4594488188976377952755905511,0.5748031496062992125984251975,0.5070866141732283464566929135,1
