input_file,n_groups,chunk_size,nmi,pk,pk_rdm,wd,wd_rdm
corpora/wiki50_pp/10037144_pp_wostw.txt,7,92,0.6404546624874008,0.6898047722342733188720173536,0.5618221258134490238611713666,0.7787418655097613882863340564,1
corpora/wiki50_pp/1057453_pp_wostw.txt,6,92,0.4632287918438317,0.4608433734939759036144578313,0.6536144578313253012048192771,0.7168674698795180722891566265,1
corpora/wiki50_pp/10648433_pp_wostw.txt,3,92,0.47418948721895204,0.7814207650273224043715846995,0.6065573770491803278688524590,0.7814207650273224043715846995,1
corpora/wiki50_pp/1064845_pp_wostw.txt,4,92,0.7544806682311406,0.2857142857142857142857142857,0.5714285714285714285714285714,0.2857142857142857142857142857,1
corpora/wiki50_pp/109461_pp_wostw.txt,3,92,0.14590075868168567,0.4728682170542635658914728682,0.7596899224806201550387596899,0.7131782945736434108527131783,1
corpora/wiki50_pp/111174_pp_wostw.txt,4,92,0.35592137436964966,0.6878980891719745222929936306,0.7770700636942675159235668790,0.7239915074309978768577494692,1
corpora/wiki50_pp/1198312_pp_wostw.txt,4,92,0.542767423339357,0.3430232558139534883720930233,0.5813953488372093023255813953,0.4593023255813953488372093023,1
corpora/wiki50_pp/123319_pp_wostw.txt,5,92,0.5316659614850744,0.6532258064516129032258064516,0.6532258064516129032258064516,1,1
corpora/wiki50_pp/12720971_pp_wostw.txt,3,92,0.5507488512374843,0.5111111111111111111111111111,0.6,0.5111111111111111111111111111,1
corpora/wiki50_pp/1276536_pp_wostw.txt,7,92,0.5513535999512301,0.6214442013129102844638949672,0.7253829321663019693654266958,0.6838074398249452954048140044,1
corpora/wiki50_pp/149766_pp_wostw.txt,10,92,0.7023834788286588,0.6192810457516339869281045752,0.5620915032679738562091503268,0.7581699346405228758169934641,1
corpora/wiki50_pp/1928841_pp_wostw.txt,6,92,0.6131732902331776,0.5725190839694656488549618321,0.5557251908396946564885496183,0.5862595419847328244274809160,1
corpora/wiki50_pp/2025011_pp_wostw.txt,8,92,0.6723624523784312,0.6038732394366197183098591549,0.6003521126760563380281690141,0.7024647887323943661971830986,1
corpora/wiki50_pp/2070518_pp_wostw.txt,59,92,0.8157924725568891,0.5401996847083552285864424593,0.5578034682080924855491329480,0.7795585916973200210194429848,1
corpora/wiki50_pp/2640796_pp_wostw.txt,6,92,0.5719575206180647,0.3990384615384615384615384615,0.6875,0.6033653846153846153846153846,1
corpora/wiki50_pp/2651177_pp_wostw.txt,4,92,0.5427008216273759,0.55,0.58,0.76,1
corpora/wiki50_pp/28187_pp_wostw.txt,19,92,0.7721456641374748,0.5188857412653446647780925401,0.5406043437204910292728989613,0.5878186968838526912181303116,1
corpora/wiki50_pp/2842974_pp_wostw.txt,9,92,0.4728020120398934,0.5527272727272727272727272727,0.5490909090909090909090909091,0.9563636363636363636363636364,1
corpora/wiki50_pp/2917712_pp_wostw.txt,6,92,0.47423820938688976,0.4534639608117564730580825752,0.5451364590622813156053184045,0.8208537438768369489153254024,1
corpora/wiki50_pp/2952485_pp_wostw.txt,6,92,0.650648815071226,0.4722564734895191122071516646,0.6929716399506781750924784217,0.5228113440197287299630086313,1
corpora/wiki50_pp/31444_pp_wostw.txt,4,92,0.5189037663135551,0.6297071129707112970711297071,0.6297071129707112970711297071,0.7343096234309623430962343096,1
corpora/wiki50_pp/32431_pp_wostw.txt,22,92,0.7971789649137279,0.4978187106156083373727581192,0.5758603974793989335918565196,0.5254483761512360639844886088,1
corpora/wiki50_pp/3275069_pp_wostw.txt,3,92,0.3114092403693333,0.5368421052631578947368421053,0.7473684210526315789473684211,0.5368421052631578947368421053,1
corpora/wiki50_pp/3384438_pp_wostw.txt,3,92,0.29153405565244506,0.7663551401869158878504672897,0.6261682242990654205607476636,0.9719626168224299065420560748,1
corpora/wiki50_pp/338825_pp_wostw.txt,37,92,0.8415611491370746,0.5230965275565466709143039184,0.5179993628544122331952851227,0.5606881172347881490920675374,1
corpora/wiki50_pp/3475652_pp_wostw.txt,11,92,0.728621933017533,0.4249116607773851590106007067,0.5273851590106007067137809187,0.4408127208480565371024734982,1
corpora/wiki50_pp/380143_pp_wostw.txt,6,92,0.5762408204418354,0.6598101265822784810126582278,0.6028481012658227848101265823,0.7515822784810126582278481013,1
corpora/wiki50_pp/3881783_pp_wostw.txt,3,92,0.253749064225816,0.6296296296296296296296296296,0.7037037037037037037037037037,0.6296296296296296296296296296,1
corpora/wiki50_pp/4074782_pp_wostw.txt,3,92,0.22385931865385936,0.5252525252525252525252525253,0.5959595959595959595959595960,0.9292929292929292929292929293,1
corpora/wiki50_pp/426889_pp_wostw.txt,6,92,0.6858748968300591,0.4116883116883116883116883117,0.5766233766233766233766233766,0.5168831168831168831168831169,1
corpora/wiki50_pp/44426_pp_wostw.txt,4,92,0.7004712024305617,0.3228346456692913385826771654,0.5748031496062992125984251969,0.3228346456692913385826771654,1
corpora/wiki50_pp/4823815_pp_wostw.txt,4,92,0.7083206195233959,0.4137931034482758620689655172,0.5673981191222570532915360502,0.4137931034482758620689655172,1
corpora/wiki50_pp/5160544_pp_wostw.txt,8,92,0.6397644497616672,0.6755646817248459958932238193,0.6242299794661190965092402464,0.6981519507186858316221765914,1
corpora/wiki50_pp/582816_pp_wostw.txt,6,92,0.5988843906547578,0.5863309352517985611510791367,0.5539568345323741007194244604,0.7553956834532374100719424460,1
corpora/wiki50_pp/599217_pp_wostw.txt,3,92,0.3936818488376783,0.3017241379310344827586206897,0.6918103448275862068965517241,0.5581896551724137931034482759,1
corpora/wiki50_pp/6146176_pp_wostw.txt,8,92,0.5667579991370817,0.4893617021276595744680851064,0.5625531914893617021276595745,0.6238297872340425531914893617,1
corpora/wiki50_pp/6261767_pp_wostw.txt,6,92,0.6116651417154115,0.5727848101265822784810126582,0.5759493670886075949367088608,0.8132911392405063291139240506,1
corpora/wiki50_pp/6540154_pp_wostw.txt,4,91,0.02538874701205398,0.5875,0.5875,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,91,0.6975480595733117,0.4403892944038929440389294404,0.5547445255474452554744525547,0.4403892944038929440389294404,1
corpora/wiki50_pp/7150404_pp_wostw.txt,4,91,0.685249096990467,0.4060402684563758389261744966,0.6812080536912751677852348993,0.4060402684563758389261744966,1
corpora/wiki50_pp/7370490_pp_wostw.txt,3,73,0.023034382334320223,0.6065573770491803278688524590,0.6065573770491803278688524590,1,1
corpora/wiki50_pp/7445232_pp_wostw.txt,3,73,0.2630525741375499,0.6,0.6,1,1
corpora/wiki50_pp/751683_pp_wostw.txt,3,73,0.6733979692124364,0.3307984790874524714828897338,0.5969581749049429657794676806,0.3307984790874524714828897338,1
corpora/wiki50_pp/7674758_pp_wostw.txt,3,73,0.48584948997434624,0.6242038216560509554140127389,0.6305732484076433121019108280,0.6242038216560509554140127389,1
corpora/wiki50_pp/8718322_pp_wostw.txt,13,73,0.6557826553785858,0.5118296529968454258675078864,0.5780757097791798107255520505,0.6356466876971608832807570978,1
corpora/wiki50_pp/910628_pp_wostw.txt,4,73,0.4369131813261067,0.6628175519630484988452655889,0.5819861431870669745958429561,0.6628175519630484988452655889,1
corpora/wiki50_pp/9387798_pp_wostw.txt,7,73,0.7015887485737758,0.4767801857585139318885448916,0.6006191950464396284829721362,0.5557275541795665634674922601,1
corpora/wiki50_pp/961796_pp_wostw.txt,5,73,0.5820365614617061,0.2974559686888454011741682975,0.5567514677103718199608610568,0.5283757338551859099804305284,1
corpora/wiki50_pp/9652769_pp_wostw.txt,4,73,0.7159078139348289,0.3725490196078431372549019608,0.6274509803921568627450980392,0.3725490196078431372549019608,1
corpora/wiki50_pp/988580_pp_wostw.txt,10,73,0.6480764937975783,0.5156438026474127557160048135,0.6371841155234657039711191336,0.7683513838748495788206979543,1
