input_file,n_groups,chunk_size,nmi,pk,pk_rdm,wd,wd_rdm
corpora/cities_pp/c100_pp_wostw.txt,15,292,0.7164727985738212,0.5019511193263503799548161840,0.5368658862189361265146847402,0.5643869377695625385089340727,1
corpora/cities_pp/c10_pp_wostw.txt,11,292,0.6257205732446647,0.6453825857519788918205804749,0.6569920844327176781002638522,0.7693931398416886543535620053,1
corpora/cities_pp/c11_pp_wostw.txt,11,292,0.7125431619532018,0.5416411512553582363747703613,0.6240048989589712186160440906,0.5759338640538885486834047765,1
corpora/cities_pp/c12_pp_wostw.txt,13,292,0.7102245310778303,0.5848003434950622584800343495,0.5996135680549592099613568055,0.6788321167883211678832116788,1
corpora/cities_pp/c13_pp_wostw.txt,13,292,0.7301848150059861,0.5119733924611973392461197339,0.6390243902439024390243902439,0.6053215077605321507760532151,1
corpora/cities_pp/c14_pp_wostw.txt,12,292,0.6880169603556334,0.5477477477477477477477477477,0.5933933933933933933933933934,0.9057057057057057057057057057,1
corpora/cities_pp/c15_pp_wostw.txt,7,292,0.5820155908558452,0.3856041131105398457583547558,0.5775492716366752356469580120,0.7309340188517566409597257926,1
corpora/cities_pp/c16_pp_wostw.txt,16,292,0.8228275902092981,0.4459821428571428571428571429,0.5258928571428571428571428571,0.4698660714285714285714285714,1
corpora/cities_pp/c17_pp_wostw.txt,13,292,0.7478038179246471,0.4294906166219839142091152815,0.5975871313672922252010723861,0.5042895442359249329758713137,1
corpora/cities_pp/c18_pp_wostw.txt,11,292,0.6860568195142627,0.5404992358634742740703005604,0.5894039735099337748344370861,0.6561385634233316352521650535,1
corpora/cities_pp/c19_pp_wostw.txt,11,292,0.7256725565637608,0.5601503759398496240601503759,0.5748746867167919799498746867,0.6287593984962406015037593985,1
corpora/cities_pp/c1_pp_wostw.txt,10,292,0.6973963833139165,0.4280289955125992405937176389,0.6527442181567138419054193994,0.5257162581981360027614773904,1
corpora/cities_pp/c20_pp_wostw.txt,14,292,0.7191868884343527,0.5977900552486187845303867403,0.5550644567219152854511970534,0.7333333333333333333333333333,1
corpora/cities_pp/c21_pp_wostw.txt,10,292,0.4232734025285281,0.6284680337756332931242460796,0.6308805790108564535585042220,0.9975874547647768395657418577,1
corpora/cities_pp/c22_pp_wostw.txt,11,292,0.6684624616216251,0.5899460708782742681047765794,0.6305855161787365177195685670,0.7338212634822804314329738059,1
corpora/cities_pp/c23_pp_wostw.txt,11,292,0.6619480074844338,0.5245973968674167218177807192,0.5753364217957202735495257004,0.6421795720273549525700419148,1
corpora/cities_pp/c24_pp_wostw.txt,7,292,0.3092130770662165,0.6034063260340632603406326034,0.6034063260340632603406326034,1,1
corpora/cities_pp/c25_pp_wostw.txt,11,292,0.6952427154220695,0.5404631176891859632370494151,0.5552637861064693244211028885,0.6600620673191692528049653855,1
corpora/cities_pp/c26_pp_wostw.txt,13,292,0.7230235753823234,0.4911090313523631258773982218,0.5701918577445016378100140384,0.5776789892372484791764155358,1
corpora/cities_pp/c27_pp_wostw.txt,15,292,0.8087218770130046,0.4468818552178000626762770291,0.5227201504230648699467251645,0.6230021936696960200564086493,1
corpora/cities_pp/c28_pp_wostw.txt,15,292,0.7713726790240474,0.5272356539469851441887561899,0.5898630935042237110399067871,0.5747159918438683367317215264,1
corpora/cities_pp/c29_pp_wostw.txt,13,292,0.7014117244302174,0.4785544082605242255758538523,0.5639396346306592533756949960,0.6513105639396346306592533757,1
corpora/cities_pp/c2_pp_wostw.txt,15,292,0.7045492839535933,0.5881507046304285303422490653,0.5585274662064998561978717285,0.8047167098073051481161921196,1
corpora/cities_pp/c30_pp_wostw.txt,13,292,0.7449164217876663,0.4313507504168982768204558088,0.5658699277376320177876598110,0.5382619974059662775616083009,1
corpora/cities_pp/c31_pp_wostw.txt,14,292,0.7942866203809867,0.4205864386072083078802687844,0.6224801466096518020769700672,0.5155772755039706780696395846,1
corpora/cities_pp/c32_pp_wostw.txt,14,292,0.7518629209389224,0.4755962723108513662928447323,0.6152266624545885326172800505,0.7028905386194913915653135366,1
corpora/cities_pp/c33_pp_wostw.txt,14,292,0.7661659847995337,0.5333496812162824914173614517,0.5637567435017165277096615988,0.5738106915154487493869543894,1
corpora/cities_pp/c34_pp_wostw.txt,14,292,0.7162158730767394,0.5670190274841437632135306554,0.5871035940803382663847780127,0.6716701902748414376321353066,1
