dist,exch_opt,exch_range,alpha,beta,kappa,nmi
minus_log,d,3,0.1,0.1,0,0.04008035700889044
minus_log,d,3,0.1,0.1,0.3333333333333333,0.06128064854212697
minus_log,d,3,0.1,0.1,0.6666666666666666,0.06307772621614127
minus_log,d,3,0.1,0.1,1,0.053983685672763404
minus_log,d,3,0.1,1,0,0.05865289359999556
minus_log,d,3,0.1,1,0.3333333333333333,0.08202847218971497
minus_log,d,3,0.1,1,0.6666666666666666,0.0766948497611721
minus_log,d,3,0.1,1,1,0.07145859331310332
minus_log,d,3,0.1,5,0,0.09237412577417312
minus_log,d,3,0.1,5,0.3333333333333333,0.10345449687790743
minus_log,d,3,0.1,5,0.6666666666666666,0.11391362161191793
minus_log,d,3,0.1,5,1,0.1233025909275725
minus_log,d,3,0.1,10,0,0.07927640363896868
minus_log,d,3,0.1,10,0.3333333333333333,0.08382172429404905
minus_log,d,3,0.1,10,0.6666666666666666,0.08762723341012603
minus_log,d,3,0.1,10,1,0.09707410740652567
minus_log,d,3,0.1,50,0,0.051261245861980685
minus_log,d,3,0.1,50,0.3333333333333333,0.051404589741200025
minus_log,d,3,0.1,50,0.6666666666666666,0.05155874151404719
minus_log,d,3,0.1,50,1,0.05260758307983975
minus_log,d,3,0.1,100,0,0.051569590731361296
minus_log,d,3,0.1,100,0.3333333333333333,0.05220994330930236
minus_log,d,3,0.1,100,0.6666666666666666,0.052267463749686195
minus_log,d,3,0.1,100,1,0.05241698828382547
minus_log,d,3,0.1,300,0,0.05394086347738573
minus_log,d,3,0.1,300,0.3333333333333333,0.053812515230644724
minus_log,d,3,0.1,300,0.6666666666666666,0.053788774670608545
minus_log,d,3,0.1,300,1,0.05227570969862883
minus_log,d,3,1,0.1,0,0.05608950248288271
minus_log,d,3,1,0.1,0.3333333333333333,0.05170218998345423
minus_log,d,3,1,0.1,0.6666666666666666,0.04359757660890026
minus_log,d,3,1,0.1,1,0.006143675558033633
minus_log,d,3,1,1,0,0.06777787956860108
minus_log,d,3,1,1,0.3333333333333333,0.06417478694399031
minus_log,d,3,1,1,0.6666666666666666,0.0618146187411204
minus_log,d,3,1,1,1,0.014924647586042648
minus_log,d,3,1,5,0,0.11507798198133806
minus_log,d,3,1,5,0.3333333333333333,0.10434749793171995
minus_log,d,3,1,5,0.6666666666666666,0.09314519167143873
minus_log,d,3,1,5,1,0.031753263972715925
minus_log,d,3,1,10,0,0.12461282253538614
minus_log,d,3,1,10,0.3333333333333333,0.1295372623140166
minus_log,d,3,1,10,0.6666666666666666,0.12587749757136849
minus_log,d,3,1,10,1,0.0487341274766673
minus_log,d,3,1,50,0,0.052913939138863185
minus_log,d,3,1,50,0.3333333333333333,0.05523995307324491
minus_log,d,3,1,50,0.6666666666666666,0.058928252331701694
minus_log,d,3,1,50,1,0.05699403656975381
minus_log,d,3,1,100,0,0.05297625912871599
minus_log,d,3,1,100,0.3333333333333333,0.05291292938200817
minus_log,d,3,1,100,0.6666666666666666,0.054074761017476006
minus_log,d,3,1,100,1,0.05502808931738435
minus_log,d,3,1,300,0,0.053810898889482414
minus_log,d,3,1,300,0.3333333333333333,0.05666476999408748
minus_log,d,3,1,300,0.6666666666666666,0.056671005405987615
minus_log,d,3,1,300,1,0.053869540936889775
minus_log,d,3,2,0.1,0,0.0464912406759862
minus_log,d,3,2,0.1,0.3333333333333333,0.041680802299864116
minus_log,d,3,2,0.1,0.6666666666666666,0.006315591216852264
minus_log,d,3,2,0.1,1,0.006617339214667144
minus_log,d,3,2,1,0,0.06069990609861895
minus_log,d,3,2,1,0.3333333333333333,0.05873212799025333
minus_log,d,3,2,1,0.6666666666666666,0.009378874880657372
minus_log,d,3,2,1,1,0.008776975614053576
minus_log,d,3,2,5,0,0.09820809711200641
minus_log,d,3,2,5,0.3333333333333333,0.0853866236604093
minus_log,d,3,2,5,0.6666666666666666,0.018011591679615763
minus_log,d,3,2,5,1,0.012262691464303373
minus_log,d,3,2,10,0,0.12936409336944973
minus_log,d,3,2,10,0.3333333333333333,0.11597097797259263
minus_log,d,3,2,10,0.6666666666666666,0.05360864621729053
minus_log,d,3,2,10,1,0.019745940046017645
minus_log,d,3,2,50,0,0.056835783850169894
minus_log,d,3,2,50,0.3333333333333333,0.060771332912629115
minus_log,d,3,2,50,0.6666666666666666,0.05200614587768216
minus_log,d,3,2,50,1,0.047468043270287245
minus_log,d,3,2,100,0,0.05374825263693082
minus_log,d,3,2,100,0.3333333333333333,0.053505817318333294
minus_log,d,3,2,100,0.6666666666666666,0.05686715788914572
minus_log,d,3,2,100,1,0.05587917954993563
minus_log,d,3,2,300,0,0.05648035288750468
minus_log,d,3,2,300,0.3333333333333333,0.05617969660267631
minus_log,d,3,2,300,0.6666666666666666,0.052863772330957834
minus_log,d,3,2,300,1,0.05268597633960682
minus_log,d,3,5,0.1,0,9.168968523261143e-05
minus_log,d,3,5,0.1,0.3333333333333333,0.006901729904003983
minus_log,d,3,5,0.1,0.6666666666666666,0.006984774324392602
minus_log,d,3,5,0.1,1,0.010975918397911025
minus_log,d,3,5,1,0,0.0001735357647632734
minus_log,d,3,5,1,0.3333333333333333,0.008635192075912007
minus_log,d,3,5,1,0.6666666666666666,0.008859821813350951
minus_log,d,3,5,1,1,0.0113993192236132
