token,id,G1,G2,G3,G4,G5
animal,1,1.1605601300446787e-05,1.1196211091956752e-33,6.493681883314002e-32,0.9999882247298726,1.6966882696679463e-07
farm,2,0.9999999895719373,5.213859119469376e-38,2.4942008393857344e-36,8.376463136172177e-12,1.0419686297929919e-08
chapter,3,7.203853705556019e-08,1.1025652203107677e-40,1.0542094998561004e-38,3.161808810002106e-12,0.9999999279583011
manor,4,1.7531384329445655e-37,2.6151269815359748e-09,0.999999997384873,9.21674403475969e-38,4.7884237019551915e-39
farm,5,1.2459837557062932e-08,1.0836714079623081e-38,3.201498924407086e-35,5.167379533984758e-12,0.9999999875349951
hen,6,2.0340414130714894e-39,0.9999999833539736,1.664602649930263e-08,8.557030850131366e-38,3.418542169512685e-40
night,7,0.9999996058518226,1.1145312719077298e-34,1.228035489935848e-29,3.305796178783055e-07,6.356855948186483e-08
ring,8,0.9998951498688915,1.1238507195646065e-27,2.433486922258381e-22,5.406219278819596e-07,0.0001043095091806924
light,9,1.0538973501470634e-37,0.9999999731340771,2.686592290536381e-08,2.919749845570841e-34,6.220807350703696e-39
lantern,10,2.0966793205138913e-07,2.3652918483569323e-37,7.64024925685971e-33,5.163923948213346e-06,0.9999946264081198
side,11,0.9999803218870911,1.219373353099507e-30,8.693134297690652e-27,2.3494460729330384e-07,1.9443168301825333e-05
side,12,1.5176620518532162e-09,2.3610896235102893e-33,5.646731189042961e-30,0.99999988857476,1.0990757799388745e-07
yard,13,0.9976216434929002,1.0632280976827879e-28,2.0906795940359666e-25,2.667473778642143e-07,0.0023780897597218474
boot,14,1.0478893244502538e-08,4.859581325416513e-33,2.6893372161342785e-29,0.999999980648943,8.87216363159984e-09
back,15,1.6996716780748988e-08,3.3541405435177274e-31,5.605998312705986e-27,0.9999999804384175,2.5648658191526408e-09
door,16,3.445904516316604e-31,0.9999999883972926,1.1602707404977821e-08,1.839034711408286e-28,7.412640522982544e-30
glass,17,9.510521375063794e-42,8.681776645033042e-11,0.9999999999131822,6.073283823628765e-39,6.341472564355347e-41
beer,18,2.8049495091142564e-40,0.9999999955302173,4.46978265265922e-09,3.0423540204861303e-37,6.666191937717274e-40
barrel,19,2.3883702693152807e-41,5.389375391022341e-10,0.9999999994610624,3.2576087255687675e-38,3.971775210781593e-41
scullery,20,2.7649380688749628e-08,1.8515400204869534e-30,3.470460127156133e-27,1.1668949840009758e-09,0.9999999711837243
way,21,0.9999993112405634,4.320649477640388e-33,5.8974660315498185e-30,6.470337419488355e-07,4.172569473250688e-08
bed,22,3.372405363058597e-08,2.4501186204966352e-30,5.374612635499754e-27,0.9999993260061381,6.402698083699334e-07
light,23,1.3867865124911083e-38,0.999999999672371,3.276290694271318e-10,8.819305406792722e-38,2.0522538162430093e-40
bedroom,24,2.887974079627822e-35,3.1740710753387084e-09,0.999999996825929,5.659236630538914e-35,8.635086812998991e-38
stirring,25,2.086628585969152e-06,3.2582015964773377e-25,7.671386393615354e-23,0.999837497914652,0.00016041545676197589
farm,26,5.836356831351476e-07,1.984141139903061e-36,5.7947263266600275e-34,5.334369871680262e-10,0.9999994158308799
building,27,2.189133089314728e-27,7.238613536443888e-10,0.9999999992761386,1.0598811863389344e-25,8.592853521413641e-30
word,28,0.9994261115604126,2.1647095714840952e-26,6.954445092875148e-22,2.4794780532859362e-08,0.0005738636448069099
day,29,2.290380422596771e-30,0.9999998101042941,1.8989570591550554e-07,5.69993641574724e-28,2.1678622463328014e-31
major,30,2.0103874259494337e-23,0.99999962052704,3.79472960067371e-07,1.568773780830852e-21,2.676661292171541e-24
prize,31,0.9999965526093447,3.872721270530457e-34,6.230172016396192e-29,3.4433314524473358e-06,4.059202924930554e-09
dream,32,7.355114262381762e-07,6.102399466158432e-33,7.463069677578718e-29,1.2066888117124114e-06,0.999998057799762
night,33,1.9788515985688586e-06,1.866587366365664e-36,1.9568249053155244e-33,5.361127878496147e-09,0.9999980157872735
animal,34,0.9999999975686498,6.174993171265027e-35,1.2297589108811698e-32,2.303545431993287e-09,1.2780485377380856e-10
barn,35,4.522013658721712e-05,9.421200590823697e-35,3.299986076515253e-33,1.4916434127227472e-05,0.9999398634292855
way,36,2.1847248789977073e-05,3.1684958423504924e-34,3.403767543059716e-33,1.6653741123738865e-07,0.9999779862137989
major,37,1.021289828983203e-23,1.6516870505759936e-07,0.9999998348312948,9.255327370128051e-23,7.881423362037493e-27
name,38,7.97637239055628e-08,4.323066541144551e-27,2.00060503062009e-26,0.9997003091599426,0.0002996110763336356
beauty,39,0.9945094186341448,3.117680165435297e-28,3.847661656850001e-27,9.563025892471107e-08,0.00549048573559629
farm,40,0.9999984384104287,3.732964177535411e-35,1.1633273369933623e-33,7.01948200165785e-07,8.596413711394463e-07
hour,41,1.4498335508070608e-38,5.091871432141221e-09,0.9999999949081285,1.970424250959801e-34,1.264169445690495e-37
sleep,42,3.1775624071105424e-09,1.8987094021625646e-32,3.77361924383742e-29,4.716119812544012e-10,0.9999999963508255
order,43,8.031062813207168e-33,0.9999999976484547,2.3515453309196605e-09,1.5368683563204278e-29,6.71168662777536e-31
end,44,1.734591261867595e-06,9.734898503932224e-31,3.580805509576974e-26,0.9999982598416873,5.56705078582996e-09
barn,45,0.9999962628068826,1.3598876312386566e-34,4.5542587864166986e-30,2.9517821163936715e-06,7.854110010106296e-07
platform,46,1.4158055436249421e-08,2.041989890727517e-33,4.5400260266176984e-29,1.7312959559221962e-08,0.999999968528985
major,47,1.280316014821109e-22,0.9999999951697262,4.830273833254509e-09,5.757294533287009e-23,2.4416173203691308e-24
bed,48,4.178227370434338e-06,7.301198714994049e-30,1.4681194410151607e-26,0.9999948574544858,9.643181437332539e-07
straw,49,5.225113126032866e-38,4.830720667137539e-09,0.9999999951692793,1.291102604251577e-38,8.770126284725725e-42
