token,id,G1,G2,G3,G4,G5
chapter,1,1.0239057929192393e-05,7.57434409607822e-11,3.567393217346795e-06,7.004954884842456e-10,0.9999861927726145
midst,2,1.2081796246672044e-06,0.9999074367220904,9.063036682483893e-05,7.246640435018897e-07,6.741658596825582e-11
prairie,3,3.592123454999728e-08,1.4752109109691877e-08,6.504994961208268e-06,0.9999934443283411,3.3539413360900873e-12
uncle,4,1.7029578444112288e-06,1.2883927660137328e-11,2.954349777587373e-05,7.741696083818843e-11,0.9999687534540788
henry,5,6.4671487606289916e-06,0.998481208713727,0.0015062140747980689,6.107549152841465e-06,2.5135613748630927e-09
farmer,6,3.394725079646942e-10,3.127443936803092e-10,0.9999999501916217,2.9243038552487694e-09,4.623185759267738e-08
aunt,7,0.9999681119791288,4.904939238755659e-08,1.4401024651585232e-08,4.616535886675463e-07,3.136291686524243e-05
em,8,0.9999053943826027,3.0763889361353045e-13,9.459763667127889e-05,2.5135445287728754e-12,7.97790464344205e-09
farmer,9,1.8575373443630604e-11,2.423879333570154e-11,0.9999999739886732,3.1906829558948703e-10,2.5649444357827685e-08
wife,10,4.576232326561187e-07,0.016671590278075857,0.9833268998906837,1.0467568745163188e-06,5.451133344868775e-09
house,11,0.0164954446588121,0.07561069453064505,1.3425784245799775e-07,0.9076199855400783,0.0002737410126220487
lumber,12,5.4792606272354425e-12,4.1389155288799094e-08,0.999999742570578,1.042894996846584e-07,1.1174528787842524e-07
wagon,13,0.23878895729888458,3.903092801592746e-08,2.804417154277779e-10,2.8839631356399814e-07,0.7612107149934321
mile,14,0.9629201120072618,1.8998017899186998e-10,0.03707978416311472,7.810151791571831e-10,1.0285862824376358e-07
wall,15,6.870909348303924e-08,0.6855777636884748,0.31442204129733525,8.515679560603674e-08,4.114830113184384e-08
floor,16,4.2606954258038844e-08,1.2362276317537715e-07,0.17898520416262798,0.8210146094962814,2.0111373177990855e-08
roof,17,0.9113828540902105,0.00015094698187137224,2.0386869252860475e-08,8.951701358012973e-05,0.08837666152746883
room,18,1.0438822005047621e-09,3.539327843051674e-13,3.068123010443655e-06,1.6631772591846007e-13,0.9999969308325871
room,19,0.9999581296863781,9.78857897954028e-12,4.167723899507328e-05,5.1836568658755326e-12,1.9305965458106058e-07
cooking,20,0.988945005909395,1.7549620494079747e-08,0.011054949387287894,1.1699751249375103e-08,1.545394535997894e-08
