token,id,G1,G2,G3,G4,G5
lived,1,0.014090437852238912,9.368422754382488e-06,7.150222073495086e-07,5.1004050585525875e-05,0.9858484746522138
wa,2,5.578703357343654e-14,1.6420312475688806e-11,2.3995283552197926e-12,0.9999377777766284,6.222220449589225e-05
wa,3,3.66537388931916e-20,3.866559591568342e-18,1.4849498151104065e-18,1.0761337314181142e-13,0.9999999999998924
wa,4,1.1580833447005334e-14,6.011639425386132e-13,3.694628861026797e-13,0.9999974417815619,2.5582174559076913e-06
build,5,0.0007394693238232368,0.9893318673272742,0.001825045701609249,1.0093483337802064e-06,0.008102608298959497
had,6,0.9997284740574747,1.4461411379455345e-06,1.523684262635909e-06,9.012569528270898e-06,0.000259543547596398
be,7,1.8587251033332316e-11,4.536282388813533e-09,7.227308587491426e-08,1.36688178660816e-08,0.9999999095032267
carried,8,2.469121015914781e-10,0.9999999992122831,8.887009133808002e-11,1.1909519908605536e-10,3.3283931919479476e-10
were,9,1.6965899900644631e-06,0.9999975340637778,1.6231577831584877e-12,7.693090493734407e-07,3.555956136432095e-11
made,10,0.9999986151438854,7.651794232755276e-07,4.771149288784586e-07,8.648111476130072e-09,1.3391365110472474e-07
contained,11,0.00024634950122997526,1.3308911584944122e-08,7.356736112231814e-09,3.95948519599764e-05,0.9997140349811623
looking,12,1.3378617550259777e-06,0.9972086656436828,0.002434815960462284,0.0003370433027861679,1.813723131355611e-05
had,13,1.8850813930460363e-08,0.9999996034202044,9.863211592779448e-09,1.1762303318443182e-10,3.6774814696822424e-07
wa,14,5.615602031827961e-11,2.674417960017991e-10,1.6278412837633718e-10,0.9999890523922449,1.0947121373029991e-05
dug,15,0.9999668869023051,1.155737425316603e-05,2.039287091388927e-05,5.49862416948288e-07,6.129901108685386e-07
called,16,0.019754549890741917,0.10352527424646321,0.2430051434334234,6.786888280759811e-07,0.6337143537405435
go,17,0.0001037031575923465,0.003921788342674473,2.622704561643256e-08,0.9959676370251778,6.84524750990765e-06
arose,18,0.9958367562041934,1.880369214679459e-05,0.0004542728569673521,0.0005959375452195601,0.0030942297014728377
crush,19,0.0037504097254776234,0.8841104210057114,0.1110637729738653,1.261735309892448e-07,0.0010752701214147326
wa,20,3.867549893580935e-12,2.4267558141022434e-10,5.881558604810162e-11,0.9999972023930079,2.7973016333600383e-06
reached,21,1.951092658049786e-10,0.9999999990600873,5.725131347381212e-10,5.997312203851706e-11,1.1231723135911987e-10
led,22,0.999993792891014,6.049132028700936e-06,1.5797155902431243e-07,2.881187176678554e-12,2.5169902692681383e-12
stood,23,0.9998530746390246,0.00014688071533778857,3.3936034957410755e-08,6.013639682697521e-11,1.0649466277209849e-08
looked,24,0.9975158098654002,1.0578235089042598e-06,0.002483130354656442,1.9403704398556668e-09,1.6063923801091178e-11
see,25,1.2664465734776685e-06,4.2307205613069593e-05,2.5404127638351582e-08,0.9995616130364335,0.00039478790725237746
broke,26,1.0444343870764607e-10,0.9999999998867217,8.83474818892016e-12,1.3451410253850575e-18,2.868491602040681e-20
reached,27,0.9999885158693668,1.1303142693716836e-05,1.7923406672770586e-07,1.1742301432488308e-09,5.796426771300475e-10
had,28,1.0869839118656462e-10,0.9999999996834728,1.2425985239791757e-10,3.474492204710746e-13,8.322153490140863e-11
baked,29,0.7654157740222005,0.0004424242990261399,0.011757246835348685,0.028152537266664175,0.19423201757676037
plowed,30,0.9984247480958639,0.0015736197816369427,1.5624861154965925e-06,8.502987254276646e-09,6.113339646109482e-08
running,31,0.5119120534420325,0.06659654415711927,2.7117844901348043e-06,0.0015736821552886726,0.4199150084610695
wa,32,1.1187927842602468e-10,2.318379492585134e-07,2.7893053533512405e-10,0.9998869141839247,0.00011285358731617504
had,33,3.855516266424385e-11,0.9999999854475888,7.001310374072813e-11,6.431416772616884e-13,1.4443199658531214e-08
burned,34,0.9973294833535873,0.0016944961169531461,1.05871435879538e-06,6.055889775901321e-07,0.0009743562261232321
were,35,3.015203355118162e-07,2.2906276707609804e-07,6.854401663031111e-13,3.4063243027323066e-08,0.999999435352969
be,36,2.13315653822038e-08,0.0005095880078976126,5.5458579815081354e-05,0.9994349013420989,3.0738623078289856e-08
seen,37,0.6198040377698717,7.848092902249453e-05,0.0034029139896068453,0.0019926451164248827,0.37472192219507405
had,38,2.0266514722653009e-10,0.999999997703915,9.26718403100464e-11,1.183632060783125e-12,1.9995642653579706e-09
been,39,9.075205442970087e-05,2.4204716829427645e-08,6.588949370057214e-10,4.279046084688744e-06,0.9999049440358738
painted,40,0.999988251401533,1.065585071225132e-06,1.1232315550276574e-08,3.6422274574571455e-09,1.0668138852961328e-05
blistered,41,1.3966160487812704e-07,0.9998653577977752,3.11333324499501e-06,5.807228177413174e-06,0.00012558197919748787
washed,42,1.127129543270833e-08,0.9999949108899335,7.643348888663789e-09,3.0814708260714976e-08,5.039380713982793e-06
wa,43,2.5400895903893288e-09,3.332131516525894e-11,8.334818801651592e-11,0.9997936752683264,0.00020632207491458744
came,44,2.13802912019581e-06,0.9999978477791377,1.2721363075346375e-08,4.2981893624818234e-11,1.4273973377704052e-09
live,45,4.341748583356392e-05,1.5947202676028275e-05,0.0001364501256947121,0.999804184283076,9.02719627102051e-10
wa,46,3.299204450745809e-16,1.4397404798843473e-16,7.166070579050114e-17,3.312141494291137e-13,0.9999999999996683
had,47,1.0815619392250305e-08,0.9999999321980163,2.53606140422129e-09,3.33480596904768e-10,5.411682238420747e-08
changed,48,0.9999877049054782,1.5214837218863277e-07,1.1741850192664674e-05,3.933845105289984e-07,7.711446420325815e-09
had,49,0.9999889336215286,1.085643860755408e-05,6.121475798953837e-08,1.8326842783526956e-09,1.4689242159082492e-07
taken,50,1.7199155758534335e-10,0.999999995286035,3.949170137452432e-09,4.794061460378463e-10,1.1339698403618946e-10
