input_file,label_ratio,sim_tag,n_groups,n_tests,dist_option,exch_mat_opt,exch_range,alpha,beta,kappa,mean_nmi
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0.25,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0.5,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0.75,0.00223649340020832
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,1,0.02932493382888693
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0.25,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0.5,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0.75,0.001799157246554535
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,1,0.0329519504814759
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0,0.010554635055373391
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0.25,0.012620851210357633
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0.5,0.014825829664537288
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0.75,0.02422556746567714
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,1,0.04740702097716534
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0,0.026471200183081654
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0.25,0.024950536063663018
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0.5,0.026675289805927836
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0.75,0.033381276230862025
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,1,0.06852239464363924
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0,0.027999153403354595
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0.25,0.02631525336598241
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0.5,0.028416584990989452
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0.75,0.028002153354108036
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,1,0.03145720990703338
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0.25,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0.5,0.031232322403925067
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0.75,0.03710124291177094
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,1,0.047506547830088404
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0.25,0.0
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0.5,0.03331119642204427
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0.75,0.03275091292414331
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,1,0.06286866244148995
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0,0.011964992437025283
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0.25,0.020767677860689344
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0.5,0.03684397539044495
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0.75,0.08598825310320105
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,1,0.11789155265425275
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0,0.029382988199847193
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0.25,0.02844564790240825
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0.5,0.03440035190383498
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0.75,0.08855954282381162
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,1,0.1316053382889152
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0,0.027540480456585265
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0.25,0.028356927620520663
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0.5,0.02877518633824634
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0.75,0.032784117670951685
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,1,0.05408754630470264
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0,0.026066151576100892
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0.25,0.03596543067478086
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0.5,0.0528987614925145
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0.75,0.03835294964382198
corpora/61320_199211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,1,0.0334440598824247
