token,id,G1,G2,G3,G4,G5
be,1,5.7622827561729065e-56,8.220519134014195e-22,2.0787355626330973e-15,1.0605199654187107e-30,0.9999999999999979
see,2,8.072407306109999e-38,2.559117276310697e-08,1.3523134748177074e-10,0.9999999742663186,7.277222485291243e-12
be,3,3.480343675943953e-57,1.0,1.781252876485389e-17,2.9895647103479896e-31,1.3352207055258703e-25
press,4,2.20384698797937e-44,1.034566059819122e-28,1.0,2.1786851976519455e-20,3.2952438866568815e-28
find,5,1.813040071505035e-39,1.5344341173393692e-25,0.9999999999999873,1.2760237658673906e-14,9.271097888642516e-25
laugh,6,3.834885980626896e-49,3.4132614902048924e-35,1.0,1.1185349219646553e-23,7.900015192490227e-35
know,7,1.3257090343487278e-44,1.656360192252465e-31,1.0,1.1066882438966972e-18,1.1932871009312188e-31
laugh,8,1.75663580403631e-50,5.309382407458362e-37,1.0,3.6421074142697313e-25,1.7012085167617235e-37
see,9,5.0031244081524964e-39,5.4157272144387747e-17,4.056584518296156e-11,0.999999999959434,1.0960619314784002e-17
saw,10,3.5880287220696095e-42,1.5346534559686403e-29,1.0,9.218952972048148e-17,2.779496838453618e-30
look,11,8.709131899284348e-40,1.5569664664025904e-17,3.883841917793648e-25,1.0,2.476942222808528e-18
run,12,8.473935228557748e-52,2.2356821731934137e-38,1.0,1.1106579777936405e-26,3.703728358410993e-39
get,13,1.2418656805223325e-51,3.27512200196082e-38,1.0,1.9029333327782134e-25,5.3997873341250065e-39
follow,14,3.2775567953604993e-28,8.532683131901506e-15,8.513815009910505e-11,0.9999999999148519,1.4251213536998558e-15
felt,15,2.373924503165127e-34,1.0018148801883968e-21,0.9999999994710794,5.28920664054144e-10,1.6838609090632084e-22
felt,16,4.264523131880422e-34,1.7996554199156296e-21,0.9999999988889343,1.1110657710688085e-09,3.0869438020951656e-22
see,17,3.255695934512591e-39,3.390804709704496e-17,6.024278406827854e-12,0.9999999999939757,5.843435862188941e-18
happen,18,5.27778763281468e-50,1.3916869052085978e-36,1.0,1.5445623494355062e-24,3.0734572885192015e-37
