token,id,G1,G2,G3,G4,G5
had,1,4.839099680102459e-07,8.363648407038294e-38,0.9999995121194873,2.4310088745223763e-09,1.5395358093911485e-09
locked,2,0.0007712729996822974,3.802378291000304e-30,4.387112738646843e-08,8.596493276944468e-06,0.9992200866359133
wa,3,8.003592609669921e-22,0.9999999999999998,1.393171918294225e-24,2.9547499401361625e-16,2.2290809402097273e-17
remember,4,1.3353346381388188e-11,3.0810397329078677e-21,1.6690162885470965e-13,0.9999999757192596,2.4267220150370472e-08
shut,5,4.964529234045315e-07,1.7255236832969765e-22,1.1935748356896376e-12,1.0936113983974518e-08,0.9999994926097691
dancing,6,4.805716282201182e-08,1.7353934340567605e-25,3.240048510851021e-11,0.9999944591093199,5.492801116606672e-06
lurched,7,2.889021268245154e-06,1.0339772851356345e-62,1.010321205766489e-12,9.083292138217737e-10,0.9999971100693922
kicked,8,0.28831735866371294,2.0114213290728424e-16,2.9587839284612e-09,0.686448296159265,0.025234342218238
drew,9,0.9999832079976818,5.221440481950686e-29,1.816687234805985e-07,1.5690861203880416e-05,9.19472390855906e-07
made,10,6.927114600128819e-10,3.9798849229894305e-27,3.3775087444207637e-08,0.0001325447489064306,0.9998674207832947
wa,11,5.589988037448303e-23,1.0,8.414680177161364e-26,4.758901271067736e-19,5.2152745412813265e-18
went,12,0.9999999110826373,3.613328705352602e-26,8.018599555888753e-11,6.092385818980172e-08,2.7913318548454656e-08
wa,13,9.113172146496669e-23,1.0,2.5495701020588163e-25,1.1602093603303617e-18,9.216003095104775e-19
fluttering,14,1.5398472849617706e-08,3.226001128956511e-27,2.9900233505973413e-12,1.0915519620694583e-05,0.9999890690789165
had,15,2.394449690380621e-09,2.0658534429887614e-40,0.9999999975902404,1.7490200638182767e-12,1.3560710983758808e-11
gone,16,0.0001888836386031352,7.726322806707169e-25,0.0038352788148734366,0.964120703453118,0.03185513409340547
had,17,0.999999997419757,2.6203423689702165e-41,2.5574152949232536e-09,3.224533607462617e-12,1.9603198014133247e-11
had,18,0.9999999934925022,1.421454777242727e-41,6.489262208318897e-09,3.968479962487558e-12,1.4267120987166301e-11
wished,19,1.1626040050838202e-06,1.971144358742824e-26,0.8119348075467492,0.014506319369142184,0.17355771048010357
communicate,20,6.869452789346384e-05,4.48266017201621e-23,0.00051642048474825,0.0003012386457118732,0.9991136463416463
had,21,0.9999999999220472,1.0789514523369767e-41,7.062708616549652e-11,1.4828758282506401e-12,5.84274957658253e-12
been,22,6.566326557268073e-13,1.5682560365428027e-35,0.9999999999979886,1.3045967223846504e-12,5.0185648396706865e-14
agreed,23,4.385552446961536e-06,3.776187501444074e-25,1.1841486818825267e-07,2.8842773697966787e-05,0.9999666532589869
meet,24,0.002687878030297837,1.1068667815490122e-17,5.848507530381751e-06,0.9973026522442572,3.62121791475537e-06
wa,25,6.242729720030808e-23,1.0,4.17271136331879e-26,2.796778965605747e-20,3.7809430968920065e-19
wa,26,3.9858441485224216e-23,1.0,1.7726754890775377e-26,1.7808914518668163e-20,3.109140446199806e-19
called,27,0.0011019632564205483,1.296696405162867e-12,1.8529330437539113e-08,0.9988732716573719,2.4746555580406814e-05
had,28,4.126098895048208e-07,1.171565769771585e-36,0.9999995801191912,1.948245689819183e-11,7.251436908010774e-09
been,29,2.141272174363302e-11,6.748300465033643e-31,0.9999999998739326,7.57792034777942e-11,2.8875417336863833e-11
exhibited,30,0.9985745540675982,2.2940133161927296e-18,4.258025049856384e-07,0.0014061893651784656,1.8830764718304733e-05
wa,31,8.690468601546056e-25,1.0,2.7291110427870694e-27,2.486269750695368e-20,6.430490131210588e-21
wa,32,7.856057250839211e-26,1.0,8.017145415118485e-28,2.5731957986865215e-20,1.5293620643224846e-21
regarded,33,0.00014190352843562233,1.5903416879105163e-17,8.619774302398162e-07,3.250145440956597e-05,0.9998247330397246
wa,34,7.377435157180573e-25,1.0,9.151597150880939e-27,1.6094603470756683e-18,4.285039879053452e-20
lose,35,5.590326761881928e-07,4.210393141604838e-23,2.2634627316182056e-11,4.500805738121923e-06,0.9999949401389511
hear,36,5.419039937385752e-11,2.277610100669543e-24,1.6665568595799034e-13,0.9999999760302044,2.3915438485111793e-08
had,37,2.4961883191753834e-08,4.202502408215219e-38,0.999999945691083,1.4733585812200238e-09,2.7873675272803522e-08
say,38,2.734704100459716e-10,7.3955429613255e-20,3.730470034177978e-12,0.9999999797689192,1.9953879892557103e-08
raised,39,0.25065093807332167,3.425631412538559e-38,1.3541765801863413e-05,5.796344215118056e-08,0.7493354621974344
wa,40,2.6342777221292226e-23,1.0,2.400462420694945e-25,4.2832459056276065e-17,3.951597550213559e-18
ensconced,41,0.00016475641699271958,7.962149771843212e-29,4.195657681477826e-10,7.821812872662733e-08,0.9998351649453129
hung,42,0.00026017329034834887,4.460718762143243e-17,8.190035855605128e-08,0.9997382774031642,1.4674061286522396e-06
wa,43,2.960541399307554e-23,1.0,1.4472956646134973e-25,1.2077602335037562e-18,2.8136534465431686e-19
had,44,1.0765170747730102e-08,3.788309390190313e-37,0.9999999889409624,2.6888664013573004e-11,2.669780643710392e-10
grown,45,0.9732016028213306,2.4278077782272664e-19,1.8001617000647859e-06,0.00010512750091935803,0.026691469516049993
wa,46,1.4861008528326936e-21,1.0,1.9508022359283663e-23,1.9777471111425537e-18,7.16852873002975e-19
had,47,1.889906510283152e-09,6.6975838995457716e-40,0.999999998095219,5.055813866256843e-13,1.436883633469244e-11
been,48,0.9999993328483378,3.851713326563717e-30,5.236908346491214e-07,1.2679345460918064e-07,1.6667372896085458e-08
cut,49,0.01745118206096366,4.346577560751836e-22,8.520448056278709e-06,0.982525068997175,1.5228493805081519e-05
began,50,2.5947550103329483e-05,3.6972938189360695e-25,1.1348440328282515e-07,1.5281090585027567e-06,0.9999724108564348
arrive,51,4.867841967004345e-07,1.2751111464092294e-36,2.345071665476353e-13,3.827242049652422e-08,0.9999994749431482
make,52,3.0998862650630125e-05,8.356630904489127e-28,4.071639211670049e-07,0.9999679331575123,6.608159157797646e-07
came,53,8.495702742208318e-08,1.165476783187425e-32,7.4368829540757345e-09,1.4769997673279874e-05,0.9999851376084163
settled,54,0.9999801854779569,4.931797287558943e-29,1.9911809913519235e-08,1.899643807568518e-05,7.981721575547214e-07
perched,55,1.1108704292786992e-07,6.8291886609711556e-49,4.284774440609177e-12,2.161911931330924e-08,0.999999867289553
fluttered,56,0.000838503054056162,2.7811499388455447e-43,2.1062645364777384e-07,0.9991035413994165,5.7744920073664285e-05
lay,57,0.00010370369790762791,3.653383592822352e-29,6.184678669537582e-07,0.9998851671456446,1.0510688580886525e-05
began,58,1.9115332777509691e-07,1.077727683275364e-26,3.788380775201671e-10,4.839452583859492e-07,0.9999993245225758
chew,59,2.2568431293214186e-07,5.873335919398846e-16,6.099199974748377e-09,2.0683856430396594e-06,0.9999976998308434
came,60,0.9997910773728529,3.738903344027322e-32,1.1372888965808929e-08,0.00020455647061851326,4.35478363966547e-06
walking,61,1.0966594258211611e-10,5.625231816795238e-21,1.2511687804028525e-12,0.9999997574297537,2.4245932927016213e-07
setting,62,2.7520446617550653e-07,6.259408656321905e-21,5.552902094711566e-10,1.6084391640603038e-06,0.9999981158010796
be,63,8.315575713540484e-09,8.59994685978474e-27,0.9999712113556946,6.318381737241857e-06,2.2461946992488283e-05
concealed,64,1.645531574787149e-05,2.1587176734934316e-45,5.193505973231502e-07,0.9999828929118499,1.324218048649977e-07
wa,65,1.5079765352059928e-22,0.9999999999999999,1.5730317707375862e-24,1.7395911869102676e-16,1.1954467550377722e-17
approaching,66,0.00030157090139259953,2.8291297511986507e-23,1.934531319542006e-08,1.0256280578989395e-06,0.9996973841252363
had,67,1.3344022458188759e-08,1.1161284560051709e-37,0.9999999856790307,8.957489421557396e-11,8.873720165392239e-10
got,68,0.9999924750966225,2.0260181352676908e-30,1.5272621922139477e-09,7.1818632030221925e-06,3.4151291206352e-07
wa,69,8.171804568345273e-23,1.0,1.9925563189016876e-25,2.2727941788347012e-19,5.025385192719491e-19
put,70,3.89219530342696e-10,6.104762113019896e-31,5.756032176987584e-10,0.00011846433807317637,0.9998815346971042
gave,71,0.9999504320349771,2.1085476407893692e-19,2.30431242315438e-08,4.8259012727738995e-05,1.2859091707950728e-06
wa,72,4.616129058188319e-25,1.0,1.1912755102519105e-27,1.993854981163992e-21,2.5949668664079243e-20
wa,73,4.452583235251391e-25,1.0,9.101385026704577e-28,2.0366104117243394e-21,2.3329624713970918e-20
respected,74,0.013240898818876523,2.423020817669732e-18,8.556271899010076e-06,0.9867293306040388,2.121430518565236e-05
came,75,4.262639011613702e-07,1.2410016191399332e-26,7.360264010400664e-08,3.2411963191192615e-05,0.9999670881702676
wa,76,9.30477999287906e-24,1.0,1.557677298497054e-26,2.1595043212988825e-19,2.352949179576338e-19
talked,77,3.2981817454253466e-05,8.427603731417058e-29,3.798981871454239e-09,3.6127722687474025e-07,0.999966653106337
did,78,0.9996051406769836,6.771679192574687e-24,4.6662726482607255e-07,0.00039366568392291393,7.27011828719509e-07
wa,79,1.2584578496389186e-23,1.0,1.4805680875096104e-24,2.266127932294583e-17,7.55985829275845e-18
make,80,1.9685143573068828e-06,1.9449591086194505e-24,3.284553218145043e-05,1.8348323789727765e-05,0.9999468376296715
say,81,1.751640476910071e-11,1.8161695280189437e-20,2.9576911918832195e-10,0.9999999857773529,1.3909361694806844e-08
had,82,0.9999998460187219,2.0079354570312644e-38,1.0366983285549084e-08,1.6405610646618433e-08,1.2720868404859015e-07
given,83,2.8440320924504052e-05,8.591439890876907e-25,1.4140002403228056e-05,1.335942581669182e-06,0.9999560837340906
keep,84,3.7597009634592e-09,3.9256797322861005e-29,2.1342428866333088e-07,0.9999997637126756,1.9103334774823176e-08
have,85,4.322781187608491e-14,5.984883999624548e-40,0.9999999997653531,2.298989819712055e-10,4.704616766379488e-12
had,86,0.9999999556191301,9.487792184363342e-40,3.892812985649044e-09,2.3331813329781316e-08,1.7156243449425805e-08
laughed,87,5.344797522860578e-06,7.3125902763095e-28,5.915207570157673e-08,4.816865678369717e-06,0.999989779184723
asked,88,6.804176925735313e-07,2.8243658726648388e-30,9.934150528743231e-14,1.3920098110114197e-08,0.9999993056621099
say,89,6.100571016970028e-12,3.0699512576748654e-22,5.523294114598706e-12,0.9999999822158923,1.7772483946035247e-08
saw,90,0.9998959857362651,7.345813740096818e-23,1.155240987789931e-05,9.213904827983981e-05,3.228055771113679e-07
laugh,91,1.058555965234239e-11,9.525591373846521e-22,3.9625038524905176e-15,8.072461394848389e-07,0.9999991927432711
admitting,92,0.0007848559336027614,6.871590585833111e-28,1.8244566073282834e-07,0.9991976858256015,1.7275795134924083e-05
wa,93,1.0628304863676235e-21,0.9999999999999998,6.3013976500813475e-24,1.159247859363059e-16,9.936761187160888e-17
spent,94,9.752968641949e-07,3.906375442494582e-22,2.588807862732098e-06,0.000144536632787068,0.999851899262486
grazing,95,0.006775156570646167,1.9571988913821455e-17,0.003158719694663132,2.44091163659518e-06,0.9900636828230541
speaking,96,0.0035309282559918284,1.4902752605797648e-20,0.0002729824838218673,0.9961945727453012,1.516514885183861e-06
