input_file,label_ratio,sim_tag,n_groups,n_tests,dist_option,exch_mat_opt,exch_range,alpha,beta,kappa,mean_nmi
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0.25,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0.5,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,0.75,0.002379127269875408
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,5,1,0.012014424323270028
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0.25,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0.5,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,0.75,0.002592855083508954
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,10,1,0.012674574513928338
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0,0.0020219006355240306
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0.25,0.002133093784856339
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0.5,0.004561938752604631
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,0.75,0.00949284896559835
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,50,1,0.026872714198818176
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0,0.022284309434505416
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0.25,0.02392217746801129
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0.5,0.02492896658935432
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,0.75,0.026388881435275915
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,100,1,0.03646087778784318
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0,0.021865172953763837
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0.25,0.023633604610391695
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0.5,0.01988048190261763
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,0.75,0.022432710436443987
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,1,200,1,0.025277812497877163
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0.25,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0.5,0.01090084582291261
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,0.75,0.011462183526714884
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,5,1,0.018214498714554255
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0.25,0.0
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0.5,0.011046306220931614
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,0.75,0.0117639975121672
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,10,1,0.019558000659641778
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0,0.0020038774607523385
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0.25,0.005426751103795768
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0.5,0.02337746142800402
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,0.75,0.03580853371263349
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,50,1,0.0329396838740218
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0,0.02021048247438462
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0.25,0.024658340789525543
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0.5,0.031021243915330773
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,0.75,0.05498277584987052
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,100,1,0.06760675696061785
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0,0.022915903409365977
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0.25,0.023481559230097225
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0.5,0.02480821148556656
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,0.75,0.026799329594906107
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,2,200,1,0.035196179250150936
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0,0.008985108607168207
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0.25,0.012728753537436646
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0.5,0.014939795478042616
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,0.75,0.011038701640935055
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,5,1,0.012004201604360464
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,10,0,0.009688805037643291
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,10,0.25,0.013814813881613482
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,10,0.5,0.019325130904439842
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,10,0.75,0.011729035386039213
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,10,1,0.012199173166885588
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,50,0,0.011115155252264726
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,50,0.25,0.03911495420115304
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,50,0.5,0.040282070126309376
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,50,0.75,0.02280201433287475
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,50,1,0.011497123758640135
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,100,0,0.03537343838638416
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,100,0.25,0.06344928380696253
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,100,0.5,0.07702744957881219
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,100,0.75,0.03961467417793147
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,100,1,0.02029192226810533
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,200,0,0.025839516258872753
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,200,0.25,0.027195805936243985
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,200,0.5,0.030815535756950542
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,200,0.75,0.07439877160061634
corpora/manifesto_pp/61320_201211_pp_wostw.txt,0,w2v,7,4,max_minus,u,5,5,200,1,0.03349970538824869
