file,block_size,elapse_time,nmi,pk,pk_rdm,win_diff,win_diff_rdm
corpora/manifesto_pp/61320_202011_pp_wostw.txt,1000,479.15986712276936,0.0,0.3929306661487667508254029909,0.6070693338512332491745970091,0.3929306661487667508254029909,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,2000,915.2381402589381,0.10749799568036096,0.3923868712371334239658186056,0.6070693338512332491745970091,0.3965430180617595649640706933,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,3000,1287.4471031948924,0.07288519056081524,0.3935521460477762672363565741,0.6070693338512332491745970091,0.3997281025441833365702078073,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,4000,1871.817387573421,0.10681908937614815,0.4019421246844047387842299476,0.6070693338512332491745970091,0.4125849679549427073218100602,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,5000,2231.08025085181,0.0,0.3929306661487667508254029909,0.6070693338512332491745970091,0.3929306661487667508254029909,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,6000,2753.4645772725344,0.0033709734902625816,0.3920372887939405709846572150,0.6070693338512332491745970091,0.3947174208584191105068945426,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,7000,2793.247784152627,0.0,0.3929306661487667508254029909,0.6070693338512332491745970091,0.3929306661487667508254029909,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,8000,3516.8468942455947,0.06668678430175502,0.3972033404544571761507088755,0.6070693338512332491745970091,0.4008156923674499902893765780,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,9000,3546.372758537531,0.08819383174492627,0.3935521460477762672363565741,0.6070693338512332491745970091,0.4048553117110118469605748689,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,10000,3528.778340578079,0.0,0.3929306661487667508254029909,0.6070693338512332491745970091,0.3929306661487667508254029909,1
