file,block_size,elapse_time,nmi,pk_res,pk_rdm,win_diff,win_diff_rdm
corpora/manifesto_pp/61320_202011_pp_wostw.txt,None,6114.550420336425,0.12428437459716205,0.4159250947922309061363460497,0.6080631432329954344966339085,0.4469163506925636462121798344,1
