file,block_size,elapse_time,nmi,pk,pk_rdm,win_diff,win_diff_rdm
corpora/manifesto_pp/61320_202011_pp_wostw.txt,1000,469.80422689020634,0.07428143214428963,0.3983686152651000194212468440,0.6070693338512332491745970091,0.4007380073800738007380073801,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,2000,910.6738486490212,0.10998413381638207,0.3926199261992619926199261993,0.6070693338512332491745970091,0.3937463585162167411147795688,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,3000,1284.746677203104,0.1478344127319176,0.3956496407069333851233249175,0.6070693338512332491745970091,0.3960380656438143328801709070,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,4000,1890.2618244369514,0.08341589761206983,0.3975140804039619343561856671,0.6070693338512332491745970091,0.3982132452903476403185084482,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,5000,2211.415926271118,0.11666370271377526,0.3928529811613905612740337930,0.6070693338512332491745970091,0.3937852010099048358904641678,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,6000,2700.1267906422727,0.12010013399886571,0.3940182559720334045445717615,0.6070693338512332491745970091,0.3942513109341619731986793552,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,7000,2672.57286021905,0.14559963723069966,0.3940959409594095940959409594,0.6070693338512332491745970091,0.3940959409594095940959409594,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,8000,3391.234164007008,0.07904440640901858,0.3934744610604000776849873762,0.6070693338512332491745970091,0.3934744610604000776849873762,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,9000,3401.010872681625,0.08694838988435002,0.3940182559720334045445717615,0.6070693338512332491745970091,0.3940182559720334045445717615,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,10000,3377.3936620904133,0.0761519410352719,0.3940182559720334045445717615,0.6070693338512332491745970091,0.3940182559720334045445717615,1
