file,block_size,elapse_time,nmi,pk_res,pk_rdm,win_diff,win_diff_rdm
corpora/manifesto_pp/61320_202011_pp_wostw.txt,1000,498.03068462992087,0.014394439679782647,0.5096726766230751373520080477,0.6080631432329954344966339085,0.6717480461193221388222548944,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,2000,947.1228073416278,0.030160712450741325,0.4886636229977559390234465681,0.6080631432329954344966339085,0.6072119476901648224096572003,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,3000,1361.742572854273,0.037285527485533876,0.4624700147024684670742087751,0.6080631432329954344966339085,0.5119167375996285692176739147,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,4000,1952.3927822057158,0.04461079737944545,0.4063297995821403698831540664,0.6080631432329954344966339085,0.4536872243287162423585854678,0.9999613092935076994505919678
corpora/manifesto_pp/61320_202011_pp_wostw.txt,5000,2271.5447038151324,0.038776518015675214,0.4633599009517913797105935154,0.6080631432329954344966339085,0.5189197554747349686605277412,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,6000,2815.501358462032,0.05744901910654363,0.4042791921380484407645283603,0.6080631432329954344966339085,0.4276096881529056720575717713,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,7000,2766.4950976301916,0.06656104083020724,0.3999071423044184786814207227,0.6080631432329954344966339085,0.4177435579973690319585235626,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,8000,3545.845672901254,0.11249707070657873,0.4070649230054940803219066780,0.6080631432329954344966339085,0.4458717016172715313781629653,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,9000,3531.9714368111454,0.118658025312228,0.4163893832701385127292424360,0.6080631432329954344966339085,0.4475354019964404550027083495,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,10000,3506.8209747821093,0.1145054444388015,0.3972761742629420413216745338,0.6080631432329954344966339085,0.4288091000541669890892207692,1
