file,nmi,pk,pk_rdm,wd,wd_rdm,ext_nmi,ext_pk,ext_pk_rdm,ext_wd,ext_wd_rdm
corpora/wiki50_pp/10037144_pp_wostw.txt,0.7731721818713574,0.3870967741935483870967741937,0.6129032258064516129032258067,0.4301075268817204301075268817,0.9462365591397849462365591397,0.79296115611189,0.2902142338416848220769789397,0.5612745098039215686274509803,1.0,1.0
corpora/wiki50_pp/1057453_pp_wostw.txt,0.5733944593345744,0.558823529411764705882352941,0.647058823529411764705882353,0.578431372549019607843137255,0.9019607843137254901960784313,0.48744945211647445,0.5779472282740256596465746793,0.6517792302106027596223674653,0.6101428225611232147179859597,1
corpora/wiki50_pp/10648433_pp_wostw.txt,0.6578392965244187,0.5263157894736842105263157893,0.5789473684210526315789473683,0.8596491228070175438596491227,0.9298245614035087719298245613,0.6658315026572258,0.5450236966824644549763033177,0.6005416384563303994583615437,1.0,1.0
corpora/wiki50_pp/1064845_pp_wostw.txt,0.8205045852160677,0.362318840579710144927536232,0.6086956521739130434782608697,0.5072463768115942028985507247,0.942028985507246376811594203,0.828160648765334,0.3275089605734767025089605735,0.571236559139784946236559140,1.0,1.0
corpora/wiki50_pp/109461_pp_wostw.txt,0.3557746318959388,0.6296296296296296296296296297,0.814814814814814814814814815,0.8703703703703703703703703703,0.8518518518518518518518518517,0.36157375928582275,0.660446395901939260885473838,0.780461031833150384193194292,0.8558360775704354189535309187,1
corpora/wiki50_pp/111174_pp_wostw.txt,0.5549454009073712,0.615942028985507246376811594,0.6884057971014492753623188407,0.7028985507246376811594202897,0.9637681159420289855072463767,0.49314482333231585,0.5046533713200379867046533713,0.778917378917378917378917379,1.0,1.0
corpora/wiki50_pp/1198312_pp_wostw.txt,0.7068333356841663,0.4285714285714285714285714287,0.5476190476190476190476190477,0.595238095238095238095238095,0.857142857142857142857142857,0.7132596317456592,0.391178024300052826201796091,0.572107765451664025356576862,0.596936080295826730058108822,1
corpora/wiki50_pp/123319_pp_wostw.txt,0.7023893515805216,0.3796296296296296296296296297,0.6481481481481481481481481483,0.4722222222222222222222222223,0.962962962962962962962962963,0.7145615360415477,0.3679437349620581158615583933,0.6579677956690727373681288173,0.4403109383675735702387562467,1
corpora/wiki50_pp/12720971_pp_wostw.txt,0.6097568865708423,0.6666666666666666666666666667,0.641025641025641025641025641,0.769230769230769230769230769,0.7435897435897435897435897437,0.5963652991259304,0.635338345864661654135338346,0.6,1.0,1.0
corpora/wiki50_pp/1276536_pp_wostw.txt,0.4809116398041433,0.511111111111111111111111111,0.6962962962962962962962962963,0.5555555555555555555555555553,0.9333333333333333333333333333,0.5204179197836463,0.5507137112987535182951347003,0.7234620024125452352231604343,1.0,1.0
corpora/wiki50_pp/149766_pp_wostw.txt,0.7350392246232281,0.4722222222222222222222222223,0.6180555555555555555555555557,0.4722222222222222222222222223,0.9166666666666666666666666667,0.7366726175115706,0.517873975781306649264012762,0.5610180552534261474874918427,0.5267928359074758900732361687,1
corpora/wiki50_pp/1928841_pp_wostw.txt,0.6499957471645721,0.4722222222222222222222222223,0.5666666666666666666666666667,0.4944444444444444444444444447,0.9944444444444444444444444443,0.6526128468354678,0.5147212361662142409688870327,0.554813113384840258926707037,1.0,1.0
corpora/wiki50_pp/2025011_pp_wostw.txt,0.8175210498007192,0.350877192982456140350877193,0.6315789473684210526315789473,0.3596491228070175438596491227,0.859649122807017543859649123,0.8249335025202016,0.3045692883895131086142322097,0.6026966292134831460674157303,1.0,1.0
corpora/wiki50_pp/2070518_pp_wostw.txt,0.6025358025657575,0.4144851657940663176265270507,0.5811518324607329842931937173,0.4223385689354275741710296683,0.996509598603839441535776614,0.6059647169483973,0.4224167762474911758599211017,0.562115025261263755277181812,0.437123676378988165270953007,1
corpora/wiki50_pp/2640796_pp_wostw.txt,0.7281322285365907,0.4017094017094017094017094017,0.6068376068376068376068376067,0.4957264957264957264957264957,0.9572649572649572649572649573,0.7183975694400685,0.3166459369817578772802653400,0.6927860696517412935323383087,1.0,1.0
corpora/wiki50_pp/2651177_pp_wostw.txt,0.6890156194717018,0.5416666666666666666666666667,0.6666666666666666666666666667,0.6250,0.8541666666666666666666666667,0.7412396330143066,0.4620954967187146413215659653,0.572301425661914460285132383,0.5768273365014709210228558497,1
corpora/wiki50_pp/28187_pp_wostw.txt,0.6909533066744659,0.3815261044176706827309236947,0.5783132530120481927710843373,0.3855421686746987951807228917,1,0.6973950016230522,0.3748541135046386960219967163,0.538959112218859414871520978,1.0,1.0
corpora/wiki50_pp/2842974_pp_wostw.txt,0.7571489016840903,0.3535353535353535353535353533,0.5252525252525252525252525253,0.404040404040404040404040404,0.9292929292929292929292929293,0.7759782913896504,0.3003316749585406301824212272,0.543781094527363184079601990,0.3469320066334991708126036483,1
corpora/wiki50_pp/2917712_pp_wostw.txt,0.6734926776508474,0.4490358126721763085399449037,0.5454545454545454545454545453,0.4931129476584022038567493113,1,0.6740759407697361,0.424263060609008658429808347,0.545675649382235626033660862,1.0,1.0
corpora/wiki50_pp/2952485_pp_wostw.txt,0.7804291174183278,0.3174603174603174603174603175,0.650793650793650793650793651,0.3386243386243386243386243387,0.9947089947089947089947089947,0.7833136306344205,0.2851078281541857700798098149,0.6970623195788758702665987433,1.0,1.0
corpora/wiki50_pp/31444_pp_wostw.txt,0.6168298473665287,0.5416666666666666666666666667,0.59375,0.56250,1,0.613039941500347,0.544371749706425096460325449,0.630347257171615500754906895,1.0,1.0
corpora/wiki50_pp/32431_pp_wostw.txt,0.7357222456616043,0.3229706390328151986183074266,0.6010362694300518134715025907,0.352331606217616580310880829,0.9948186528497409326424870467,0.7373960731432642,0.3166676979559845719118041375,0.5776870243178021162056803417,1.0,1.0
corpora/wiki50_pp/3275069_pp_wostw.txt,0.36722974797252217,0.75,0.6166666666666666666666666667,0.7833333333333333333333333333,0.7666666666666666666666666667,0.3647348660986549,0.7629076086956521739130434783,0.7527173913043478260869565217,1.0,1.0
