input_file,n_groups,chunk_size,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd
corpora/wiki50_pp/6544206_pp_wostw.txt,5,23,0.3875385110792623,0.4428223844282238442822384428,0.5547445255474452554744525547,0.7664233576642335766423357664,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,46,0.5081771139898468,0.5742092457420924574209245742,0.5547445255474452554744525547,0.5742092457420924574209245742,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,69,0.6347868366605667,0.4476885644768856447688564477,0.5547445255474452554744525547,0.4476885644768856447688564477,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,92,0.6735660332640707,0.5133819951338199513381995134,0.5547445255474452554744525547,0.5133819951338199513381995134,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,115,0.6510995131419964,0.6180048661800486618004866180,0.5547445255474452554744525547,0.6545012165450121654501216545,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,138,0.5881895439626277,0.5669099756690997566909975669,0.5547445255474452554744525547,0.7007299270072992700729927007,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,161,0.5043530175427366,0.5571776155717761557177615572,0.5547445255474452554744525547,0.8905109489051094890510948905,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,184,0.47601221595805404,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,207,0.5265786903755705,0.5425790754257907542579075426,0.5547445255474452554744525547,0.9878345498783454987834549878,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,230,0.3876578032925698,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,253,0.2637586873947382,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,276,0.3016469205085569,0.4501216545012165450121654501,0.5547445255474452554744525547,0.7834549878345498783454987835,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,299,0.27450433926473206,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,322,0.19437681552707692,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,345,0.17372178153773557,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,368,0.27900868699082293,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,391,0.30445478672828097,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,414,0.1744852603512988,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,437,0.07707251014369423,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
corpora/wiki50_pp/6544206_pp_wostw.txt,5,457,0.012685426990182073,0.5547445255474452554744525547,0.5547445255474452554744525547,1,1
