input_file,n_groups,n_tests,use_prior,chunk_size,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,39,0.4106302513749699,0.58038408779149519890260631,0.60768175582990397805212620,0.701234567901234567901234568,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,39,0.43664018427050016,0.572496570644718792866941015,0.60768175582990397805212620,0.692592592592592592592592593,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,78,0.5981868161193338,0.4043895747599451303155006858,0.60768175582990397805212620,0.4580246913580246913580246914,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,78,0.5858437211459486,0.437037037037037037037037037,0.60768175582990397805212620,0.4936899862825788751714677640,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,117,0.5227979565160347,0.531687242798353909465020576,0.60768175582990397805212620,0.57846364883401920438957476,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,117,0.5720967668567325,0.5336762688614540466392318245,0.60768175582990397805212620,0.5663237311385459533607681755,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,156,0.717287398691832,0.2362139917695473251028806584,0.60768175582990397805212620,0.2709190672153635116598079562,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,156,0.6636334604906564,0.2901920438957475994513031550,0.60768175582990397805212620,0.337311385459533607681755830,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,195,0.4806962008917061,0.535116598079561042524005487,0.60768175582990397805212620,0.5724279835390946502057613165,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,195,0.48585121297236633,0.535459533607681755829903978,0.60768175582990397805212620,0.5832647462277091906721536355,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,234,0.5794890956962994,0.4506858710562414266117969822,0.60768175582990397805212620,0.4967764060356652949245541838,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,234,0.5271178730441602,0.4756515775034293552812071330,0.60768175582990397805212620,0.517764060356652949245541838,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,273,0.5017920058157719,0.4443072702331961591220850480,0.60768175582990397805212620,0.4666666666666666666666666666,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,273,0.4967369571003483,0.4388203017832647462277091906,0.60768175582990397805212620,0.4504801097393689986282578875,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,312,0.5549043637158244,0.356927297668038408779149520,0.60768175582990397805212620,0.4048010973936899862825788752,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,312,0.45607872343730566,0.4000685871056241426611796983,0.60768175582990397805212620,0.4691358024691358024691358024,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,351,0.3667967956114466,0.52345679012345679012345679,0.60768175582990397805212620,0.5934842249657064471879286695,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,351,0.3731203720242016,0.51652949245541838134430727,0.60768175582990397805212620,0.5255144032921810699588477365,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,390,0.36278043509604296,0.4822359396433470507544581618,0.60768175582990397805212620,0.525925925925925925925925926,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,390,0.31192036159274866,0.4711248285322359396433470506,0.60768175582990397805212620,0.534773662551440329218106996,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,429,0.3845403227455952,0.4539094650205761316872427986,0.60768175582990397805212620,0.4939643347050754458161865571,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,429,0.37287590800280707,0.4385459533607681755829903980,0.60768175582990397805212620,0.5054183813443072702331961595,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,True,468,0.4019896576954631,0.3741426611796982167352537724,0.60768175582990397805212620,0.4205075445816186556927297668,1
corpora/elements_pp/e10_pp_wostw.txt,8,20,False,468,0.422193219621659,0.3711934156378600823045267490,0.60768175582990397805212620,0.4576131687242798353909465021,1
