input_file,n_groups,chunk_size,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,707,0.21749223231392598,0.4429644324783902508147938217,0.6078361910160124698880544141,0.5859430352841150630579566388,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,1414,0.2214891348845038,0.4774691795380473288932974352,0.6078361910160124698880544141,0.5570355675216097491852061783,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,2121,0.2179464569065705,0.3937225449907892872325350716,0.6078361910160124698880544141,0.3937225449907892872325350716,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,2828,0.17798112826701512,0.5513674365877851778376080487,0.6078361910160124698880544141,0.8828113929431769873884086722,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,3535,0.13043751562512995,0.6069151197392659770440697180,0.6078361910160124698880544141,0.9159699589060507297718577299,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,4242,0.18833292868120088,0.4546549525294034292192149639,0.6078361910160124698880544141,0.7243162817061074110811959756,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,4949,0.15019076353475538,0.5741108119597562703698455434,0.6078361910160124698880544141,0.9222049029332577582542156724,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,5656,0.11764253570840025,0.5710641915828255632705115488,0.6078361910160124698880544141,0.9166784752727788011903074961,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,6363,0.10022176912824969,0.6047895706390817627887204194,0.6078361910160124698880544141,0.9948278305228850786453167068,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,7070,0.10172857583729857,0.6086155590194133484483491569,0.6078361910160124698880544141,0.9919937650559727929715176421,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,7777,0.08891480361962453,0.6077653393793396627462094374,0.6078361910160124698880544141,0.9980870058098342071701856313,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,8484,0.1121304651065316,0.6077653393793396627462094374,0.6078361910160124698880544141,0.9990789287232535071560153040,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,9191,0.1204706434114114,0.6038684993623352699447357234,0.6078361910160124698880544141,0.9921354683293184072552075953,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,9898,0.08932457633394116,0.6048604222757545699305653961,0.6078361910160124698880544141,0.9915686552359359501204477823,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,10605,0.052620605608876415,0.6044353124557177270794955363,0.6078361910160124698880544141,0.9934107977894289358084171744,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,11312,0.04808761869832297,0.6050021255491001842142553493,0.6078361910160124698880544141,0.9881677766756412073118889046,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,12019,0.031820697392615546,0.6058523451891738699163950687,0.6078361910160124698880544141,0.9929856879693920929573473147,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,12726,0.05451412648798235,0.5750318832365027632138302395,0.6078361910160124698880544141,0.9419016579282981436871191725,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,13433,0.017405597711642566,0.6069859713759387841859146946,0.6078361910160124698880544141,0.9981578574465070143120306079,1
corpora/manifesto_pp/61320_201211_pp_wostw.txt,7,14127,0.0027715605004778278,0.6079070426526852770298993907,0.6078361910160124698880544141,0.9998582967266543857163100468,1
