input_file,n_groups,n_tests,dist_option,exch_mat_opt,exch_range,alpha,beta,kappa,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd,mean_ext_nmi,mean_ext_pk,mean_rdm_ext_pk,mean_ext_wd,mean_rdm_ext_wd
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,5,0,0.0,0.647058823529411764705882353,0.3333333333333333333333333333,0.647058823529411764705882353,0.843137254901960784313725490,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,5,0.25,0.0,0.647058823529411764705882353,0.352941176470588235294117647,0.647058823529411764705882353,0.764705882352941176470588235,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,5,0.5,0.0,0.647058823529411764705882353,0.3725490196078431372549019607,0.647058823529411764705882353,0.8039215686274509803921568627,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,5,0.75,0.0,0.647058823529411764705882353,0.3725490196078431372549019607,0.647058823529411764705882353,0.8431372549019607843137254903,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,5,1,0.14930819099438733,0.647058823529411764705882353,0.3921568627450980392156862747,0.647058823529411764705882353,0.8235294117647058823529411767,0.14930819099438733,0.4070570959661397598687051913,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,10,0,0.19078457013347042,0.490196078431372549019607843,0.352941176470588235294117647,0.6078431372549019607843137257,0.725490196078431372549019608,0.19078457013347042,0.3267685928997149520601192018,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,10,0.25,0.21819968265352876,0.5098039215686274509803921567,0.352941176470588235294117647,0.6078431372549019607843137257,0.7647058823529411764705882353,0.21819968265352876,0.335579165586939621663643431,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,10,0.5,0.21802968703900394,0.5686274509803921568627450983,0.3921568627450980392156862747,0.6862745098039215686274509803,0.7450980392156862745098039213,0.21802968703900394,0.397080418070311825170596873,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,10,0.75,0.34466537995142743,0.5294117647058823529411764703,0.3725490196078431372549019607,0.6274509803921568627450980393,0.725490196078431372549019608,0.34466537995142743,0.4003195992053208948777748987,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,10,1,0.4536325656289957,0.4705882352941176470588235293,0.3921568627450980392156862747,0.5882352941176470588235294117,0.8431372549019607843137254903,0.4536325656289957,0.337738619676945668135095448,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,50,0,0.3170082815812763,0.3333333333333333333333333333,0.3333333333333333333333333333,0.5294117647058823529411764703,0.7450980392156862745098039213,0.3170082815812763,0.2739915349399671762978319081,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,50,0.25,0.3170082815812763,0.3333333333333333333333333333,0.352941176470588235294117647,0.5294117647058823529411764703,0.784313725490196078431372549,0.3170082815812763,0.2739915349399671762978319081,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,50,0.5,0.31943691707808264,0.352941176470588235294117647,0.3725490196078431372549019607,0.5490196078431372549019607843,0.8823529411764705882352941177,0.31943691707808264,0.2910944113328150643517318822,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,50,0.75,0.31943691707808264,0.352941176470588235294117647,0.352941176470588235294117647,0.5490196078431372549019607843,0.784313725490196078431372549,0.31943691707808264,0.2910944113328150643517318822,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,50,1,0.3406521842624692,0.431372549019607843137254902,0.352941176470588235294117647,0.5686274509803921568627450983,0.8235294117647058823529411767,0.3406521842624692,0.3462036797097693703031873543,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,100,0,0.3509198983319006,0.3137254901960784313725490196,0.3333333333333333333333333333,0.490196078431372549019607843,0.6470588235294117647058823527,0.3509198983319006,0.2546860153753131208430508767,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,100,0.25,0.3509198983319006,0.3137254901960784313725490196,0.3333333333333333333333333333,0.490196078431372549019607843,0.6862745098039215686274509803,0.3509198983319006,0.2546860153753131208430508767,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,2,3,max_minus,u,5,1,100,0.5,0.31943691707808264,0.352941176470588235294117647,0.352941176470588235294117647,0.5490196078431372549019607843,0.784313725490196078431372549,0.31943691707808264,0.2910944113328150643517318822,0.572687224669603524229074890,1.0,1.0
