input_file,n_groups,n_tests,dist_option,exch_mat_opt,exch_range,alpha,beta,kappa,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd,mean_ext_nmi,mean_ext_pk,mean_rdm_ext_pk,mean_ext_wd,mean_rdm_ext_wd
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,5,0,0.0,0.647058823529411764705882353,0.3725490196078431372549019607,0.647058823529411764705882353,0.8823529411764705882352941177,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,5,0.25,0.0,0.647058823529411764705882353,0.3725490196078431372549019607,0.647058823529411764705882353,0.7450980392156862745098039213,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,5,0.5,0.0,0.647058823529411764705882353,0.3725490196078431372549019607,0.647058823529411764705882353,0.8039215686274509803921568627,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,5,0.75,0.0,0.647058823529411764705882353,0.352941176470588235294117647,0.647058823529411764705882353,0.8235294117647058823529411767,0.0,0.427312775330396475770925110,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,5,1,0.4650830530820457,0.7254901960784313725490196077,0.352941176470588235294117647,0.7450980392156862745098039213,0.8235294117647058823529411763,0.4650830530820457,0.4861794938239613025827070917,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,10,0,0.4187474658037445,0.352941176470588235294117647,0.3725490196078431372549019607,0.6078431372549019607843137253,0.8235294117647058823529411763,0.4187474658037445,0.2699317612507558089315021163,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,10,0.25,0.45645093428773115,0.352941176470588235294117647,0.352941176470588235294117647,0.6274509803921568627450980393,0.7450980392156862745098039217,0.45645093428773115,0.2523969940399067115833117388,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,10,0.5,0.45399874497792553,0.3725490196078431372549019607,0.352941176470588235294117647,0.6078431372549019607843137257,0.784313725490196078431372549,0.45399874497792553,0.2890645244882093806685669863,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,10,0.75,0.4566164614924804,0.352941176470588235294117647,0.3921568627450980392156862747,0.6862745098039215686274509803,0.8235294117647058823529411767,0.4566164614924804,0.3055195646540554547810313553,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,10,1,0.6791386295997107,0.3921568627450980392156862747,0.352941176470588235294117647,0.5882352941176470588235294117,0.8235294117647058823529411763,0.6791386295997107,0.3106158763064697244536581152,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,50,0,0.6810351664510147,0.352941176470588235294117647,0.3333333333333333333333333333,0.6862745098039215686274509803,0.725490196078431372549019608,0.6810351664510147,0.335060896605338170510494947,0.572687224669603524229074890,1.0,1.0
corpora/elements_pp/e21_pp_wostw.txt,8,3,max_minus,u,5,1,50,0.25,0.6810351664510147,0.352941176470588235294117647,0.352941176470588235294117647,0.6862745098039215686274509803,0.8235294117647058823529411767,0.6810351664510147,0.335060896605338170510494947,0.572687224669603524229074890,1.0,1.0
