input_file,label_ratio,sim_tag,n_groups,n_tests,dist_option,exch_mat_opt,exch_range,alpha,beta,kappa,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,5,0,0.0,0.3618835743418613274008157213,0.638116425658138672599184279,0.3618835743418613274008157213,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,5,0.25,0.0,0.3618835743418613274008157213,0.638116425658138672599184279,0.3618835743418613274008157213,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,5,0.5,0.019602260435254436,0.4155234210851563465579038437,0.638116425658138672599184279,0.435051291558521814361636386,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,5,0.75,0.04433539338238624,0.6006674082313681868743047833,0.638116425658138672599184279,0.807563959955506117908787542,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,5,1,0.04400124258803776,0.6303299962921764923989618097,0.638116425658138672599184279,0.8687430478309232480533926587,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,10,0,0.0,0.3618835743418613274008157213,0.638116425658138672599184279,0.3618835743418613274008157213,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,10,0.25,0.0,0.3618835743418613274008157213,0.638116425658138672599184279,0.3618835743418613274008157213,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,10,0.5,0.03265741421901817,0.4270176739587195649487084413,0.638116425658138672599184279,0.4792979854158942034359164503,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,10,0.75,0.05174121570633295,0.6195773081201334816462736373,0.638116425658138672599184279,0.8563836361389197874181188977,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,10,1,0.05451456120966808,0.6268693610184155234210851563,0.638116425658138672599184279,0.8949450006179705846001730317,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,50,0,0.003357845821918292,0.638116425658138672599184279,0.638116425658138672599184279,0.9992584352984797923618835743,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,50,0.25,0.003357845821918292,0.638116425658138672599184279,0.638116425658138672599184279,0.9992584352984797923618835743,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,50,0.5,0.00904953633468688,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,50,0.75,0.012709150369081658,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,50,1,0.013441825654644893,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,100,0,0.01084569214402061,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,100,0.25,0.011684560442404325,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,100,0.5,0.012051693439228546,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,100,0.75,0.012171723040639506,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,100,1,0.012397923951805894,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,200,0,0.013623078211834191,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,200,0.25,0.013623078211834191,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,200,0.5,0.013623078211834191,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,200,0.75,0.014937721339191615,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,1,200,1,0.01303237588428857,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,5,0,0.04400124258803776,0.6303299962921764923989618097,0.638116425658138672599184279,0.8687430478309232480533926587,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,5,0.25,0.04402369670367059,0.634037819799777530589543938,0.638116425658138672599184279,0.8681250772463230750216289703,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,5,0.5,0.04544559296913516,0.626374984550735384995674206,0.638116425658138672599184279,0.8519342479297985415894203437,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,5,0.75,0.10474744626111056,0.4419725621060437523173896923,0.638116425658138672599184279,0.544679273266592510196514646,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,5,1,0.0317806205112167,0.3788159683599060684711407737,0.638116425658138672599184279,0.3909281918180694598937090593,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,10,0,0.05451456120966808,0.6268693610184155234210851563,0.638116425658138672599184279,0.8949450006179705846001730317,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,10,0.25,0.052503266741913156,0.629217649239896180941787171,0.638116425658138672599184279,0.8724508713385242862439747867,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,10,0.5,0.04589409944352999,0.6489927079471017179582251883,0.638116425658138672599184279,0.9158324063774564330737856877,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,10,0.75,0.14867970876665046,0.4517364973427264862192559633,0.638116425658138672599184279,0.5596341614139166975651958967,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,10,1,0.04499804523445278,0.4150290446174762081324928933,0.638116425658138672599184279,0.4200964034111976269929551353,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,50,0,0.009824060902779867,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,50,0.25,0.012602178042709238,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,50,0.5,0.017355217727115003,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,50,0.75,0.03101084494498318,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,50,1,0.07167401285705483,0.6351501668520578420467185763,0.638116425658138672599184279,0.987022617723396366332962551,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,100,0,0.011671206108667185,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,100,0.25,0.012007763265173957,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,100,0.5,0.014929567878360412,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,100,0.75,0.017306923016607256,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,100,1,0.022401490286276225,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,200,0,0.0149366058379893,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,200,0.25,0.015032333026105663,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,200,0.5,0.01649945944057877,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,200,0.75,0.017389477011438715,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,2,200,1,0.01625636179315526,0.638116425658138672599184279,0.638116425658138672599184279,1,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,5,5,0,0.06251596968670957,0.595970831788406871832900754,0.638116425658138672599184279,0.823631195155110616734643431,1
corpora/cities_pp/c3_pp_wostw.txt,0,w2v,2,3,max_minus,u,5,5,5,0.25,0.03950070642066903,0.621307625757013966135211964,0.638116425658138672599184279,0.8827091830428871585712520083,1
