__id__	__unit__	__context__	__count__
2833	ne	125	10
2834	jamais	125	2
2835	que	125	19
2836	mon	125	14
2837	cœur	125	1
2838	vous	125	3
2839	là	125	2
2840	ce	125	8
2841	je	125	12
2842	avoir	125	11
2843	pas	125	4
2844	sur	125	1
2845	un	125	14
2846	pouvoir	125	3
2847	et	125	16
2848	par	125	3
2849	sot	125	3
2850	vouloir	125	3
2851	régler	125	1
2852	le	125	36
2853	qui	125	10
2854	de	125	26
2855	nous	125	7
2856	à	125	8
2857	autre	125	1
2858	droit	125	1
2859	faire	125	10
2860	mieux	125	1
2861	moi	125	3
2862	être	125	13
2863	trop	125	3
2864	bile	125	1
2865	sans	125	4
2866	si	125	2
2867	encor	125	1
2868	montrer	125	1
2869	quelque	125	1
2870	plus	125	3
2871	mutin	125	1
2872	on	125	3
2873	dire	125	5
2874	quel	125	2
2875	humeur	125	1
2876	il	125	9
2877	devoir	125	2
2878	plaire	125	2
2879	du	125	4
2880	grand	125	2
2881	bien	125	5
2882	lui	125	1
2883	tomber	125	1
2884	en	125	7
2885	prendre	125	2
2886	bon	125	1
2887	pour	125	5
2888	aller	125	4
2889	tel	125	2
2890	suivre|être	125	2
2891	homme	125	3
2892	voir	125	2
2893	elle	125	2
2894	donner	125	1
2895	me	125	13
2896	beau	125	1
2897	amour	125	1
2898	moins	125	2
2899	dans	125	1
2900	tout	125	7
2901	esprit	125	2
2902	comme	125	1
2903	falloir	125	3
2904	au	125	4
2905	conseiller	125	1
2906	peu	125	1
2907	apprendre	125	1
2908	donc	125	2
2909	tort	125	1
2910	mais	125	3
2911	son	125	2
2912	foi	125	1
2913	la|le	125	2
2914	fort	125	2
2915	rien	125	2
2916	venir	125	1
2917	avec	125	1
2918	gens	125	3
2919	larme	125	1
2920	oui	125	1
2921	se	125	5
2922	peine	125	1
2923	chose	125	1
2924	tenir	125	1
2925	point	125	3
2926	vrai	125	1
2927	âme	125	1
2928	coucher	125	1
2929	mal	125	2
2930	puisque	125	1
2931	ardeur	125	1
2932	après	125	1
2933	cela	125	1
2934	pourtant	125	2
2935	mot	125	1
2936	la	125	1
2937	partout	125	1
2938	trouver	125	2
2939	vie	125	1
2940	sottise	125	1
2941	celui	125	1
2942	notre	125	8
2943	témoigner	125	1
2944	porter	125	1
2945	dépit	125	1
2946	autant	125	1
2947	femme	125	5
2948	ciel	125	1
2949	honneur	125	4
2950	vilain	125	2
2951	sentir	125	1
2952	quand	125	1
2953	mine	125	1
2954	valoir	125	1
2955	taille	125	1
2956	courroux	125	2
2957	déjà	125	1
2958	charger	125	1
2959	offense	125	1
2960	pourquoi	125	1
2961	front	125	1
2962	appeler	125	1
2963	ôter	125	1
2964	semblable	125	1
2965	exciter	125	1
2966	vengeance	125	1
2967	effet	125	1
2968	querelle	125	2
2969	cajoler	125	1
2970	sommer|être	125	1
2971	accident	125	1
2972	affliger	125	1
2973	repos	125	1
2974	blâme	125	1
2975	bruit	125	1
2976	disgrâce	125	1
2977	aucun	125	1
2978	coup	125	1
2979	faim	125	1
2980	peur	125	1
2981	pendard	125	1
2982	mettre	125	2
2983	affront	125	4
2984	courage	125	1
2985	cocu	125	2
2986	aviser	125	1
2987	soit	125	1
2988	seul	125	1
2989	assez	125	2
2990	craindre	125	1
2991	criminel	125	1
2992	premier	125	1
2993	doucement	125	1
2994	vision	125	1
2995	infâme	125	1
2996	respect	125	1
2997	hautement	125	1
2998	larron	125	1
2999	soupir	125	1
3000	chagrin	125	1
3001	aujourd	125	1
3002	commerce	125	1
3003	bonté	125	1
3004	rire	125	1
3005	action	125	2
3006	crime	125	1
3007	venger	125	4
3008	courir	125	2
3009	préserver	125	1
3010	danger	125	1
3011	enseigner	125	1
3012	souffrir	125	1
3013	chercher	125	2
3014	affronter	125	1
3015	honte	125	1
3016	maroufle	125	1
3017	dépens	125	1
3018	sang	125	1
3019	bouillant	125	1
3020	dessus	125	1
3021	bois	125	1
3022	dos	125	2
3023	haïr	125	1
3024	colérique	125	1
3025	pacifique	125	1
3026	battant	125	1
3027	battre	125	1
3028	débonnaire	125	1
3029	vertu	125	1
3030	absolument	125	1
3031	laissons-le	125	1
3032	diantre	125	1
3033	brave	125	1
3034	fer	125	1
3035	transpercer	125	1
3036	bedaine	125	1
3037	ville	125	1
3038	trépas	125	2
3039	gras	125	1
3040	bière	125	1
3041	séjour	125	1
3042	mélancolique	125	1
3043	malsain	125	1
3044	colique	125	1
3045	quant	125	1
3046	compassé	125	1
3047	trépassé	125	1
3048	celer	125	1
3049	fait-il	125	1
3050	jambe	125	1
3051	devient-elle	125	1
3052	tortu	125	1
3053	pester	125	1
3054	invention	125	1
3055	attacher	125	1
3056	sage	125	1
3057	volage	125	1
3058	Puisqu	125	1
3059	personnel	125	1
3060	autrui	125	1
3061	abus	125	1
3062	police	125	1
3063	injustice	125	1
3064	happer	125	1
3065	dent	125	1
3066	procès	125	1
3067	soif	125	1
3068	maladie	125	1
3069	Troublent-ils	125	1
3070	surcroît	125	1
3071	sottement	125	1
3072	nul	125	1
3073	fondement	125	1
3074	moquer	125	1
3075	mépriser	125	1
3076	alarme	125	1
3077	sous	125	1
3078	pied	125	1
3079	faillir	125	1
3080	pleurer	125	2
3081	cas	125	1
3082	fâcherie	125	1
3083	confrérie	125	1
3084	pratiquer	125	1
3085	force	125	1
3086	pur	125	1
3087	bagatelle	125	1
3088	remuer	125	1
3089	viril	125	1
3090	poltron	125	1
3091	résolument	125	1
3092	commencer	125	1
3093	enflammer	125	1
3094	mon	126	4
3095	vous	126	1
3096	prétendre	126	1
3097	ce	126	1
3098	je	126	3
3099	un	126	1
3100	et	126	2
3101	votre	126	1
3102	vouloir	126	2
3103	de	126	2
3104	à	126	2
3105	faire	126	1
3106	loi	126	1
3107	moi	126	1
3108	si	126	1
3109	devoir	126	1
3110	bien	126	1
3111	en	126	1
3112	suivre|être	126	1
3113	me	126	1
3114	tout	126	1
3115	suivre	126	1
3116	père	126	1
3117	disposer	126	1
3118	vœu	126	1
3119	oui	126	1
3120	quand	126	1
3121	propre	126	1
3122	subir	126	1
3123	juste	126	1
3124	signer	126	1
3125	hyménée	126	1
3126	déterminer	126	1
3127	gourmander	126	1
3128	sentiment	126	1
3129	soumettre	126	1
3130	commandement	126	1
3131	ah	127	1
3132	ne	127	2
3133	que	127	3
3134	mon	127	1
3135	je	127	1
3136	avoir	127	2
3137	pas	127	1
3138	sur	127	1
3139	un	127	3
3140	pouvoir	127	1
3141	vouloir	127	1
3142	le	127	4
3143	qui	127	2
3144	de	127	7
3145	nous	127	1
3146	à	127	1
3147	faire	127	1
3148	moi	127	1
3149	être	127	1
3150	sans	127	1
3151	si	127	3
3152	on	127	1
3153	il	127	1
3154	plaire	127	1
3155	grand	127	1
3156	bien	127	1
3157	en	127	3
3158	aller	127	1
3159	tel	127	1
3160	voir	127	2
3161	foi|fois	127	1
3162	me	127	2
3163	transporter	127	1
3164	sorte	127	1
3165	voilà	127	1
3166	parler	127	1
3167	père	127	1
3168	son	127	1
3169	la|le	127	1
3170	toi	127	1
3171	venir	127	1
3172	gens	127	1
3173	se	127	2
3174	point	127	1
3175	Me	127	1
3176	approcher	127	1
3177	baiser	127	1
3178	quand	127	1
3179	te	127	2
3180	heure	127	2
3181	fille	127	1
3182	naître	127	1
3183	grâce	127	1
3184	mauvais	127	1
3185	rire	127	1
3186	action	127	1
3187	jambe	127	1
3188	parbleu	127	1
3189	joie	127	1
3190	caprioleraient	127	1
3191	çà	127	1
3192	embrasser	127	1
3193	sujet	127	1
3194	scandaliser	127	1
3195	contentement	127	1
3196	rajeunir	127	1
3197	dix	127	1
3198	année	127	1
3199	ce	128	1
3200	me	128	1
3201	changement	128	1
3202	étonner	128	1
3203	je	129	1
3204	et	129	1
3205	par	129	1
3206	savoir	129	1
3207	quel	129	1
3208	en	129	1
3209	me	129	1
3210	lorsque	129	1
3211	tu	129	2
3212	motif	129	1
3213	agir	129	1
3214	estimer	129	1
3215	pouvoir	130	1
3216	être	130	1
3217	bien	130	1
3218	cela	130	1
3219	que	131	2
3220	mon	131	1
3221	cœur	131	1
3222	ce	131	1
3223	un	131	1
3224	pouvoir	131	1
3225	par	131	1
3226	à	131	1
3227	être	131	1
3228	il	131	1
3229	en	131	1
3230	lieu	131	1
3231	apprendre	131	1
3232	donc	131	1
3233	Lélie	131	1
3234	perfidie	131	1
3235	blesser	131	1
3236	sans..	131	1
3237	nous	132	1
3238	à	132	1
3239	il	132	1
3240	mais	132	1
3241	venir	132	1
3242	jamais	133	1
3243	que	133	1
3244	vous	133	2
3245	ce	133	1
3246	je	133	2
3247	vouloir	133	1
3248	de	133	1
3249	en	133	1
3250	pour	133	1
3251	me	133	1
3252	moins	133	1
3253	au	133	1
3254	éloigner	133	1
3255	avant	133	1
3256	reprocher	133	1
3257	place..	133	1
3258	vous	134	1
3259	ce	134	1
3260	avoir	134	1
3261	me	134	1
3262	parler	134	1
3263	encore	134	1
3264	quoi	134	1
3265	audace	134	1
3266	que	135	2
3267	mon	135	1
3268	vous	135	2
3269	je	135	1
3270	et	135	2
3271	votre	135	1
3272	le	135	1
3273	qui	135	1
3274	de	135	1
3275	à	135	1
3276	être	135	4
3277	époux	135	1
3278	il	135	1
3279	grand	135	1
3280	tel	135	1
3281	elle	135	1
3282	vivre	135	2
3283	rien	135	1
3284	avec	135	1
3285	vrai	135	1
3286	content	135	1
3287	digne	135	1
3288	choix	135	1
3289	criminel	135	1
3290	reprocher	135	1
3291	braver	135	1
3292	mémoire	135	1
3293	combler	135	1
3294	gloire	135	1
3295	que	136	1
3296	mon	136	1
3297	cœur	136	1
3298	y	136	1
3299	ce	136	1
3300	je	136	1
3301	avoir	136	1
3302	et	136	1
3303	vouloir	136	1
3304	être	136	1
3305	plus	136	1
3306	du	136	1
3307	grand	136	1
3308	en	136	1
3309	vivre	136	1
3310	oui	136	1
3311	désir	136	1
3312	traître	136	1
3313	ton	136	1
3314	déplaisir	136	1
3315	ce	137	1
3316	qui	137	1
3317	moi	137	1
3318	donc	137	1
3319	contre	137	1
3320	courroux	137	1
3321	rendre	137	1
3322	légitime	137	1
3323	et	138	1
3324	le	138	1
3325	faire	138	1
3326	quoi	138	1
3327	tu	138	1
3328	ton	138	1
3329	crime	138	1
3330	surpris	138	1
3331	demander	138	1
3332	ce	139	1
3333	avoir	139	1
3334	qui	139	1
3335	de	139	1
3336	à	139	1
3337	sans	139	1
3338	notre	139	1
3339	honneur	139	2
3340	larron	139	1
3341	souiller	139	1
3342	guerre	139	2
3343	mortel	139	1
3344	miséricorde	139	1
3345	le	140	1
3346	faire	140	1
3347	sans	140	1
3348	me	140	1
3349	répondre	140	1
3350	œil	140	1
3351	tourner	140	2
3352	ah	141	1
3353	je	141	1
3354	vois..	141	1
3355	ce	142	1
3356	pour	142	1
3357	te	142	1
3358	objet	142	1
3359	suffire	142	1
3360	confondre	142	1
3361	vous	143	1
3362	à	143	1
3363	bien	143	1
3364	pour	143	1
3365	mais	143	1
3366	plutôt	143	1
3367	obliger	143	1
3368	rougir	143	1
3369	ne	144	1
3370	que	144	1
3371	mon	144	2
3372	cœur	144	1
3373	je	144	5
3374	avoir	144	1
3375	pouvoir	144	1
3376	et	144	1
3377	vouloir	144	1
3378	le	144	3
3379	de	144	1
3380	à	144	1
3381	être	144	2
3382	si	144	1
3383	on	144	1
3384	il	144	1
3385	du	144	2
3386	grand	144	1
3387	lui	144	1
3388	en	144	1
3389	voir	144	1
3390	colère	144	1
3391	beau	144	1
3392	falloir	144	1
3393	au	144	1
3394	son	144	2
3395	la|le	144	1
3396	rien	144	1
3397	où	144	1
3398	oui	144	1
3399	présent	144	1
3400	jurer	144	1
3401	trouver	144	1
3402	dépêcher	144	1
3403	courage	144	1
3404	dessus	144	1
3405	agir	144	1
3406	état	144	1
3407	cheval	144	1
3408	monter	144	1
3409	rencontrer	144	1
3410	carnage	144	1
3411	mort	144	1
3412	empêcher	144	1
3413	milieu	144	1
3414	donne..	144	1
3415	vouloir	145	1
3416	qui	145	1
3417	à	145	1
3418	on	145	1
3419	en	145	1
3420	donc	145	1
3421	ne	146	1
3422	je	146	1
3423	vouloir	146	1
3424	à	146	1
3425	en	146	1
3426	personne	146	1
3427	là	147	1
3428	ce	147	1
3429	pourquoi	147	1
3430	arme	147	1
3431	ah	148	1
3432	que	148	1
3433	ce	148	1
3434	je	148	2
3435	avoir	148	2
3436	un	148	1
3437	le	148	3
3438	à	148	1
3439	être	148	1
3440	quel	148	1
3441	en	148	1
3442	prendre	148	2
3443	pour	148	1
3444	courage	148	1
3445	contentement	148	1
3446	habillement	148	1
3447	pluie	148	1
3448	tuer	148	1
3449	hai	149	1
3450	ah	150	1
3451	ne	150	1
3452	cœur	150	1
3453	je	150	2
3454	pas	150	1
3455	de	150	1
3456	parler	150	1
3457	dont	150	1
3458	vrai	150	1
3459	lâche	150	1
3460	poltron	150	1
3461	enrager	150	1
3462	poule	150	1
3463	ce	151	1
3464	nous	151	1
3465	dire	151	1
3466	il	151	1
3467	devoir	151	1
3468	en	151	1
3469	dont	151	1
3470	œil	151	1
3471	te	151	1
3472	objet	151	1
3473	ton	151	1
3474	assez	151	1
3475	paraître	151	1
3476	blesser	151	1
3477	jamais	152	1
3478	que	152	1
3479	vous	152	1
3480	là	152	1
3481	je	152	1
3482	un	152	1
3483	pouvoir	152	1
3484	par	152	1
3485	le	152	3
3486	qui	152	1
3487	de	152	2
3488	être	152	1
3489	plus	152	1
3490	foi	152	1
3491	amant	152	1
3492	oui	152	1
3493	connaître	152	1
3494	coupable	152	1
3495	infidélité	152	1
3496	inexcusable	152	1
3497	outrager	152	1
3498	ne	153	1
3499	que	153	1
3500	cœur	153	1
3501	je	153	1
3502	avoir	153	1
3503	un	153	1
3504	de	153	1
3505	peu	153	1
3506	ah	154	1
3507	ce	154	1
3508	le	154	1
3509	de	154	1
3510	moi	154	1
3511	traître	154	1
3512	discours	154	1
3513	insolence	154	1
3514	cesse	154	1
3515	devant	154	1
3516	cruel	154	1
3517	que	155	2
3518	mon	155	1
3519	là	155	1
3520	un	155	2
3521	le	155	2
3522	à	155	1
3523	faire	155	1
3524	être	155	1
3525	il	155	1
3526	en	155	1
3527	prendre	155	1
3528	voir	155	1
3529	elle	155	1
3530	peu	155	1
3531	tu	155	1
3532	ton	155	1
3533	Sganarelle	155	1
3534	querelle	155	1
3535	effort	155	1
3536	courage	155	1
3537	tourner	155	1
3538	tuer	155	1
3539	enfant	155	1
3540	vigoureux	155	1
3541	hardi	155	1
3542	tâche	155	1
3543	généreux	155	1
3544	tandis	155	1
3545	derrière	155	1
3546	que	156	1
3547	cœur	156	1
3548	je	156	1
3549	avoir	156	1
3550	et	156	1
3551	votre	156	2
3552	ici	156	1
3553	de	156	1
3554	faire	156	1
3555	montrer	156	1
3556	il	156	1
3557	devoir	156	1
3558	du	156	1
3559	colère	156	1
3560	me	156	1
3561	beau	156	1
3562	la|le	156	1
3563	pareil	156	1
3564	discours	156	1
3565	choix	156	1
3566	émouvoir	156	1
3567	Puisqu	156	1
3568	satisfaire	156	1
3569	applaudir	156	1
3570	ne	157	1
3571	que	157	1
3572	mon	157	1
3573	y	157	1
3574	pouvoir	157	1
3575	être	157	1
3576	on	157	1
3577	tel	157	1
3578	rien	157	1
3579	oui	157	2
3580	choix	157	1
3581	reprendre	157	1
3582	vous	158	1
3583	vouloir	158	1
3584	le	158	1
3585	de	158	1
3586	faire	158	1
3587	bien	158	1
3588	aller	158	1
3589	défendre	158	1
3590	ne	159	2
3591	mon	159	1
3592	ce	159	1
3593	je	159	2
3594	avoir	159	1
3595	un	159	1
3596	et	159	1
3597	raison	159	1
3598	le	159	1
3599	de	159	2
3600	droit	159	1
3601	faire	159	1
3602	loi	159	1
3603	être	159	2
3604	sans	159	1
3605	si	159	1
3606	on	159	1
3607	bien	159	1
3608	en	159	1
3609	voir	159	1
3610	elle	159	1
3611	me	159	1
3612	point	159	1
3613	doute	159	1
3614	étrange	159	1
3615	monsieur	159	1
3616	plaindre	159	1
3617	arriver	159	1
3618	action	159	1
3619	sage	159	1
3620	carnage	159	1
3621	défendre	159	1
3622	selon	159	1
3623	vous	160	1
3624	ce	160	1
3625	et	160	1
3626	de	160	1
3627	quel	160	1
3628	où	160	1
3629	naître	160	1
3630	chagrin	160	1
3631	plainte	160	1
3632	brutal..	160	1
3633	ne	161	1
3634	que	161	2
3635	mon	161	3
3636	vous	161	2
3637	ce	161	1
3638	pas	161	1
3639	et	161	2
3640	votre	161	3
3641	vouloir	161	1
3642	le	161	2
3643	de	161	1
3644	à	161	1
3645	faire	161	2
3646	être	161	2
3647	savoir	161	1
3648	devoir	161	1
3649	du	161	1
3650	bien	161	2
3651	en	161	2
3652	soin	161	1
3653	bon	161	1
3654	me	161	1
3655	tout	161	1
3656	au	161	1
3657	mais	161	1
3658	où	161	1
3659	œil	161	1
3660	âme	161	1
3661	mal	161	1
3662	femme	161	2
3663	mettre	161	1
3664	agir	161	1
3665	suffire	161	1
3666	bât	161	1
3667	conscience	161	1
3668	barbe	161	1
3669	chrétien	161	1
3670	ne	162	1
3671	que	162	1
3672	vous	162	1
3673	ce	162	1
3674	je	162	1
3675	avoir	162	1
3676	un	162	1
3677	et	162	2
3678	de	162	1
3679	à	162	1
3680	être	162	2
3681	savoir	162	1
3682	bien	162	1
3683	aller	162	1
3684	elle	162	1
3685	loin	162	1
3686	point	162	1
3687	ridicule	162	1
3688	soupçon	162	1
3689	semblable	162	1
3690	aucun	162	1
3691	bas	162	1
3692	dessus	162	1
3693	scrupule	162	1
3694	brûler..	162	1
3695	ah	163	1
3696	que	163	1
3697	ici	163	1
3698	savoir	163	1
3699	bien	163	1
3700	tu	163	1
3701	traître	163	1
3702	dissimuler	163	1
3703	vous	164	2
3704	ce	164	1
3705	avoir	164	2
3706	un	164	1
3707	vouloir	164	1
3708	qui	164	1
3709	de	164	4
3710	me	164	2
3711	lieu	164	1
3712	quoi	164	1
3713	son	164	1
3714	croire	164	1
3715	se	164	1
3716	âme	164	1
3717	soupçonner	164	1
3718	pensée	164	1
3719	offenser	164	1
3720	lâcheté	164	1
3721	noircir	164	1
3722	pouvoir	165	1
3723	à	165	1
3724	il	165	1
3725	parler	165	2
3726	te	165	1
3727	éclaircir	165	1
3728	lui-même	165	1
3729	ne	166	1
3730	que	166	2
3731	vous	166	2
3732	ce	166	1
3733	je	166	1
3734	et	166	1
3735	faire	166	1
3736	mieux	166	1
3737	savoir	166	1
3738	il	166	1
3739	du	166	1
3740	prendre	166	1
3741	me	166	1
3742	falloir	166	1
3743	affaire	166	1
3744	défendre	166	1
3745	biais	166	1
3746	ne	167	3
3747	que	167	2
3748	cœur	167	1
3749	vous	167	1
3750	ce	167	1
3751	je	167	2
3752	un	167	3
3753	et	167	2
3754	votre	167	1
3755	vouloir	167	1
3756	qui	167	2
3757	de	167	4
3758	à	167	2
3759	faire	167	1
3760	moi	167	1
3761	être	167	2
3762	trop	167	1
3763	humeur	167	1
3764	il	167	1
3765	devoir	167	2
3766	prendre	167	1
3767	suivre|être	167	2
3768	voir	167	1
3769	feu	167	1
3770	esprit	167	1
3771	mais	167	1
3772	fort	167	1
3773	certain	167	1
3774	Madame	167	1
3775	se	167	1
3776	point	167	2
3777	âme	167	1
3778	passer	167	1
3779	contre	167	1
3780	grâce	167	1
3781	mauvais	167	1
3782	éclater	167	1
3783	jaloux	167	1
3784	dupe	167	1
3785	meilleur	167	1
3786	emploi	167	1
3787	séduire	167	1
3788	le	168	1
3789	être	168	1
3790	assez	168	1
3791	déclaration	168	1
3792	ingénu	168	1
3793	ne	169	1
3794	que	169	1
3795	pas	169	1
3796	et	169	1
3797	de	169	1
3798	on	169	2
3799	elle	169	1
3800	me	169	1
3801	la|le	169	1
3802	venir	169	1
3803	lorsque	169	1
3804	trembler	169	1
3805	tu	169	2
3806	la	169	1
3807	galant	169	1
3808	te	169	1
3809	ton	169	2
3810	carogne	169	1
3811	ôter	169	1
3812	peur	169	1
3813	demander	169	1
3814	défendre	169	1
3815	venu|venue	169	1
3816	quereller	169	1
3817	ne	170	1
3818	que	170	1
3819	ce	170	1
3820	je	170	1
3821	avoir	170	1
3822	pas	170	1
3823	et	170	1
3824	le	170	1
3825	être	170	1
3826	si	170	1
3827	on	170	1
3828	en	170	2
3829	aller	170	1
3830	suivre|être	170	1
3831	voir	170	1
3832	fort	170	1
3833	croire	170	1
3834	tu	170	1
3835	ravir	170	1
3836	envie	170	1
3837	mensonge	170	1
3838	que	171	1
3839	vouloir	171	1
3840	on	171	1
3841	me	171	1
3842	conter	171	1
3843	ne	172	1
3844	que	172	3
3845	mon	172	1
3846	cœur	172	1
3847	vous	172	1
3848	ce	172	2
3849	je	172	6
3850	pas	172	1
3851	pouvoir	172	1
3852	et	172	3
3853	par	172	1
3854	le	172	4
3855	à	172	3
3856	moi	172	1
3857	être	172	1
3858	si	172	1
3859	savoir	172	1
3860	plus	172	1
3861	on	172	1
3862	devoir	172	1
3863	bien	172	1
3864	en	172	1
3865	voir	172	2
3866	me	172	2
3867	parler	172	1
3868	moins	172	1
3869	son	172	1
3870	foi	172	1
3871	la|le	172	1
3872	entendre	172	1
3873	répondre	172	1
3874	laisser	172	1
3875	quand	172	1
3876	déjà	172	1
3877	écoute	172	1
3878	puis	172	1
3879	depuis	172	1
3880	ordre	172	1
3881	mêler	172	1
3882	tâcher	172	1
3883	reprocher	172	1
3884	finir	172	1
3885	galimatias	172	1
3886	longtemps	172	1
3887	comprendre	172	1
3888	fin	172	1
3889	vôtre	172	1
3890	que	173	2
3891	mon	173	1
3892	ce	173	1
3893	je	173	1
3894	avoir	173	1
3895	sur	173	1
3896	un	173	2
3897	pouvoir	173	1
3898	le	173	3
3899	de	173	2
3900	à	173	1
3901	autre	173	1
3902	sans	173	1
3903	en	173	1
3904	pour	173	1
3905	me	173	1
3906	transporter	173	1
3907	amour	173	1
3908	tout	173	1
3909	lieu	173	1
3910	oublier	173	1
3911	son	173	1
3912	dont	173	1
3913	croire	173	1
3914	hymen	173	1
3915	marier	173	1
3916	se	173	1
3917	lorsque	173	1
3918	ardeur	173	1
3919	la	173	1
3920	trouver	173	1
3921	bruit	173	1
3922	résister	173	1
3923	infidèle	173	1
3924	quitter	173	1
3925	fatal	173	1
3926	accourir	173	1
3927	égal	173	1
3928	abord	173	1
3929	qui	174	1
3930	à	174	1
3931	donc	174	1
3932	marier	174	1
3933	avoir	175	1
3934	lui	175	1
3935	à	176	1
3936	lui	176	1
3937	comment	176	1
3938	Oui-dà	177	1
3939	vous	178	1
3940	avoir	178	1
3941	qui	178	1
3942	dire	178	1
3943	la|le	178	1
3944	ce	179	1
3945	être	179	1
3946	lui-même	179	1
3947	aujourd	179	1
3948	vrai	180	1
3949	Est-il	180	1
3950	que	181	2
3951	mon	181	1
3952	ce	181	1
3953	je	181	2
3954	avoir	181	1
3955	à	181	1
3956	moi	181	1
3957	être	181	2
3958	dire	181	1
3959	marier	181	1
3960	femme	181	1
3961	mon	182	1
3962	vous	182	1
3963	je	182	1
3964	avoir	182	1
3965	un	182	1
3966	de	182	2
3967	grand	182	1
3968	voir	182	1
3969	dans	182	1
3970	âme	182	1
3971	portrait	182	1
3972	saisir	182	1
3973	trouble	182	1
3974	tantôt	182	1
3975	le	183	1
3976	être	183	1
3977	il	183	1
3978	voilà	183	1
3979	vrai	183	1
3980	que	184	1
3981	vous	184	3
3982	ce	184	1
3983	avoir	184	2
3984	qui	184	1
3985	de	184	1
3986	à	184	1
3987	être	184	1
3988	dire	184	1
3989	du	184	2
3990	prendre	184	1
3991	me	184	1
3992	au	184	1
3993	mariage	184	1
3994	aussi	184	1
3995	celui	184	1
3996	main	184	1
3997	gage	184	1
3998	nœud	184	1
3999	lier	184	1
4000	ne	185	1
4001	je	185	1
4002	avoir	185	2
4003	pas	185	1
4004	et	185	2
4005	de	185	1
4006	sans	185	2
4007	lui	185	1
4008	son	185	2
4009	la|le	185	1
4010	doute	185	1
4011	découvrir	185	1
4012	main	185	1
4013	arracher	185	1
4014	péché	185	1
4015	ne	186	1
4016	que	186	1
4017	mon	186	1
4018	je	186	3
4019	avoir	186	3
4020	pas	186	1
4021	et	186	1
4022	par	186	2
4023	le	186	1
4024	de	186	1
4025	nous	186	1
4026	faire	186	1
4027	me	186	1
4028	dans	186	1
4029	son	186	2
4030	la|le	186	1
4031	venir	186	1
4032	même	186	1
4033	tu	186	1
4034	trait	186	1
4035	après	186	1
4036	importun	186	1
4037	chez	186	1
4038	peinture	186	1
4039	quand	186	1
4040	conter	186	1
4041	monsieur	186	1
4042	courroux	186	1
4043	ton	186	2
4044	fortune	186	1
4045	faiblesse	186	1
4046	entrer	186	1
4047	injuste	186	1
4048	plainte	186	1
4049	sous	186	1
4050	pied	186	1
4051	rencontrer	186	1
4052	reconnaître	186	1
4053	ce	187	2
4054	je	187	1
4055	avoir	187	3
4056	et	187	1
4057	par	187	1
4058	votre	187	1
4059	le	187	2
4060	qui	187	2
4061	à	187	1
4062	faire	187	1
4063	moi	187	1
4064	être	187	1
4065	du	187	1
4066	en	187	1
4067	soin	187	1
4068	me	187	1
4069	la|le	187	1
4070	laisser	187	1
4071	portrait	187	1
4072	causer	187	1
4073	aventure	187	1
4074	choir	187	1
4075	pâmoison	187	1
4076	remettre	187	1
4077	maison	187	1
4078	que	188	1
4079	mon	188	1
4080	y	188	1
4081	vous	188	3
4082	avoir	188	1
4083	et	188	1
4084	de	188	2
4085	moi	188	1
4086	être	188	1
4087	sans	188	1
4088	voir	188	1
4089	encore	188	1
4090	peu	188	1
4091	besoin	188	1
4092	ellébore	188	1
4093	mon	189	2
4094	avoir	189	2
4095	sur	189	1
4096	le	189	1
4097	de	189	1
4098	nous	189	1
4099	bien	189	1
4100	prendre	189	1
4101	pour	189	1
4102	ceci	189	1
4103	tout	189	1
4104	la|le	189	1
4105	âme	189	1
4106	pourtant	189	1
4107	front	189	1
4108	argent	189	1
4109	comptant	189	1
4110	chaud	189	1
4111	ne	190	1
4112	que	190	1
4113	mon	190	1
4114	je	190	1
4115	pas	190	1
4116	et	190	1
4117	le	190	1
4118	de	190	2
4119	être	190	2
4120	trop	190	1
4121	où	190	1
4122	mal	190	1
4123	tromper	190	1
4124	soit	190	1
4125	craindre	190	1
4126	crainte	190	1
4127	toutefois	190	1
4128	dissiper	190	1
4129	ne	191	1
4130	que	191	2
4131	je	191	1
4132	le	191	1
4133	de	191	1
4134	nous	191	1
4135	faire	191	1
4136	sans	191	1
4137	plus	191	1
4138	accepter	191	1
4139	façon	191	1
4140	on	191	1
4141	du	191	2
4142	bien	191	1
4143	croire	191	1
4144	gens	191	1
4145	tu	191	1
4146	hé	191	1
4147	parti	191	1
4148	mutuellement	191	1
4149	risquer	191	1
4150	mien	191	1
4151	tien	191	1
4152	proposer	191	1
4153	je	192	1
4154	le	192	1
4155	si	192	1
4156	quelque	192	1
4157	apprendre	192	1
4158	mais	192	1
4159	chose	192	1
4160	soit	192	1
4161	bois	192	1
4162	garer	192	1
4163	ah	193	1
4164	que	193	3
4165	mon	193	5
4166	cœur	193	1
4167	vous	193	1
4168	ce	193	2
4169	je	193	6
4170	avoir	193	4
4171	un	193	2
4172	et	193	2
4173	le	193	3
4174	qui	193	1
4175	de	193	4
4176	à	193	1
4177	faire	193	1
4178	être	193	2
4179	sans	193	1
4180	accepter	193	1
4181	il	193	1
4182	devoir	193	1
4183	prendre	193	1
4184	pour	193	1
4185	voir	193	1
4186	me	193	1
4187	lieu	193	1
4188	donc	193	1
4189	père	193	1
4190	mais	193	1
4191	foi	193	1
4192	croire	193	1
4193	venir	193	2
4194	hymen	193	1
4195	oui	193	1
4196	se	193	1
4197	ainsi	193	1
4198	dieu	193	1
4199	courroux	193	1
