__id__	__unit__	__context__	__count__
1457	ne	50	1
1458	que	50	1
1459	mon	50	1
1460	ce	50	2
1461	je	50	2
1462	et	50	1
1463	vouloir	50	1
1464	le	50	1
1465	de	50	4
1466	autre	50	1
1467	être	50	2
1468	savoir	50	1
1469	on	50	1
1470	grand	50	1
1471	soin	50	1
1472	empressement	50	1
1473	tout	50	1
1474	la|le	50	1
1475	hymen	50	1
1476	point	50	1
1477	âme	50	1
1478	tu	50	1
1479	digne	50	1
1480	blâme	50	1
1481	Célie	50	1
1482	alarmer	50	1
1483	adorer	50	1
1484	instruire	50	1
1485	avant	50	1
1486	funeste	50	1
1487	bruit	50	1
1488	ne	51	1
1489	que	51	1
1490	mon	51	1
1491	cœur	51	2
1492	vous	51	4
1493	ce	51	1
1494	je	51	3
1495	avoir	51	1
1496	pas	51	1
1497	un	51	1
1498	pouvoir	51	2
1499	et	51	5
1500	par	51	1
1501	votre	51	2
1502	le	51	6
1503	de	51	3
1504	à	51	4
1505	moi	51	1
1506	juger	51	1
1507	être	51	2
1508	sans	51	2
1509	plus	51	2
1510	du	51	1
1511	grand	51	1
1512	bien	51	1
1513	en	51	3
1514	vingt	51	1
1515	bon	51	1
1516	pour	51	3
1517	aller	51	1
1518	suivre|être	51	1
1519	me	51	2
1520	tout	51	1
1521	au	51	1
1522	mais	51	2
1523	fort	51	1
1524	affaire	51	1
1525	croire	51	1
1526	venir	51	1
1527	oui	51	1
1528	se	51	1
1529	lorsque	51	1
1530	âme	51	1
1531	doute	51	1
1532	devenir	51	1
1533	porter	51	1
1534	chez	51	1
1535	sort	51	1
1536	quand	51	1
1537	contre	51	1
1538	Monsieur	51	1
1539	manger	51	1
1540	repas	51	1
1541	nécessaire	51	1
1542	éclaircir	51	1
1543	résister	51	1
1544	attaque	51	1
1545	moi-même	51	1
1546	moindre	51	1
1547	disgrâce	51	1
1548	jeun	51	1
1549	saisir	51	1
1550	terrasser	51	1
1551	ferme	51	1
1552	revers	51	1
1553	bout	51	1
1554	bourrer	51	1
1555	réserve	51	1
1556	aucun	51	1
1557	coup	51	1
1558	fortune	51	1
1559	fermer	51	1
1560	entrée	51	1
1561	douleur	51	1
1562	verre	51	1
1563	vin	51	1
1564	entourer	51	1
1565	ne	52	1
1566	je	52	1
1567	savoir	52	1
1568	manger	52	1
1569	je	53	1
1570	votre	53	1
1571	le	53	1
1572	à	53	1
1573	faire	53	1
1574	être	53	1
1575	si	53	1
1576	bien	53	1
1577	tout	53	1
1578	mourir	53	1
1579	pourtant	53	1
1580	dîner	53	1
1581	prêt	53	1
1582	heure	53	1
1583	je	54	1
1584	la|le	54	1
1585	toi	54	1
1586	ordonner	54	1
1587	te	54	1
1588	taire	54	1
1589	ah	55	1
1590	quel	55	1
1591	ordre	55	1
1592	inhumain	55	1
1593	je	56	1
1594	avoir	56	1
1595	pas	56	1
1596	et	56	1
1597	le	56	2
1598	de	56	2
1599	inquiétude	56	1
1600	non	56	1
1601	faim	56	1
1602	que	57	1
1603	je	57	1
1604	avoir	57	1
1605	un	57	1
1606	et	57	2
1607	sot	57	1
1608	votre	57	1
1609	le	57	2
1610	de	57	3
1611	faire	57	1
1612	moi	57	1
1613	voir	57	1
1614	amour	57	1
1615	tout	57	1
1616	inquiétude	57	1
1617	faim	57	1
1618	étude	57	1
1619	mon	58	1
1620	et	58	1
1621	vouloir	58	1
1622	le	58	1
1623	de	58	2
1624	moi	58	1
1625	sans	58	1
1626	si	58	1
1627	informer	58	1
1628	aller	58	1
1629	me	58	2
1630	vœu	58	1
1631	tu	58	1
1632	laisser	58	1
1633	objet	58	1
1634	manger	58	1
1635	importuner	58	1
1636	ne	59	1
1637	que	59	1
1638	ce	59	1
1639	je	59	1
1640	un	59	1
1641	à	59	1
1642	ordonner	59	1
1643	point	59	1
1644	maître	59	1
1645	répliquer	59	1
1646	mon	60	2
1647	avoir	60	2
1648	un	60	1
1649	et	60	1
1650	le	60	2
1651	qui	60	1
1652	de	60	2
1653	à	60	1
1654	faire	60	1
1655	trop	60	1
1656	du	60	1
1657	voir	60	1
1658	me	60	1
1659	amour	60	1
1660	père	60	1
1661	se	60	1
1662	âme	60	1
1663	abandonner	60	1
1664	soutenir	60	1
1665	non	60	2
1666	peur	60	1
1667	promettre	60	1
1668	fille	60	1
1669	preuve	60	1
1670	espoir	60	1
1671	ne	61	1
1672	mon	61	1
1673	je	61	1
1674	avoir	61	1
1675	et	61	1
1676	le	61	2
1677	qui	61	1
1678	nous	61	1
1679	à	61	1
1680	être	61	1
1681	il	61	1
1682	du	61	1
1683	voir	61	1
1684	me	61	1
1685	la|le	61	1
1686	point	61	1
1687	puis	61	1
1688	malheureux	61	1
1689	aise	61	1
1690	trogne	61	1
1691	pendard	61	1
1692	causer	61	1
1693	vergogne	61	1
1694	connaître	61	1
1695	que	62	2
1696	mon	62	1
1697	ce	62	1
1698	je	62	2
1699	et	62	1
1700	ici	62	1
1701	être	62	1
1702	si	62	1
1703	devoir	62	1
1704	Dieu	62	1
1705	croire	62	1
1706	aussi	62	1
1707	apercevoir	62	1
1708	portrait	62	1
1709	ah	63	1
1710	à	63	1
1711	destiner	63	1
1712	quel	63	1
1713	pauvre	63	1
1714	ton	63	1
1715	Sganarelle	63	1
1716	réputation	63	1
1717	est-elle	63	1
1718	condamner	63	1
1719	Faut..	63	1
1720	ne	64	1
1721	mon	64	1
1722	ce	64	1
1723	pouvoir	64	1
1724	le	64	1
1725	qui	64	1
1726	de	64	1
1727	moi	64	1
1728	être	64	1
1729	sans	64	1
1730	du	64	1
1731	foi	64	1
1732	tenir	64	1
1733	main	64	1
1734	sortir	64	1
1735	alarmer	64	1
1736	gage	64	1
1737	que	65	4
1738	sur	65	1
1739	un	65	1
1740	et	65	1
1741	le	65	1
1742	deux	65	1
1743	à	65	1
1744	montrer	65	1
1745	on	65	3
1746	en	65	2
1747	tout	65	1
1748	au	65	1
1749	la|le	65	1
1750	mal	65	1
1751	femme	65	1
1752	te	65	3
1753	front	65	1
1754	ton	65	1
1755	Faut-il	65	1
1756	désormais	65	1
1757	doigt	65	1
1758	mettre	65	1
1759	chanson	65	1
1760	rencontre	65	1
1761	rejeter	65	1
1762	nez	65	1
1763	scandaleux	65	1
1764	affront	65	1
1765	naître	65	1
1766	imprimer	65	1
1767	je	66	1
1768	me	66	1
1769	tromper	66	1
1770	ah	67	1
1771	mon	67	1
1772	avoir	67	2
1773	un	67	3
1774	pouvoir	67	1
1775	et	67	1
1776	le	67	2
1777	qui	67	1
1778	de	67	3
1779	bien	67	1
1780	pour	67	1
1781	me	67	1
1782	beau	67	1
1783	dans	67	1
1784	mari	67	1
1785	passer	67	1
1786	tu	67	1
1787	fait	67	1
1788	qu	67	1
1789	femme	67	1
1790	maudit	67	1
1791	Faut-il	67	1
1792	truand	67	1
1793	courage	67	1
1794	cocu	67	1
1795	fleur	67	1
1796	âge	67	1
1797	marmouset	67	1
1798	étourneau..	67	1
1799	ne	68	1
1800	mon	68	1
1801	ce	68	1
1802	je	68	1
1803	être	68	1
1804	me	68	1
1805	point	68	1
1806	portrait	68	1
1807	abuser	68	1
1808	lui-même	68	1
1809	ce	69	1
1810	être	69	1
1811	homme	69	1
1812	curieux	69	1
1813	mon	70	1
1814	être	70	1
1815	surprise	70	1
1816	extrême	70	1
1817	qui	71	1
1818	à	71	1
1819	en	71	1
1820	donc	71	1
1821	a-t-il	71	1
1822	je	72	1
1823	un	72	1
1824	vouloir	72	1
1825	le	72	1
1826	de	72	1
1827	eh	72	1
1828	mot	72	1
1829	accoster	72	1
1830	Puis-je..	72	1
1831	grâce	72	1
1832	que	73	1
1833	me	73	1
1834	conter	73	1
1835	veut-il	73	1
1836	vous	74	1
1837	ce	74	1
1838	je	74	1
1839	votre	74	1
1840	le	74	1
1841	qui	74	1
1842	de	74	2
1843	faire	74	1
1844	savoir	74	1
1845	dedans	74	1
1846	trouver	74	1
1847	peinture	74	1
1848	main	74	1
1849	puis	74	1
1850	obtenir	74	1
1851	aventure	74	1
1852	ah	75	1
1853	ne	75	1
1854	mon	75	4
1855	ce	75	3
1856	je	75	1
1857	de	75	3
1858	à	75	1
1859	ou	75	1
1860	être	75	2
1861	plus	75	1
1862	lui	75	1
1863	homme	75	1
1864	me	75	2
1865	voilà	75	1
1866	mais	75	1
1867	son	75	2
1868	foi	75	1
1869	où	75	1
1870	venir	75	1
1871	âme	75	1
1872	présent	75	1
1873	celui	75	1
1874	désir	75	1
1875	étonner	75	1
1876	femme	75	1
1877	éclaircir	75	1
1878	surprise	75	1
1879	aviser	75	1
1880	ici..	75	1
1881	trouble	75	1
1882	plutôt	75	1
1883	vous	76	1
1884	et	76	1
1885	de	76	2
1886	moi	76	1
1887	dire	76	1
1888	où	76	1
1889	peine	76	1
1890	retirer	76	1
1891	vient..	76	1
1892	ne	77	2
1893	que	77	3
1894	vous	77	3
1895	ce	77	2
1896	je	77	2
1897	avoir	77	1
1898	pas	77	2
1899	un	77	3
1900	pouvoir	77	1
1901	et	77	3
1902	votre	77	3
1903	le	77	5
1904	qui	77	3
1905	de	77	6
1906	nous	77	2
1907	faire	77	1
1908	moi	77	1
1909	être	77	4
1910	si	77	1
1911	savoir	77	2
1912	il	77	1
1913	du	77	2
1914	en	77	1
1915	pour	77	1
1916	amour	77	1
1917	Dieu	77	1
1918	dans	77	1
1919	mais	77	1
1920	son	77	1
1921	fort	77	1
1922	mari	77	1
1923	tenir	77	1
1924	fait	77	1
1925	ardeur	77	1
1926	trouver	77	1
1927	celui	77	1
1928	portrait	77	1
1929	honneur	77	1
1930	main	77	1
1931	songer	77	1
1932	doux	77	1
1933	secret	77	1
1934	connaître	77	1
1935	désormais	77	1
1936	merci	77	1
1937	souci	77	1
1938	fâcher	77	1
1939	ressemblance	77	1
1940	connaissance	77	1
1941	soit	77	1
1942	dame	77	1
1943	galanterie	77	1
1944	seigneurie	77	1
1945	cesser	77	1
1946	mauvais	77	1
1947	nœud	77	1
1948	sacré	77	1
1949	mariage..	77	1
1950	vous	78	2
1951	ce	78	1
1952	dire	78	1
1953	quoi	78	1
1954	dont	78	1
1955	tenir	78	1
1956	celui	78	1
1957	gage..	78	1
1958	mon	79	1
1959	je	79	1
1960	et	79	1
1961	être	79	1
1962	suivre|être	79	1
1963	son	79	1
1964	mari	79	1
1965	femme	79	1
1966	son	80	1
1967	mari	80	1
1968	vous	81	2
1969	je	81	2
1970	sur	81	1
1971	et	81	2
1972	le	81	2
1973	à	81	1
1974	savoir	81	1
1975	dire	81	1
1976	en	81	2
1977	aller	81	1
1978	très	81	1
1979	me	81	1
1980	apprendre	81	1
1981	son	81	2
1982	la|le	81	1
1983	mari	81	2
1984	oui	81	1
1985	heure	81	1
1986	marri	81	1
1987	cause	81	1
1988	parent|parents	81	1
1989	ah	82	2
1990	ne	82	1
1991	que	82	4
1992	mon	82	3
1993	cœur	82	1
1994	ce	82	2
1995	je	82	1
1996	avoir	82	3
1997	pas	82	1
1998	un	82	4
1999	et	82	4
2000	le	82	5
2001	de	82	6
2002	à	82	1
2003	faire	82	1
2004	être	82	1
2005	si	82	3
2006	quelque	82	1
2007	plus	82	1
2008	époux	82	1
2009	on	82	1
2010	dire	82	1
2011	devoir	82	1
2012	bien	82	2
2013	mille	82	1
2014	pour	82	1
2015	homme	82	1
2016	elle	82	1
2017	donner	82	1
2018	me	82	2
2019	feu	82	1
2020	tout	82	2
2021	au	82	1
2022	mais	82	1
2023	entendre	82	1
2024	venir	82	1
2025	se	82	1
2026	mal	82	1
2027	voyage	82	1
2028	Me	82	1
2029	éternel	82	1
2030	soutenir	82	1
2031	bouche	82	1
2032	ingrat	82	1
2033	devenir	82	1
2034	travail	82	1
2035	quand	82	1
2036	ton	82	1
2037	flamme	82	1
2038	sensible	82	1
2039	corps	82	1
2040	coup	82	1
2041	promettre	82	1
2042	serment	82	1
2043	infidèle	82	1
2044	seul	82	1
2045	méprendre	82	1
2046	choix	82	1
2047	bas	82	1
2048	honteux	82	1
2049	intérêt	82	1
2050	bien..	82	1
2051	outrage	82	1
2052	mêler	82	1
2053	assez	82	1
2054	long	82	1
2055	choc	82	1
2056	violent	82	1
2057	faible	82	1
2058	chancelant	82	1
2059	mon	83	1
2060	vous	83	2
2061	je	83	1
2062	à	83	1
2063	moi	83	1
2064	quel	83	1
2065	tomber	83	1
2066	en	83	1
2067	hélas	83	1
2068	voir	83	1
2069	mal	83	1
2070	monsieur	83	1
2071	malgré	83	1
2072	prêt	83	1
2073	perfide..	83	1
2074	presser	83	1
2075	faiblesse	83	1
2076	ce	84	1
2077	avoir	84	1
2078	un	84	1
2079	qui	84	1
2080	être	84	1
2081	prendre	84	1
2082	me	84	1
2083	mal	84	1
2084	subitement	84	1
2085	assez	84	1
2086	que	85	1
2087	vous	85	1
2088	ce	85	1
2089	je	85	1
2090	ici	85	1
2091	le	85	1
2092	il	85	1
2093	en	85	1
2094	pour	85	1
2095	dans	85	1
2096	passer	85	1
2097	craindre	85	1
2098	évanouissement	85	1
2099	entrer	85	1
2100	salle	85	1
2101	attendre	85	1
2102	ce	86	1
2103	je	86	1
2104	un	86	1
2105	deux	86	1
2106	ou	86	1
2107	accepter	86	1
2108	pour	86	1
2109	grâce	86	1
2110	moment	86	1
2111	ne	87	2
2112	jamais	87	1
2113	que	87	2
2114	vous	87	1
2115	ce	87	4
2116	je	87	2
2117	sur	87	1
2118	un	87	3
2119	et	87	2
2120	le	87	3
2121	de	87	4
2122	être	87	3
2123	sans	87	1
2124	bien	87	2
2125	prendre	87	1
2126	elle	87	2
2127	tout	87	1
2128	peu	87	1
2129	mais	87	1
2130	mari	87	1
2131	venir	87	1
2132	aussi	87	1
2133	se	87	1
2134	pareil	87	1
2135	vite	87	1
2136	point	87	3
2137	forfait	87	1
2138	contre	87	1
2139	avérer	87	1
2140	souci	87	1
2141	approuver	87	1
2142	chèvre	87	1
2143	ouïr	87	1
2144	conclure	87	1
2145	parent	87	1
2146	criminel	87	1
2147	délicat	87	1
2148	imputer	87	1
2149	que	88	1
2150	le	88	1
2151	il	88	1
2152	falloir	88	1
2153	au	88	1
2154	chose	88	1
2155	doigt	88	1
2156	c	88	1
2157	toucher	88	1
2158	que	89	1
2159	ce	89	3
2160	pouvoir	89	1
2161	et	89	2
2162	le	89	4
2163	qui	89	1
2164	de	89	1
2165	nous	89	2
2166	à	89	2
2167	être	89	4
2168	trop	89	1
2169	si	89	2
2170	savoir	89	1
2171	on	89	1
2172	lui	89	1
2173	en	89	2
2174	homme	89	1
2175	tout	89	1
2176	comme	89	1
2177	donc	89	1
2178	son	89	2
2179	venir	89	1
2180	après	89	1
2181	portrait	89	1
2182	main	89	1
2183	offense	89	1
2184	connaître	89	1
2185	promptitude	89	1
2186	erreur	89	1
2187	exposer	89	1
2188	Informez-vous	89	1
2189	penser	89	1
2190	premier	89	1
2191	punir	89	1
2192	ne	90	2
2193	mon	90	1
2194	ce	90	2
2195	je	90	2
2196	pas	90	2
2197	pouvoir	90	1
2198	et	90	1
2199	par	90	2
2200	raison	90	1
2201	le	90	1
2202	de	90	1
2203	à	90	1
2204	mieux	90	1
2205	être	90	3
2206	trop	90	1
2207	sans	90	1
2208	on	90	1
2209	dire	90	1
2210	il	90	1
2211	en	90	3
2212	bon	90	1
2213	aller	90	1
2214	suivre|être	90	2
2215	me	90	1
2216	tête	90	1
2217	tout	90	2
2218	au	90	1
2219	donc	90	1
2220	dont	90	1
2221	venir	90	1
2222	enfin	90	1
2223	fait	90	1
2224	Me	90	1
2225	notre	90	1
2226	front	90	1
2227	effet	90	1
2228	alarmer	90	1
2229	mettre	90	1
2230	doucement	90	1
2231	peut-être	90	1
2232	vision	90	1
2233	cornu	90	1
2234	sueur	90	1
2235	tôt	90	1
2236	portraire	90	1
2237	déshonneur	90	1
2238	confirmer	90	1
2239	tâcher	90	1
2240	soins..	90	1
2241	ah	91	1
2242	ne	91	1
2243	que	91	1
2244	mon	91	1
2245	ce	91	1
2246	je	91	2
2247	le	91	1
2248	de	91	1
2249	à	91	1
2250	être	91	1
2251	plus	91	1
2252	il	91	1
2253	en	91	1
2254	voir	91	1
2255	foi	91	1
2256	chose	91	1
2257	mourir	91	1
2258	portrait	91	1
2259	propre	91	1
2260	original	91	1
2261	voici	91	1
2262	heure	91	1
2263	question	91	1
2264	vous	92	3
2265	ce	92	1
2266	pouvoir	92	1
2267	et	92	1
2268	par	92	1
2269	votre	92	1
2270	être	92	1
2271	trop	92	1
2272	si	92	2
2273	bien	92	1
2274	mal	92	1
2275	monsieur	92	1
2276	sortir	92	1
2277	tôt	92	1
2278	hâter	92	1
2279	reprendre	92	1
2280	que	93	2
2281	vous	93	2
2282	je	93	1
2283	avoir	93	1
2284	pouvoir	93	1
2285	on	93	1
2286	du	93	1
2287	me	93	1
2288	autant	93	1
2289	rendre	93	2
2290	non	93	2
2291	grâce	93	1
2292	secours	93	1
2293	obligeant	93	1
2294	prêter	93	1
2295	le	94	1
2296	faire	94	1
2297	lui	94	1
2298	encore	94	1
2299	après	94	1
2300	masque	94	1
2301	civilité	94	1
2302	que	95	1
2303	ce	95	1
2304	pouvoir	95	1
2305	dire	95	1
2306	il	95	2
2307	voir	95	1
2308	me	95	2
2309	apercevoir	95	1
2310	ah	96	1
2311	ne	96	1
2312	que	96	1
2313	mon	96	3
2314	ce	96	2
2315	je	96	1
2316	avoir	96	1
2317	un	96	1
2318	et	96	2
2319	le	96	1
2320	de	96	3
2321	trop	96	1
2322	si	96	1
2323	devoir	96	1
2324	me	96	1
2325	beau	96	1
2326	au	96	1
2327	mais	96	1
2328	son	96	1
2329	rigueur	96	1
2330	se	96	1
2331	âme	96	1
2332	heureux	96	1
2333	mal	96	1
2334	sort	96	1
2335	femme	96	1
2336	oh	96	1
2337	objet	96	1
2338	flamme	96	1
2339	condamner	96	1
2340	imputer	96	1
2341	émouvoir	96	1
2342	inspire..	96	1
2343	injuste	96	1
2344	transport	96	1
2345	envier	96	1
2346	seulement	96	1
2347	bonheur	96	1
2348	ne	97	2
2349	que	97	1
2350	ce	97	3
2351	le	97	1
2352	à	97	1
2353	être	97	3
2354	il	97	1
2355	du	97	2
2356	en	97	1
2357	aller	97	1
2358	honnête	97	1
2359	me	97	1
2360	tête	97	1
2361	tout	97	1
2362	venir	97	1
2363	aussi	97	1
2364	se	97	2
2365	point	97	2
2366	étrange	97	1
2367	procédé	97	1
2368	rendre	97	1
2369	expliquer	97	1
2370	terme	97	1
2371	ambigu	97	1
2372	propos	97	1
2373	confus	97	1
2374	corne	97	1
2375	mon	98	1
2376	ce	98	1
2377	avoir	98	1
2378	pouvoir	98	1
2379	le	98	1
2380	qui	98	1
2381	à	98	2
2382	en	98	1
2383	me	98	1
2384	tout	98	1
2385	lieu	98	1
2386	quoi	98	1
2387	Lélie	98	1
2388	son	98	1
2389	œil	98	1
2390	heure	98	1
2391	paraître	98	1
2392	cacher	98	1
2393	retour	98	1
2394	ah	99	1
2395	mon	99	1
2396	ce	99	1
2397	je	99	2
2398	avoir	99	3
2399	sur	99	1
2400	un	99	3
2401	et	99	2
2402	le	99	4
2403	de	99	3
2404	nous	99	1
2405	faire	99	1
2406	ou	99	1
2407	trop	99	2
2408	sans	99	1
2409	si	99	1
2410	bras	99	1
2411	quelque	99	1
2412	devoir	99	1
2413	du	99	1
2414	bien	99	2
2415	lui	99	3
2416	pour	99	1
2417	aller	99	1
2418	tel	99	1
2419	beau	99	1
2420	moins	99	1
2421	jeter	99	1
2422	feu	99	1
2423	comme	99	1
2424	au	99	1
2425	mais	99	1
2426	son	99	2
2427	dont	99	1
2428	la|le	99	1
2429	heureux	99	1
2430	après	99	1
2431	crier	99	1
2432	laisser	99	1
2433	femme	99	1
2434	honneur	99	1
2435	oh	99	1
2436	malheureux	99	1
2437	ni	99	1
2438	plutôt	99	1
2439	infâme	99	1
2440	coupable	99	1
2441	vérifier	99	1
2442	respect	99	1
2443	demi	99	1
2444	cocufier	99	1
2445	indice	99	1
2446	demeurer	99	1
2447	croiser	99	1
2448	jocrisse	99	1
2449	chapeau	99	1
2450	ruer	99	1
2451	pierre	99	1
2452	crotter	99	1
2453	manteau	99	1
2454	hautement	99	1
2455	contenter	99	1
2456	rage	99	1
2457	larron	99	1
2458	voisinage	99	1
2459	vous	100	3
2460	avoir	100	1
2461	et	100	1
2462	qui	100	2
2463	de	100	1
2464	être	100	1
2465	parler	100	1
2466	où	100	1
2467	venir	100	1
2468	maintenant	100	1
2469	celui	100	1
2470	connaître	100	1
2471	devers	100	1
2472	est-il	100	1
2473	ne	101	1
2474	mon	101	1
2475	ce	101	2
2476	pas	101	1
2477	le	101	1
2478	qui	101	1
2479	moi	101	1
2480	être	101	2
2481	hélas	101	1
2482	Madame	101	1
2483	femme	101	1
2484	connaître	101	1
2485	votre	102	1
2486	quel	102	1
2487	ainsi	102	1
2488	âme	102	1
2489	trouble	102	1
2490	agiter	102	1
2491	ne	103	1
2492	un	103	1
2493	et	103	1
2494	de	103	2
2495	à	103	1
2496	moi	103	1
2497	du	103	1
2498	me	103	1
2499	point	103	1
2500	hors	103	1
2501	laisser	103	1
2502	condamner	103	1
2503	deuil	103	1
2504	saison	103	1
2505	pousser	103	1
2506	soupir	103	1
2507	foison	103	1
2508	vous	104	1
2509	ce	104	1
2510	pouvoir	104	1
2511	de	104	1
2512	où	104	1
2513	venir	104	1
2514	commun	104	1
2515	douleur	104	1
2516	non	104	1
2517	ne	105	1
2518	que	105	2
2519	mon	105	1
2520	vous	105	1
2521	ce	105	2
2522	je	105	3
2523	pas	105	1
2524	et	105	1
2525	le	105	6
2526	de	105	2
2527	à	105	2
2528	autre	105	1
2529	moi	105	1
2530	être	105	2
2531	sans	105	1
2532	si	105	1
2533	encor	105	1
2534	on	105	2
2535	du	105	2
2536	bien	105	1
2537	pour	105	1
2538	suivre|être	105	1
2539	voir	105	2
2540	donner	105	1
2541	me	105	2
2542	dans	105	1
2543	au	105	2
2544	peu	105	1
2545	mais	105	1
2546	mari	105	1
2547	où	105	1
2548	se	105	1
2549	point	105	1
2550	pauvre	105	1
2551	voi	105	1
2552	honneur	105	2
2553	malheureux	105	1
2554	Sganarelle	105	1
2555	affliger	105	1
2556	réputation	105	1
2557	prune	105	1
2558	chagrin	105	1
2559	modèle	105	1
2560	dérober	105	2
2561	affliction	105	1
2562	comment	106	1
2563	mon	107	2
2564	ce	107	1
2565	je	107	1
2566	avoir	107	1
2567	et	107	2
2568	par	107	2
2569	le	107	1
2570	de	107	2
2571	savoir	107	1
2572	lui	107	1
2573	parler	107	1
2574	tout	107	1
2575	Madame	107	1
2576	avec	107	1
2577	œil	107	1
2578	fait	107	1
2579	Me	107	1
2580	femme	107	1
2581	avérer	107	1
2582	secret	107	1
2583	cocu	107	1
2584	damoiseau	107	1
2585	révérence	107	1
2586	licence	107	1
2587	aujourd	107	1
2588	commerce	107	1
2589	qui	108	1
2590	celui	108	1
2591	maintenant..	108	1
2592	mon	109	2
2593	et	109	1
2594	il	109	1
2595	me	109	1
2596	la|le	109	1
2597	oui	109	2
2598	femme	109	2
2599	adorer	109	2
2600	déshonorer	109	1
2601	ah	110	1
2602	ne	110	1
2603	que	110	2
2604	ce	110	2
2605	je	110	2
2606	avoir	110	2
2607	un	110	1
2608	pouvoir	110	1
2609	et	110	1
2610	par	110	1
2611	le	110	1
2612	qui	110	1
2613	de	110	1
2614	juger	110	1
2615	être	110	1
2616	quelque	110	1
2617	devoir	110	1
2618	bien	110	1
2619	en	110	1
2620	voir	110	1
2621	me	110	1
2622	trembler	110	1
2623	secret	110	1
2624	tour	110	1
2625	paraître	110	1
2626	retour	110	1
2627	couvrir	110	1
2628	lâche	110	1
2629	d	110	1
2630	pressentiment	110	1
2631	ne	111	2
2632	que	111	1
2633	mon	111	2
2634	y	111	1
2635	vous	111	1
2636	avoir	111	3
2637	pas	111	1
2638	et	111	1
2639	le	111	2
2640	qui	111	1
2641	de	111	2
2642	faire	111	1
2643	trop	111	1
2644	bien	111	1
2645	en	111	1
2646	prendre	111	2
2647	tout	111	1
2648	apprendre	111	1
2649	rien	111	1
2650	avec	111	1
2651	loin	111	1
2652	même	111	1
2653	monde	111	1
2654	part	111	1
2655	défense	111	1
2656	bonté	111	1
2657	charité	111	1
2658	plusieurs	111	1
2659	tantôt	111	1
2660	martyr|martyre	111	1
2661	rire	111	1
2662	ne	112	1
2663	que	112	1
2664	ce	112	1
2665	pas	112	1
2666	un	112	1
2667	pouvoir	112	1
2668	et	112	1
2669	le	112	1
2670	de	112	3
2671	être	112	1
2672	plus	112	1
2673	on	112	1
2674	devoir	112	1
2675	lui	112	1
2676	rien	112	1
2677	croire	112	1
2678	tu	112	1
2679	après	112	1
2680	trouver	112	1
2681	vie	112	1
2682	ciel	112	1
2683	ô	112	1
2684	te	112	2
2685	ton	112	1
2686	est-il	112	1
2687	lâche	112	1
2688	Est-il	112	1
2689	noir	112	1
2690	action	112	1
2691	punition	112	1
2692	indigne	112	1
2693	souiller	112	1
2694	perfidie	112	1
2695	possible	112	1
2696	moi	113	1
2697	être	113	1
2698	trop	113	1
2699	il	113	1
2700	pour	113	1
2701	vrai	113	1
2702	ah	114	1
2703	et	114	1
2704	sans	114	1
2705	foi	114	1
2706	âme	114	1
2707	traître	114	1
2708	scélérat	114	1
2709	double	114	1
2710	le	115	1
2711	bon	115	1
2712	âme	115	1
2713	ne	116	2
2714	avoir	116	1
2715	un	116	1
2716	le	116	1
2717	qui	116	1
2718	de	116	1
2719	trop	116	1
2720	pour	116	1
2721	peine	116	1
2722	point	116	1
2723	doux	116	1
2724	ton	116	1
2725	non	116	2
2726	soit	116	1
2727	enfer	116	1
2728	gêne	116	1
2729	crime	116	1
2730	que	117	1
2731	bien	117	1
2732	voilà	117	1
2733	parler	117	1
2734	avoir	118	1
2735	et	118	2
2736	le	118	2
2737	ainsi	118	1
2738	même	118	2
2739	bonté	118	1
2740	traiter	118	1
2741	innocence	118	1
2742	haie	119	1
2743	ne	120	1
2744	jamais	120	1
2745	cœur	120	1
2746	avoir	120	1
2747	un	120	1
2748	le	120	2
2749	qui	120	1
2750	à	120	1
2751	faire	120	1
2752	la|le	120	1
2753	où	120	1
2754	chose	120	1
2755	ton	120	1
2756	moindre	120	1
2757	affront	120	1
2758	exposer	120	1
2759	mériter	120	1
2760	mépris	120	1
2761	être	121	1
2762	il	121	1
2763	vrai	121	1
2764	ne	122	1
2765	cœur	122	1
2766	y	122	1
2767	ce	122	2
2768	et	122	1
2769	qui	122	1
2770	de	122	1
2771	être	122	1
2772	trop	122	1
2773	sans	122	1
2774	savoir	122	1
2775	bien	122	1
2776	mais	122	1
2777	mourir	122	1
2778	songer	122	1
2779	douleur	122	1
2780	loin..	122	1
2781	ne	123	1
2782	mon	123	2
2783	vous	123	3
2784	pas	123	1
2785	et	123	1
2786	le	123	1
2787	trop	123	1
2788	très	123	1
2789	me	123	1
2790	tant	123	1
2791	Madame	123	1
2792	âme	123	1
2793	mal	123	1
2794	cher	123	1
2795	fâcher	123	1
2796	toucher	123	1
2797	percer	123	1
2798	ne	124	2
2799	que	124	2
2800	mon	124	1
2801	cœur	124	1
2802	y	124	1
2803	ce	124	2
2804	je	124	2
2805	pas	124	2
2806	pouvoir	124	1
2807	et	124	1
2808	vouloir	124	1
2809	de	124	1
2810	à	124	2
2811	faire	124	1
2812	sans	124	1
2813	savoir	124	1
2814	il	124	1
2815	du	124	1
2816	en	124	2
2817	pour	124	1
2818	me	124	1
2819	fruit	124	1
2820	falloir	124	1
2821	mais	124	1
2822	rien	124	1
2823	se	124	1
2824	te	124	3
2825	abuser	124	1
2826	demeurer	124	1
2827	jusque	124	1
2828	figurer	124	1
2829	plainte	124	1
2830	venger	124	1
2831	courir	124	1
2832	distraire	124	1
