file,nmi,pk,pk_rdm,wd,wd_rdm,ext_nmi,ext_pk,ext_pk_rdm,ext_wd,ext_wd_rdm
corpora/elements_pp/e100_pp_wostw.txt,0.643565468973923,0.527777777777777777777777778,0.513888888888888888888888889,0.652777777777777777777777778,0.9305555555555555555555555555,0.7111879071212577,0.4578963602714373843306600864,0.576249228871067242442936459,1.0,1.0
corpora/elements_pp/e101_pp_wostw.txt,0.684970310288981,0.35,0.1,0.7,0.75,0.8166530387190648,0.2135313531353135313531353136,0.5753575357535753575357535755,1.0,1.0
corpora/elements_pp/e102_pp_wostw.txt,0.7394685720874056,0.2631578947368421052631578947,0.4736842105263157894736842105,0.4473684210526315789473684210,0.8157894736842105263157894735,0.7751351920697518,0.2818362392407856985212977268,0.583756345177664974619289340,1.0,1.0
corpora/elements_pp/e103_pp_wostw.txt,0.7581023684472378,0.3787878787878787878787878788,0.5454545454545454545454545455,0.606060606060606060606060606,0.878787878787878787878787879,0.7615744327127318,0.3942538675891227058710483328,0.5755741327952339771307773615,1.0,1.0
corpora/elements_pp/e104_pp_wostw.txt,0.7818034823561233,0.125,0.125,0.8125,0.6875,0.8398581820431728,0.2311168495803744351194318916,0.5719819238218205293737895415,0.2908327953518398967075532602,1
corpora/elements_pp/e105_pp_wostw.txt,0.5631737586795786,0.632653061224489795918367347,0.5714285714285714285714285715,0.755102040816326530612244898,0.9591836734693877551020408165,0.5638339210454869,0.5697804604974930633305748915,0.665579516136883609988803972,1.0,1.0
corpora/elements_pp/e106_pp_wostw.txt,1.0,0,0.5,0,0.75,1.0,0,0.6663201663201663201663201665,1.0,1.0
corpora/elements_pp/e107_pp_wostw.txt,0.6666666666666666,0,0,1,0.25,0.6905808065236171,0.2005141388174807197943444730,0.598971722365038560411311054,0.2005141388174807197943444730,1
corpora/elements_pp/e108_pp_wostw.txt,0.6603846649189641,0.2500000000000000000000000000,0.4166666666666666666666666666,0.6666666666666666666666666665,0.8333333333333333333333333335,0.7467112180919843,0.2076205287713841368584758942,0.5707620528771384136858475895,0.3207620528771384136858475894,1
corpora/elements_pp/e109_pp_wostw.txt,0.39693436890772527,0.3181818181818181818181818182,0.590909090909090909090909091,0.4545454545454545454545454545,0.772727272727272727272727273,0.5148881125009571,0.3070025619128949615713065756,0.600341588385994876174210077,1.0,1.0
corpora/elements_pp/e10_pp_wostw.txt,0.7368148964013108,0.3695652173913043478260869566,0.5652173913043478260869565215,0.521739130434782608695652174,0.8913043478260869565217391305,0.7711215612400768,0.3674042553191489361702127660,0.608680851063829787234042553,1.0,1.0
corpora/elements_pp/e110_pp_wostw.txt,0.7032526743646057,0.2857142857142857142857142857,0.3571428571428571428571428572,0.3571428571428571428571428572,0.7857142857142857142857142855,0.7545479708114513,0.2880671224362958359229334990,0.577998756991920447482908639,0.2902423865755127408328154133,1
corpora/elements_pp/e111_pp_wostw.txt,1.0,0.0,0.0,1.0,1.0,1.0,0,0.6666666666666666666666666665,0,1
corpora/elements_pp/e112_pp_wostw.txt,1.0,0,0,0,0,1.0,0,0,1.0,1.0
