dist,exch_opt,exch_range,alpha,beta,kappa,nmi
minus_log,d,3,0.1,0.1,0,0.018801621927570202
minus_log,d,3,0.1,0.1,0.3333333333333333,0.08742086709302747
minus_log,d,3,0.1,0.1,0.6666666666666666,0.1818365232544335
minus_log,d,3,0.1,0.1,1,0.2506839751996457
minus_log,d,3,0.1,1,0,0.0401538985025753
minus_log,d,3,0.1,1,0.3333333333333333,0.1176734102892465
minus_log,d,3,0.1,1,0.6666666666666666,0.20616485580863775
minus_log,d,3,0.1,1,1,0.2649114728520891
minus_log,d,3,0.1,5,0,0.14452479896247028
minus_log,d,3,0.1,5,0.3333333333333333,0.169947028425535
minus_log,d,3,0.1,5,0.6666666666666666,0.20451455316444234
minus_log,d,3,0.1,5,1,0.25183882983827366
minus_log,d,3,0.1,10,0,0.09512896881036852
minus_log,d,3,0.1,10,0.3333333333333333,0.10278280576054462
minus_log,d,3,0.1,10,0.6666666666666666,0.1158507002163694
minus_log,d,3,0.1,10,1,0.13838034763319373
minus_log,d,3,0.1,50,0,0.050798106749435454
minus_log,d,3,0.1,50,0.3333333333333333,0.051267793164837455
minus_log,d,3,0.1,50,0.6666666666666666,0.05160218821822151
minus_log,d,3,0.1,50,1,0.04751469016335461
minus_log,d,3,0.1,100,0,0.0495883257706714
minus_log,d,3,0.1,100,0.3333333333333333,0.05716885171421569
minus_log,d,3,0.1,100,0.6666666666666666,0.05129445738281175
minus_log,d,3,0.1,100,1,0.05147568966811678
minus_log,d,3,0.1,300,0,0.050813021300903816
minus_log,d,3,0.1,300,0.3333333333333333,0.05554512654425105
minus_log,d,3,0.1,300,0.6666666666666666,0.05471541203294978
minus_log,d,3,0.1,300,1,0.05985398059524377
minus_log,d,3,1,0.1,0,0.3264777082583707
minus_log,d,3,1,0.1,0.3333333333333333,0.39112862582371405
minus_log,d,3,1,0.1,0.6666666666666666,0.457101442327985
minus_log,d,3,1,0.1,1,0.12529889041209574
minus_log,d,3,1,1,0,0.33567835727629336
minus_log,d,3,1,1,0.3333333333333333,0.4011973209839036
minus_log,d,3,1,1,0.6666666666666666,0.4731575055921747
minus_log,d,3,1,1,1,0.12350166819684898
minus_log,d,3,1,5,0,0.3592268614809773
minus_log,d,3,1,5,0.3333333333333333,0.4229619599505435
minus_log,d,3,1,5,0.6666666666666666,0.49597900263008937
minus_log,d,3,1,5,1,0.16412218373195467
minus_log,d,3,1,10,0,0.2390032232944181
minus_log,d,3,1,10,0.3333333333333333,0.32690650598419096
minus_log,d,3,1,10,0.6666666666666666,0.4331479294510976
minus_log,d,3,1,10,1,0.19093021176103459
minus_log,d,3,1,50,0,0.053440528835038706
minus_log,d,3,1,50,0.3333333333333333,0.057372966509522415
minus_log,d,3,1,50,0.6666666666666666,0.06600784904337019
minus_log,d,3,1,50,1,0.06714779078761647
minus_log,d,3,1,100,0,0.05705569772493063
minus_log,d,3,1,100,0.3333333333333333,0.05453379573440248
minus_log,d,3,1,100,0.6666666666666666,0.055692271705117556
minus_log,d,3,1,100,1,0.06078524265175289
minus_log,d,3,1,300,0,0.05605620129724943
minus_log,d,3,1,300,0.3333333333333333,0.05617807138122313
minus_log,d,3,1,300,0.6666666666666666,0.052239609123354916
minus_log,d,3,1,300,1,0.06351752488358127
minus_log,d,3,2,0.1,0,0.4222172574924249
minus_log,d,3,2,0.1,0.3333333333333333,0.4824916393798932
minus_log,d,3,2,0.1,0.6666666666666666,0.21350228636264268
minus_log,d,3,2,0.1,1,0.0861439540196956
minus_log,d,3,2,1,0,0.4306890020874269
minus_log,d,3,2,1,0.3333333333333333,0.4969432637453068
