input_file,sim_tag,dist_opt,exch_opt,exch_range,alpha,beta,kappa,known_label,n_test,mean_nmi,ci95_nmi
61320_199211_pp.txt,w2v,max_minus,u,5,1,5,0,0,5,0.0,0.0
61320_199211_pp.txt,w2v,max_minus,u,5,1,5,0.25,0,5,0.0,0.0
61320_199211_pp.txt,w2v,max_minus,u,5,1,5,0.5,0,5,0.0,0.0
61320_199211_pp.txt,w2v,max_minus,u,5,1,5,0.75,0,5,0.0056990795180322145,0.004447530660540973
61320_199211_pp.txt,w2v,max_minus,u,5,1,5,1,0,5,0.03254398453457213,0.00607506872073748
61320_199211_pp.txt,w2v,max_minus,u,5,1,10,0,0,5,0.0,0.0
61320_199211_pp.txt,w2v,max_minus,u,5,1,10,0.25,0,5,0.0,0.0
61320_199211_pp.txt,w2v,max_minus,u,5,1,10,0.5,0,5,0.0,0.0
61320_199211_pp.txt,w2v,max_minus,u,5,1,10,0.75,0,5,0.0052273101569578935,0.005849609200159254
61320_199211_pp.txt,w2v,max_minus,u,5,1,10,1,0,5,0.04318848677892533,0.007925654987299519
61320_199211_pp.txt,w2v,max_minus,u,5,1,50,0,0,5,0.007199257928685523,0.0020929957417597797
61320_199211_pp.txt,w2v,max_minus,u,5,1,50,0.25,0,5,0.0100478934878394,0.0032093275686256115
61320_199211_pp.txt,w2v,max_minus,u,5,1,50,0.5,0,5,0.010932489833597406,0.0031644555915314753
61320_199211_pp.txt,w2v,max_minus,u,5,1,50,0.75,0,5,0.01705987873315034,0.004642066007677401
61320_199211_pp.txt,w2v,max_minus,u,5,1,50,1,0,5,0.048273492787826874,0.007317094451284408
61320_199211_pp.txt,w2v,max_minus,u,5,1,100,0,0,5,0.022168363040758178,0.00042171679594200066
61320_199211_pp.txt,w2v,max_minus,u,5,1,100,0.25,0,5,0.020952381993386768,0.003256281640723231
61320_199211_pp.txt,w2v,max_minus,u,5,1,100,0.5,0,5,0.024377246029043325,0.0033380792814276324
