input_file,sim_tag,dist_opt,exch_opt,exch_range,alpha,beta,kappa,known_label,n_test,mean_nmi,ci95_nmi
61320_199211_pp.txt,w2v,max_minus,u,5,10,100,0,0,5,0.11482320065602888,0.01936558313692687
61320_199211_pp.txt,w2v,max_minus,u,5,10,100,0.25,0,5,0.10671330417533084,0.0027479290246277743
61320_199211_pp.txt,w2v,max_minus,u,5,10,100,0.5,0,5,0.05844154949003029,0.013058676521761443
61320_199211_pp.txt,w2v,max_minus,u,5,10,100,0.75,0,5,0.049095884727625896,0.009232465861758929
61320_199211_pp.txt,w2v,max_minus,u,5,10,100,1,0,5,0.03110053105758328,0.007029895850205041
61320_199211_pp.txt,w2v,max_minus,u,5,10,200,0,0,5,0.03227412099752046,0.005506559922605379
61320_199211_pp.txt,w2v,max_minus,u,5,10,200,0.25,0,5,0.05735243069417698,0.007789215157994301
61320_199211_pp.txt,w2v,max_minus,u,5,10,200,0.5,0,5,0.08985774083820126,0.009557154584322958
61320_199211_pp.txt,w2v,max_minus,u,5,10,200,0.75,0,5,0.05096515959969109,0.0032508207653844695
61320_199211_pp.txt,w2v,max_minus,u,5,10,200,1,0,5,0.04253186892197404,0.00828731341791843
61320_199211_pp.txt,w2v,max_minus,u,5,30,5,0,0,5,0.033916290145578856,0.006225792666458621
61320_199211_pp.txt,w2v,max_minus,u,5,30,5,0.25,0,5,0.03398645112903113,0.004302688316897895
61320_199211_pp.txt,w2v,max_minus,u,5,30,5,0.5,0,5,0.03502225256600676,0.0035309088930347513
61320_199211_pp.txt,w2v,max_minus,u,5,30,5,0.75,0,5,0.028039884527680626,0.008353225926413098
61320_199211_pp.txt,w2v,max_minus,u,5,30,5,1,0,5,0.024966736985598953,0.005961037622589943
61320_199211_pp.txt,w2v,max_minus,u,5,30,10,0,0,5,0.035170609788617725,0.004147580611545603
61320_199211_pp.txt,w2v,max_minus,u,5,30,10,0.25,0,5,0.031212053410498847,0.0048276911354262365
61320_199211_pp.txt,w2v,max_minus,u,5,30,10,0.5,0,5,0.03008056538216548,0.0055430458780707445
61320_199211_pp.txt,w2v,max_minus,u,5,30,10,0.75,0,5,0.02555805157597411,0.004290951359543396
61320_199211_pp.txt,w2v,max_minus,u,5,30,10,1,0,5,0.029887054369995354,0.00612614656721411
61320_199211_pp.txt,w2v,max_minus,u,5,30,50,0,0,5,0.04738747306290354,0.015565974254047049
61320_199211_pp.txt,w2v,max_minus,u,5,30,50,0.25,0,5,0.03506718839520424,0.008650471936020147
61320_199211_pp.txt,w2v,max_minus,u,5,30,50,0.5,0,5,0.03454595058475417,0.0050120618519079495
61320_199211_pp.txt,w2v,max_minus,u,5,30,50,0.75,0,5,0.03394054615907676,0.00896336489013836
61320_199211_pp.txt,w2v,max_minus,u,5,30,50,1,0,5,0.034894584537357234,0.006115368269624556
61320_199211_pp.txt,w2v,max_minus,u,5,30,100,0,0,5,0.04977950261108134,0.012015260219739553
61320_199211_pp.txt,w2v,max_minus,u,5,30,100,0.25,0,5,0.04312152062735688,0.010431166055141796
61320_199211_pp.txt,w2v,max_minus,u,5,30,100,0.5,0,5,0.03473875945306274,0.005089314902422459
61320_199211_pp.txt,w2v,max_minus,u,5,30,100,0.75,0,5,0.03049690505597429,0.006584199993616344
61320_199211_pp.txt,w2v,max_minus,u,5,30,100,1,0,5,0.024882184384884952,0.0038474871102354763
61320_199211_pp.txt,w2v,max_minus,u,5,30,200,0,0,5,0.08075126083285411,0.0076099768395037765
61320_199211_pp.txt,w2v,max_minus,u,5,30,200,0.25,0,5,0.05040653865090698,0.003282071845122759
61320_199211_pp.txt,w2v,max_minus,u,5,30,200,0.5,0,5,0.03603618908571592,0.004852658893534218
61320_199211_pp.txt,w2v,max_minus,u,5,30,200,0.75,0,5,0.033955597940905656,0.0060772492942955236
61320_199211_pp.txt,w2v,max_minus,u,5,30,200,1,0,5,0.030258474862565825,0.004878819577760689
61320_199211_pp.txt,w2v,max_minus,u,10,1,5,0,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,1,5,0.25,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,1,5,0.5,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,1,5,0.75,0,5,0.0028309047067638397,0.004962794763923461
61320_199211_pp.txt,w2v,max_minus,u,10,1,5,1,0,5,0.06179312860345689,0.011757528145109681
61320_199211_pp.txt,w2v,max_minus,u,10,1,10,0,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,1,10,0.25,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,1,10,0.5,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,1,10,0.75,0,5,0.007432670289298236,0.008147339213830406
61320_199211_pp.txt,w2v,max_minus,u,10,1,10,1,0,5,0.05693926930845532,0.007066805527733508
61320_199211_pp.txt,w2v,max_minus,u,10,1,50,0,0,5,0.007293869273988854,0.0030401789712771535
61320_199211_pp.txt,w2v,max_minus,u,10,1,50,0.25,0,5,0.0064565787282228225,0.001265152692901143
61320_199211_pp.txt,w2v,max_minus,u,10,1,50,0.5,0,5,0.008629813470232986,0.0022961826001464845
61320_199211_pp.txt,w2v,max_minus,u,10,1,50,0.75,0,5,0.01472680396904438,0.005854064823208509
61320_199211_pp.txt,w2v,max_minus,u,10,1,50,1,0,5,0.05757563205894043,0.0066827559909895945
61320_199211_pp.txt,w2v,max_minus,u,10,1,100,0,0,5,0.019895112351767295,0.002212485210420862
61320_199211_pp.txt,w2v,max_minus,u,10,1,100,0.25,0,5,0.02280439466970576,0.005550533236138229
61320_199211_pp.txt,w2v,max_minus,u,10,1,100,0.5,0,5,0.01852505756946669,0.00292395487087542
61320_199211_pp.txt,w2v,max_minus,u,10,1,100,0.75,0,5,0.02628555414136169,0.003474474487031717
61320_199211_pp.txt,w2v,max_minus,u,10,1,100,1,0,5,0.04376493991898397,0.007374987544574422
61320_199211_pp.txt,w2v,max_minus,u,10,1,200,0,0,5,0.019131942060714804,0.0021287022193388957
61320_199211_pp.txt,w2v,max_minus,u,10,1,200,0.25,0,5,0.020193640559188538,0.003548150593753916
61320_199211_pp.txt,w2v,max_minus,u,10,1,200,0.5,0,5,0.01894988151549388,0.0019943737134545053
61320_199211_pp.txt,w2v,max_minus,u,10,1,200,0.75,0,5,0.021434378434803756,0.003406445969822031
61320_199211_pp.txt,w2v,max_minus,u,10,1,200,1,0,5,0.02350828267841243,0.004395860908748334
61320_199211_pp.txt,w2v,max_minus,u,10,2,5,0,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,2,5,0.25,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,2,5,0.5,0,5,0.0422876649981633,0.01597532385768654
61320_199211_pp.txt,w2v,max_minus,u,10,2,5,0.75,0,5,0.06088677376742953,0.004399919861664244
61320_199211_pp.txt,w2v,max_minus,u,10,2,5,1,0,5,0.08206080410599673,0.010219410038178231
61320_199211_pp.txt,w2v,max_minus,u,10,2,10,0,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,2,10,0.25,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,10,2,10,0.5,0,5,0.02882927859383933,0.009113194906247618
61320_199211_pp.txt,w2v,max_minus,u,10,2,10,0.75,0,5,0.055057315500309935,0.0073921966204465684
61320_199211_pp.txt,w2v,max_minus,u,10,2,10,1,0,5,0.0874759151918299,0.012751798998161253
61320_199211_pp.txt,w2v,max_minus,u,10,2,50,0,0,5,0.010154468684380916,0.002857545511713768
61320_199211_pp.txt,w2v,max_minus,u,10,2,50,0.25,0,5,0.011416185764027044,0.0033368501725724686
61320_199211_pp.txt,w2v,max_minus,u,10,2,50,0.5,0,5,0.02353009088410964,0.007697269964377294
61320_199211_pp.txt,w2v,max_minus,u,10,2,50,0.75,0,5,0.08050059797171988,0.006584515411805885
61320_199211_pp.txt,w2v,max_minus,u,10,2,50,1,0,5,0.13057256141247447,0.015023600213533184
61320_199211_pp.txt,w2v,max_minus,u,10,2,100,0,0,5,0.02112470690058436,0.003625583747072564
61320_199211_pp.txt,w2v,max_minus,u,10,2,100,0.25,0,5,0.022264774612898365,0.0018558250602242776
61320_199211_pp.txt,w2v,max_minus,u,10,2,100,0.5,0,5,0.028585027901927063,0.0020124033447546496
61320_199211_pp.txt,w2v,max_minus,u,10,2,100,0.75,0,5,0.05877359940203697,0.0045010055208994015
61320_199211_pp.txt,w2v,max_minus,u,10,2,100,1,0,5,0.1608886502856461,0.022020626177737826
61320_199211_pp.txt,w2v,max_minus,u,10,2,200,0,0,5,0.01966433671193247,0.001390847924026047
61320_199211_pp.txt,w2v,max_minus,u,10,2,200,0.25,0,5,0.019259713035003158,0.0028460225478008404
61320_199211_pp.txt,w2v,max_minus,u,10,2,200,0.5,0,5,0.024196738377926776,0.0024121094540106944
61320_199211_pp.txt,w2v,max_minus,u,10,2,200,0.75,0,5,0.02355159236663148,0.0033083793578749902
61320_199211_pp.txt,w2v,max_minus,u,10,2,200,1,0,5,0.04491701088576424,0.01532004107112951
61320_199211_pp.txt,w2v,max_minus,u,10,5,5,0,0,5,0.0202703957298601,0.014659374139075131
61320_199211_pp.txt,w2v,max_minus,u,10,5,5,0.25,0,5,0.049794572136832235,0.0065361872452454894
61320_199211_pp.txt,w2v,max_minus,u,10,5,5,0.5,0,5,0.0720518905719678,0.010964930685127338
61320_199211_pp.txt,w2v,max_minus,u,10,5,5,0.75,0,5,0.058804012000314446,0.006287359328249793
61320_199211_pp.txt,w2v,max_minus,u,10,5,5,1,0,5,0.055031011072318524,0.011095877610330549
61320_199211_pp.txt,w2v,max_minus,u,10,5,10,0,0,5,0.013561445063157585,0.007794650746646118
61320_199211_pp.txt,w2v,max_minus,u,10,5,10,0.25,0,5,0.052273255297717446,0.0053413870643008714
61320_199211_pp.txt,w2v,max_minus,u,10,5,10,0.5,0,5,0.07912314811870842,0.016953632482066546
61320_199211_pp.txt,w2v,max_minus,u,10,5,10,0.75,0,5,0.05969915534812901,0.006440976967852712
61320_199211_pp.txt,w2v,max_minus,u,10,5,10,1,0,5,0.05816026666431482,0.013759337422125538
61320_199211_pp.txt,w2v,max_minus,u,10,5,50,0,0,5,0.027296201268306952,0.008777479332934187
61320_199211_pp.txt,w2v,max_minus,u,10,5,50,0.25,0,5,0.06532793165293205,0.010209192998488558
61320_199211_pp.txt,w2v,max_minus,u,10,5,50,0.5,0,5,0.15946957363141298,0.016078669211521686
61320_199211_pp.txt,w2v,max_minus,u,10,5,50,0.75,0,5,0.09996988308923695,0.007913459391264746
61320_199211_pp.txt,w2v,max_minus,u,10,5,50,1,0,5,0.07863834553207585,0.0037272148069728943
61320_199211_pp.txt,w2v,max_minus,u,10,5,100,0,0,5,0.033950054766617443,0.007261703078454752
61320_199211_pp.txt,w2v,max_minus,u,10,5,100,0.25,0,5,0.0752538804619647,0.01840042233087652
61320_199211_pp.txt,w2v,max_minus,u,10,5,100,0.5,0,5,0.17582490119984912,0.019661500135636546
61320_199211_pp.txt,w2v,max_minus,u,10,5,100,0.75,0,5,0.1168440729602462,0.017986172027061726
61320_199211_pp.txt,w2v,max_minus,u,10,5,100,1,0,5,0.087130286650248,0.01704596573431701
61320_199211_pp.txt,w2v,max_minus,u,10,5,200,0,0,5,0.019824387759479044,0.002990755154453125
61320_199211_pp.txt,w2v,max_minus,u,10,5,200,0.25,0,5,0.025981276707853662,0.0028799598172434765
61320_199211_pp.txt,w2v,max_minus,u,10,5,200,0.5,0,5,0.032016264694864766,0.004741359952470618
61320_199211_pp.txt,w2v,max_minus,u,10,5,200,0.75,0,5,0.146851586961652,0.024317806448708016
61320_199211_pp.txt,w2v,max_minus,u,10,5,200,1,0,5,0.09157210776791973,0.023365230579005494
61320_199211_pp.txt,w2v,max_minus,u,10,10,5,0,0,5,0.05861478914358298,0.007696863677474879
61320_199211_pp.txt,w2v,max_minus,u,10,10,5,0.25,0,5,0.05604664272635814,0.004414320443181845
61320_199211_pp.txt,w2v,max_minus,u,10,10,5,0.5,0,5,0.05924975521819682,0.007550264738348552
61320_199211_pp.txt,w2v,max_minus,u,10,10,5,0.75,0,5,0.05754799552835862,0.009373408632414135
61320_199211_pp.txt,w2v,max_minus,u,10,10,5,1,0,5,0.046257528462890295,0.0057266010683537415
61320_199211_pp.txt,w2v,max_minus,u,10,10,10,0,0,5,0.0577670337582867,0.010573352414641652
61320_199211_pp.txt,w2v,max_minus,u,10,10,10,0.25,0,5,0.07777002794644029,0.016355512528355112
61320_199211_pp.txt,w2v,max_minus,u,10,10,10,0.5,0,5,0.0642371145267993,0.009998721588116438
61320_199211_pp.txt,w2v,max_minus,u,10,10,10,0.75,0,5,0.054703642625659396,0.006354739973196765
61320_199211_pp.txt,w2v,max_minus,u,10,10,10,1,0,5,0.05157352768318442,0.004096238469022885
61320_199211_pp.txt,w2v,max_minus,u,10,10,50,0,0,5,0.1653552920542385,0.062450073848745055
61320_199211_pp.txt,w2v,max_minus,u,10,10,50,0.25,0,5,0.09242235087252618,0.028102505417924195
61320_199211_pp.txt,w2v,max_minus,u,10,10,50,0.5,0,5,0.08119746219796799,0.014386712200912127
61320_199211_pp.txt,w2v,max_minus,u,10,10,50,0.75,0,5,0.054932372632272006,0.009291673081774462
61320_199211_pp.txt,w2v,max_minus,u,10,10,50,1,0,5,0.06060561353588614,0.013454976727042538
61320_199211_pp.txt,w2v,max_minus,u,10,10,100,0,0,5,0.15709144506453893,0.015512691461871609
61320_199211_pp.txt,w2v,max_minus,u,10,10,100,0.25,0,5,0.15987219784449375,0.007247600872624876
61320_199211_pp.txt,w2v,max_minus,u,10,10,100,0.5,0,5,0.07998917504369495,0.016253456374334167
61320_199211_pp.txt,w2v,max_minus,u,10,10,100,0.75,0,5,0.05919640955070342,0.013856420867372814
61320_199211_pp.txt,w2v,max_minus,u,10,10,100,1,0,5,0.05520368111209606,0.009946405002046126
61320_199211_pp.txt,w2v,max_minus,u,10,10,200,0,0,5,0.03169151195693501,0.002119117651280876
61320_199211_pp.txt,w2v,max_minus,u,10,10,200,0.25,0,5,0.07908615095306396,0.020543118538714107
61320_199211_pp.txt,w2v,max_minus,u,10,10,200,0.5,0,5,0.13266130507322071,0.01039330490021094
61320_199211_pp.txt,w2v,max_minus,u,10,10,200,0.75,0,5,0.08006061060115988,0.013101667999160132
61320_199211_pp.txt,w2v,max_minus,u,10,10,200,1,0,5,0.06718536254611679,0.01533002675482539
61320_199211_pp.txt,w2v,max_minus,u,10,30,5,0,0,5,0.05873867082169021,0.01349047691289539
61320_199211_pp.txt,w2v,max_minus,u,10,30,5,0.25,0,5,0.058140704127075636,0.009728556758521328
61320_199211_pp.txt,w2v,max_minus,u,10,30,5,0.5,0,5,0.04568933905972262,0.00414417230022048
61320_199211_pp.txt,w2v,max_minus,u,10,30,5,0.75,0,5,0.04653862705674067,0.009189328877370834
61320_199211_pp.txt,w2v,max_minus,u,10,30,5,1,0,5,0.04032759429502596,0.004383286445481126
61320_199211_pp.txt,w2v,max_minus,u,10,30,10,0,0,5,0.05220462430534227,0.008576457042200907
61320_199211_pp.txt,w2v,max_minus,u,10,30,10,0.25,0,5,0.05368704838339108,0.012798524245587608
61320_199211_pp.txt,w2v,max_minus,u,10,30,10,0.5,0,5,0.048140394213019425,0.005549277865817088
61320_199211_pp.txt,w2v,max_minus,u,10,30,10,0.75,0,5,0.04616905642628885,0.01065778927089347
61320_199211_pp.txt,w2v,max_minus,u,10,30,10,1,0,5,0.05234719042006682,0.010715897349647447
61320_199211_pp.txt,w2v,max_minus,u,10,30,50,0,0,5,0.06112212668356558,0.0038974466333153795
61320_199211_pp.txt,w2v,max_minus,u,10,30,50,0.25,0,5,0.07443988032472301,0.013614751592632358
61320_199211_pp.txt,w2v,max_minus,u,10,30,50,0.5,0,5,0.05471658530035358,0.013418224828770904
61320_199211_pp.txt,w2v,max_minus,u,10,30,50,0.75,0,5,0.04529671346852171,0.0023473342331523602
61320_199211_pp.txt,w2v,max_minus,u,10,30,50,1,0,5,0.042265190576949094,0.006818667855731691
61320_199211_pp.txt,w2v,max_minus,u,10,30,100,0,0,5,0.07415010072913117,0.012725804261225552
61320_199211_pp.txt,w2v,max_minus,u,10,30,100,0.25,0,5,0.06903134219970664,0.009062019357533846
61320_199211_pp.txt,w2v,max_minus,u,10,30,100,0.5,0,5,0.05808115519789871,0.00957168964218466
61320_199211_pp.txt,w2v,max_minus,u,10,30,100,0.75,0,5,0.04309967499655264,0.007288931273040157
61320_199211_pp.txt,w2v,max_minus,u,10,30,100,1,0,5,0.04972431038749487,0.007432146737165445
61320_199211_pp.txt,w2v,max_minus,u,10,30,200,0,0,5,0.11659953432249459,0.013725784062315633
61320_199211_pp.txt,w2v,max_minus,u,10,30,200,0.25,0,5,0.07909282773478157,0.004528853249020033
61320_199211_pp.txt,w2v,max_minus,u,10,30,200,0.5,0,5,0.061706018747859935,0.014828080193724572
61320_199211_pp.txt,w2v,max_minus,u,10,30,200,0.75,0,5,0.04363619032308619,0.005979803097434301
61320_199211_pp.txt,w2v,max_minus,u,10,30,200,1,0,5,0.05522857819749007,0.00273153970693766
61320_199211_pp.txt,w2v,max_minus,u,15,1,5,0,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,15,1,5,0.25,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,15,1,5,0.5,0,5,3.4975378935386826e-16,0.0
61320_199211_pp.txt,w2v,max_minus,u,15,1,5,0.75,0,5,0.003141255197299044,0.0055068631621741655
