input_file,sim_tag,dist_opt,exch_opt,exch_range,alpha,beta,kappa,known_label,n_test,mean_nmi,ci95_nmi
61320_199211_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.20294573541756492,0.00888485632683699
61320_200411_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.1579640767132907,0.006803454956227136
61320_201211_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.085134332825413,0.00627280326116176
61320_201611_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.0887389514840538,0.003708868333744558
61620_200411_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.15835712111788014,0.005304608669423089
61620_200811_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.11818575168222419,0.004396481073965643
61620_201211_pp.txt,w2v,max_minus,u,15,2,100,1,0,50,0.11665440571918573,0.004494862779365351
