token,id,G1,G2,G3,G4
a,1,4.116197431940227e-11,0.9954595837802157,9.211868518975639e-05,0.004448297493432485
abandoning,2,0.22174995607565678,0.7780424147314934,0.00020736277919277817,2.664136570013634e-07
abbey,3,7.21874264146391e-12,0.9999999988745297,1.1176573552766499e-09,5.941476311613741e-13
aberration,4,6.73114970563561e-15,5.55469498881107e-16,0.9999999999999927,1.3255298044101819e-17
abide,5,0.9999999899681296,1.602010204434225e-10,9.034593748684389e-09,8.370754871620037e-10
ability,6,6.585855610074456e-06,5.002821224140247e-12,0.9999934141329891,6.397886243596734e-12
able,7,0.9999999972105582,1.007017043177429e-09,1.780780492947814e-09,1.644210058174322e-12
abolished,8,1.724079909260207e-14,0.9999999071126463,9.288728855910039e-08,4.791333654777503e-14
abolition,9,5.57426010664338e-13,0.9273461434876737,0.07265385651053276,1.2361856715591923e-12
abolitionist,10,7.1362033447758735e-09,0.9996851910292682,0.0003148017457640924,8.8764306413723e-11
about,11,0.25402292045890557,0.7341827542266117,0.00010206245904129232,0.011692262855441591
above,12,3.106706123392371e-11,0.02420626726720043,0.035280484643822684,0.9405132480579098
absence,13,2.4653628653008077e-08,5.540322509321611e-05,0.9999445716632765,4.5800160517197373e-10
absolute,14,2.6503134877150188e-11,8.167835032893803e-12,0.9999999999653142,1.4928202773900008e-14
absolutely,15,0.9999888883990955,2.188063269106756e-10,8.941795016786881e-06,2.1695870812313005e-06
abstraction,16,3.05530919191268e-17,4.169705784821415e-12,0.9999999999958302,1.4176297127355364e-18
absurd,17,0.9987052795056255,5.272655693687958e-09,0.0012947152216995215,1.9339429965469496e-14
abused,18,0.9999983176108407,1.6754499461885025e-06,3.4633003109502495e-11,6.904580129385348e-09
academy,19,6.338556785670588e-15,0.9999999980321915,1.967800846631933e-09,1.2772573212389935e-15
acceleration,20,1.7324594145410423e-17,3.2897556009026186e-13,0.9999999999996709,1.0434431479561398e-16
accept,21,0.9999999999631756,3.928531220822794e-12,2.1119468621623306e-11,1.1776408880073618e-11
accompanies,22,0.9990788856716343,0.0008925270692366036,2.858663791226562e-05,6.212168560481631e-10
according,23,0.08934453542521549,0.2168162978582316,0.5883729261577881,0.10546624055876468
accordingly,24,5.576724804187346e-06,1.1441474383487695e-05,0.009552382415898453,0.9904305993849138
accurate,25,1.9292629933356814e-09,1.7234868088206353e-11,0.9999999978674036,1.8609858079552954e-10
accurately,26,1.2734729229447784e-06,2.0100581954254922e-10,0.9998889754159388,0.00010975091013243494
accusation,27,0.9995023043925279,1.2144217881711284e-05,0.00048555135249706363,3.709326618395959e-11
accuse,28,0.9999999999995483,4.516214474106494e-13,9.708626128845773e-17,3.7722440064554485e-21
accustomed,29,0.9999999997442397,6.883073176644352e-11,1.8692449472101483e-10,4.966817111759149e-15
