token,id,G1,G2,G3,G4
metamorphosis,1,0.005069890407345116,0.0019502236349827546,0.9910833363409605,0.0018965496167116843
one,2,0.0025414481408916035,0.007941190928701136,0.9826315308840597,0.006885830046347521
morning,3,0.0008730193955462348,0.0036292278802727276,0.9854303540481324,0.01006739867604858
gregor,4,0.006318515336812195,0.0158610889025662,0.9393187629818536,0.038501632778767954
samsa,5,0.0124980852271685,0.017834219132745004,0.8900290952410917,0.07963860039899474
wake,6,0.011978490262463214,0.04412702477428151,0.5286244026818214,0.4152700822814338
troubled,7,0.007023839443023558,0.055293268466528656,0.2416460289872811,0.6960368631031667
dream,8,0.0036224381153941807,0.009323025950663718,0.11112738695217335,0.8759271489817688
find,9,0.0008823501383534328,0.0022955078544866663,0.002438579335521557,0.9943835626716383
transform,10,0.03606747357527339,0.012060214313908937,0.011573833110834339,0.9402984789999834
bed,11,0.0030784887404166315,0.003874315714580787,0.040432768020380525,0.9526144275246221
horrible,12,0.0005144216404840463,0.002399516035372658,0.0031138808123422094,0.9939721815118011
vermin,13,0.0032996684818998884,0.00850831575235598,0.01710546240555539,0.9710865533601888
lay,14,0.0017687791647380232,0.00865577415962503,0.008307737246990089,0.9812677094286469
back,15,0.0005323730518815412,0.0020315090163622873,0.005257935734744471,0.9921781821970117
lift,16,0.0055666437594090665,0.006735824862487943,0.014099372720113095,0.9735981586579899
head,17,0.006467516232529202,0.016569652716526887,0.05202356429750231,0.9249392667534415
little,18,0.003944571459581095,0.01111364853586167,0.1253869830279497,0.8595547969766075
could,19,0.008255088624575295,0.02730897451040491,0.03855426481425243,0.9258816720507674
see,20,0.024744187896124946,0.03252317704349992,0.240055461141552,0.7026771739188231
brown,21,0.004764085223086284,0.007362870153705299,0.920511389253037,0.06736165537017144
belly,22,0.0029707688827656648,0.004180586049530364,0.9643006533438236,0.028547991723880322
slightly,23,0.004585896074637652,0.0036328290419831246,0.9849644492599047,0.006816825623474475
domed,24,0.001815653587934598,0.0014098761904376565,0.9961171362840602,0.000657333937567498
divided,25,0.005731659568979443,0.008370151877068037,0.9845246944566658,0.001373494097286781
arch,26,0.001024046967855694,0.0019004341127216906,0.9962621858757656,0.0008133330436568449
stiff,27,0.0028101476801587057,0.005601663848015411,0.9812513344789515,0.010336853992874363
section,28,0.018506759133526552,0.013964420471283663,0.9539436444110764,0.013585175984113376
bed,29,0.004472321526250244,0.005831814580242095,0.9046457332485376,0.08505013064497023
hardly,30,0.006581713697621094,0.02310343110643586,0.23951605169161666,0.7307988035043264
able,31,0.007534494625055895,0.032129337350035654,0.038279224668403077,0.9220569433565053
cover,32,0.015552120452198575,0.01498560277031016,0.23158944090815745,0.7378728358693338
seem,33,0.005665472772076572,0.0062053853309785145,0.0037768987941752094,0.9843522431027697
ready,34,0.004504290140411168,0.014508852949890452,0.018238785636112902,0.9627480712735854
slide,35,0.1971231175879296,0.01777545178191776,0.1855574615106094,0.5995439691195431
moment,36,0.3775787480830624,0.02555443125964785,0.029748123162948347,0.5671186974943414
sidelight,37,0.6904940792429717,0.049116563713323375,0.15688223195025716,0.10350712509344773
relativity,38,0.9976015968052604,0.0007002696372343216,0.001018560665853317,0.0006795728916520584
ether,39,0.9964461352194636,0.0009575613205652123,0.0019024503598936324,0.000693853100077662
theory,40,0.9993830460672622,0.0003346345209955184,0.00020059688431552507,8.1722527426731e-05
relativity,41,0.9995704558305776,0.00017243015862473355,0.00019458383149327315,6.253017930442977e-05
address,42,0.9816692293816519,0.01109832520587489,0.0035574692144950165,0.0036749761979782865
deliver,43,0.9470458347725382,0.01976033246718771,0.006435554258488292,0.02675827850178582
may,44,0.9729955454640904,0.011471965432179616,0.007211388694904073,0.008321100408825954
th,45,0.9921414878612527,0.002491029114162491,0.004095420755924392,0.0012720622686604485
university,46,0.9636162722641032,0.01937321081015926,0.013379716791814556,0.0036308001339230224
leyden,47,0.9691338957833564,0.00745157199755359,0.019112261071342368,0.004302271147747738
come,48,0.762560573054993,0.02172953978892883,0.020361376982441004,0.19534851017363722
alongside,49,0.8579182328275187,0.03435876646906294,0.06419046248675611,0.043532538216662545
idea,50,0.9851272988503889,0.0062818538623185495,0.0025701160807330135,0.006020731206559575
ponderable,51,0.9972069289046014,0.0008049490455212459,0.000975955366102694,0.001012166683774579
matter,52,0.9947707825407083,0.002599281493142019,0.001207745331279328,0.001422190634870413
derive,53,0.9965748628097869,0.0019015194382247529,0.0006972011857474897,0.0008264165662409085
abstraction,54,0.9965101748851017,0.000972336443823931,0.0022432540366266545,0.00027423463444778694
everyday,55,0.9729640623231167,0.007028887232967712,0.01149398001455561,0.008513070429359903
life,56,0.9420811832332108,0.019122223816807074,0.023742994188736224,0.015053598761246014
physicist,57,0.996603459403478,0.0016709707418396578,0.001373707255188874,0.00035186259949351737
set,58,0.968340620884452,0.008039325988564092,0.013802972089824624,0.009817081037159003
idea,59,0.9879444812034438,0.0054537824633402775,0.00215092808657821,0.004450808246637706
existence,60,0.9938331007145498,0.003912991355667161,0.001446910905205117,0.0008069970245778903
another,61,0.9309094416540351,0.023385837625805865,0.024439842657943498,0.021264878062215713
kind,62,0.9354266565576665,0.028689820201316565,0.013679026232813403,0.02220449700820331
matter,63,0.9391335087086806,0.04962855140192984,0.005160353214756466,0.0060775866746330225
ether,64,0.9401810119489835,0.048713918193113104,0.008948027511102852,0.0021570423468006673
duty,65,0.167897217275505,0.7896787174815141,0.027625293168844947,0.014798772074135836
civil,66,0.03005782239595056,0.9572338228822158,0.009800905646738885,0.0029074490750947424
